"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","policy","cmr_1d","gov_10y","kospi","kosdaq","reer","rrppi","xr_usd","hfwh"
"1965-01-01",164760,200380,1.62794609969864,1.92777576210543,2.66791288011028,,,,,,,,,,,256.62,
"1965-04-01",163630,204370,1.59814489049659,1.96360647857894,2.73741745785814,,,,,,,,,,,264.65,
"1965-07-01",181060,208180,1.73678301381708,2.0123397071754,2.82401828462024,,,,,,,,,,,271.97,
"1965-10-01",187440,223850,1.76453028960432,2.11058355887765,2.78245048372236,,,,,,,,,,,271.84,
"1966-01-01",190040,242460,1.7650286802194,2.15963172131912,2.88796459545209,,,,,,,,,,,270.933333333333,
"1966-04-01",197450,267760,1.81167007674163,2.24557253974318,3.01174351297562,,,,,,,,,,,271.243333333333,
"1966-07-01",216180,278910,1.98506316572798,2.37763772586909,3.13072472703297,,,,,,,,,,,271.18,
"1966-10-01",238220,284550,2.05534407428408,2.39401716722661,3.22188623779231,,,,,,,,,,,271.18,
"1967-01-01",234620,297440,2.01426500753818,2.42394784138298,3.22946796363262,,,,,,,,,,,270.063333333333,
"1967-04-01",243500,323560,2.04805848627371,2.58016063295909,3.35741224913287,,,,,,,,,,,270.07,
"1967-07-01",260190,342720,2.1658430577095,2.62094516741935,3.44258405215394,,,,,,,,,,,270.253333333333,
"1967-10-01",306990,360460,2.44891955074262,2.73911430533511,3.55931272834332,,,,,,,,,,,271.66,
"1968-01-01",309100,401860,2.41678828964543,2.87991718497534,3.64216525843685,,,,,,,,,,,274.616666666667,
"1968-04-01",308770,424270,2.3394505015017,2.98765432962113,3.68950980579957,,,,,,,,,,,274.76,
"1968-07-01",317480,434230,2.3620749382056,2.89939630185291,3.77557446571193,,,,,,,,,,,276.076666666667,
"1968-10-01",349720,445740,2.5444790577183,3.0392935555483,3.94433670117089,,,,,,,,,,,281.12,
"1969-01-01",376640,477310,2.6594979001284,3.10189583612115,4.03173086741547,,,,,,,,,,,282.18,
"1969-04-01",385580,528580,2.63672558712653,3.30957030201633,4.1150843175903,,,,,,,,,,,284.39,
"1969-07-01",399110,595940,2.66849513339294,3.44318262415205,4.24784964361758,,,,,,,,,,,286.87,
"1969-10-01",446380,629630,2.94436515132178,3.58495065561991,4.52182641178592,,,,,,,,,,,299.526666666667,
"1970-01-01",466200,652900,2.97539359384365,3.78092028288602,4.69192709079902,,265000,612900,,,,,,,,305.78,
"1970-04-01",511100,662900,3.1503700098674,3.67588247799793,4.84926935759042,,287100,657600,,,,,,,,308.786666666667,
"1970-07-01",535600,722900,3.19983241873693,3.97727621537677,4.91145113429181,,300400,696400,,,,,,,,312.453333333333,
"1970-10-01",562300,782600,3.38704601071983,4.01625079997511,5.160035163033,,318400,745400,,,,,,,,315.203333333333,
"1971-01-01",600400,816700,3.47355156362394,4.16271513077261,5.431963309072,,331000,808900,,,,,,,,319.52,
"1971-04-01",636700,855200,3.57037980501783,4.20768307855976,5.46968203912586,,349200,868500,,,,,,,,327.026666666667,
"1971-07-01",682300,880100,3.75517031012652,4.3221674114833,5.63282524125824,,358300,913200,,,,,,,,370.8,
"1971-10-01",692000,921300,3.78269612905685,4.50983458262552,5.72270515564029,,366000,964300,,,,,,,,371.243333333333,
"1972-01-01",732600,971200,3.95115487674168,4.66583960525377,5.93616437090134,,393900,1038900,,,,,,,,379.463333333333,
"1972-04-01",772900,1053800,4.11816635408126,4.91189803092944,6.19589690833751,,431600,1115800,,,,,,,,394.326666666667,
"1972-07-01",807200,1107700,4.25758043686355,5.08846389308306,6.38588025809888,,483600,1213800,,,,,,,,399.083333333333,
"1972-10-01",819600,1185400,4.20907180644268,5.24033339100796,6.33673556255113,,509000,1283700,,,,,,,,398.703333333333,
"1973-01-01",874000,1254100,4.35512166097914,5.33209262702308,6.24215057789365,,594700,1437800,,,,,,,,398.873333333333,
"1973-04-01",935000,1329900,4.56770604124394,5.42812796062006,6.31038764459064,,641900,1531700,,,15.25,,,,,398.896666666667,
"1973-07-01",989000,1467100,4.71663415495044,5.71770799510724,6.41272508292629,,662700,1637400,,,16.7666666666667,,,,,398.363333333333,
"1973-10-01",1037300,1552400,4.88333009641228,5.98071328600345,6.69062677011914,,713700,1748600,,,18.4,,,,,397.153333333333,
"1974-01-01",1207300,1864500,5.5110843556962,6.83282965487001,7.3771952196721,,740500,1821900,,,20,,,,,398.236666666667,
"1974-04-01",1358100,1907000,6.072197005747,7.03305126045342,7.82025460508169,,758300,1882200,,,21.5666666666667,,,,,398.986666666667,
"1974-07-01",1441500,2020700,6.3938481138956,7.35512626922703,8.16595591761996,,817600,2001400,,,21.2666666666667,,,,,399,
"1974-10-01",1493800,2241000,6.68187008417052,8.18667680338427,8.53026154190255,,898300,2114500,,,21.0333333333333,,,,,421.666666666667,
"1975-01-01",1663400,2408400,7.16870171321269,8.62059883931192,9.00619951693938,,948000,2267200,,,20.8,,,,61.4285471475919,484,5125926.50284164
"1975-04-01",1809100,2622300,7.66847116729463,9.00605414269228,9.69200224887415,,1053200,2456000,,,20.8666666666667,,,,63.4392064975901,484,5440007.79473923
"1975-07-01",1913100,2735700,8.00139107578852,9.13422058495068,10.3144480778598,,1157100,2625500,,,21.4,,,,65.6158506234141,484,5883005.53354075
"1975-10-01",1989600,2942600,8.37177575417578,9.52001773828052,10.9386166940651,,1122000,2643300,,,21.3333333333333,,,,67.3383433087691,484,6177560.7543066
"1976-01-01",2208100,3326600,8.74399344306009,10.4319429033754,11.0340188244181,,1209100,2840400,,,21.3666666666667,,,,67.9320618193738,484,6547224.7827781
"1976-04-01",2280100,3636700,8.98890606278957,10.9294078785657,11.3425624146415,,1304000,2958800,,,21.4666666666667,,,,69.2109895713193,484,7000096.50073147
"1976-07-01",2442800,3793500,9.45632983626589,11.1570086008484,11.7482377672303,,1375900,3239200,,17.9,21.5666666666667,,,,72.0567203680996,484,7440098.76271164
"1976-10-01",2514900,3942800,9.62707277531959,11.4651071424287,11.946812303675,,1473000,3558000,,17.9,22.0666666666667,,,,74.3816727166774,484,8099880.26850995
"1977-01-01",2643900,4216600,10.136807562568,12.1277699628418,12.194365353837,,1635100,3821800,,18.2666666666667,21.3,,,,78.1466813971276,484,8711845.08875267
"1977-04-01",2734200,4504100,10.3759370655008,12.3457816252822,12.4675081362696,,1797400,4193500,,18.0333333333333,21.5333333333333,,,,81.5669972926708,484,9408127.03433703
"1977-07-01",2934500,4874700,10.8256286449712,12.5913579716415,12.8678280879264,,1921800,4570900,,18.2333333333333,19.9,,,,87.8047809248625,484,10288020.6147114
"1977-10-01",3221000,5311900,11.1609345360471,13.2405959363915,13.1958820370644,,2113100,4955900,,17.8333333333333,23.1333333333333,,,,95.9660066287074,484,11196648.5838535
"1978-01-01",3392800,5645900,12.1851555379925,14.1599780113768,13.7847714994572,,2230600,5405200,,17.4333333333333,20.7,,,,104.710267212179,484,12125357.3420573
"1978-04-01",3685700,6100000,12.6986412650868,14.84645621701,14.1197866806114,,2372800,5673600,,18.4,20.8,,,,112.333232162585,484,12957434.236876
"1978-07-01",3933500,6644000,13.4299826292862,15.8594771470547,14.76807943582,,2737400,6274100,,20.9333333333333,22.1333333333333,,,,115.705763090483,484,13862179.180509
"1978-10-01",4241600,7177300,13.485082546355,16.3696596933089,15.3934302476776,,2937700,6709200,,20.5,22.7666666666667,,,,114.703250009105,484,15115176.0405201
"1979-01-01",4477500,7654100,14.2834146765452,16.6688031402045,15.8931922061198,,2910600,6965200,,18.8,23.4333333333333,,,,113.895081887603,484,16090037.3304898
"1979-04-01",4792400,8008000,15.2042599931832,17.3295901600324,16.9761500824994,,3176300,7430300,,18.8666666666667,24.2666666666667,,,,113.436559870825,484,16672047.382519
"1979-07-01",5009800,8442100,15.6524667629324,18.8009373364305,17.4997239475339,,3273900,7781400,,18.8666666666667,25.5333333333333,,,,110.247398900072,484,18030662.5363792
"1979-10-01",5471600,8848400,16.4844675053095,20.0052299137632,18.3340530825007,,3659800,8767000,,18.9,27.5,,,,104.862946011242,484,18966582.6276713
"1980-01-01",5712800,9327200,18.0342145831888,20.8577811536094,20.1558042227302,,3874400,9927100,,23.7333333333333,30.3333333333333,,,,101.397078998167,571.86,20034747.4734467
"1980-04-01",6043300,9797000,18.9835769496881,22.0526530327536,21.5224552739106,,3873500,10535200,,24.4666666666667,30.6,,,,97.9967706297272,594.12,20844080.9331404
"1980-07-01",6539000,10367600,20.315237663217,22.9153179230807,22.5674057287451,,4232800,11373500,,23.0666666666667,27.9333333333333,,,,94.144738918768,613.353333333333,22032841.4568715
"1980-10-01",6998400,10931600,21.6524289070918,24.781413349126,24.1755283824932,,4443100,12746100,,20.1333333333333,26.1666666666667,,,,90.8889509402809,651.533333333333,23519596.4525337
"1981-01-01",7267400,11525900,22.1339594705445,25.0852594019073,25.1992743076603,,4879000,13804100,,17.7666666666667,24.8333333333333,,,,87.8389685439911,667.173333333333,24700590.9252465
"1981-04-01",7758000,12413400,23.1059881821366,26.396847012443,26.3386098652822,,5145000,14973300,,18.4666666666667,22.2,,,,85.0972574633661,680.95,26461376.578269
"1981-07-01",8123200,13024400,24.0709725112294,26.6229975378065,27.6867240564829,,4978600,15863300,,18.6333333333333,21.8333333333333,,,,84.0103436972647,685.89,28801287.7500854
"1981-10-01",8504600,13628000,24.4041884596349,27.3545252104849,28.060622600612,,5576100,17479200,,17.7,25.6,,,,82.9650960919763,690.1,31420000.1534591
"1982-01-01",8475600,13803800,24.0881206799951,27.5057974398739,28.1681368489245,,6503300,19022600,,15.5,20.3333333333333,,,,82.1982056356153,710.073333333333,33536027.1687763
"1982-04-01",8837900,14414100,24.5018527365726,28.1159206911912,28.5617884800289,,7460100,21004800,,14.2333333333333,17.1,,,,81.6564484211293,728.276666666667,35916432.7494739
"1982-07-01",9154500,14802800,24.9027647572218,28.2975068071819,29.0051557020592,,8667400,22333500,,13.3333333333333,15.3,,,,83.2457842149352,741.633333333333,38693572.593621
"1982-10-01",9341200,15408500,25.0885258694407,28.436134883155,29.2608125972403,,9166200,23966500,,13.6333333333333,16.9333333333333,,,,86.8140198375602,744.686666666667,40729054.5655197
"1983-01-01",9773700,16576000,25.4598184473033,29.347929276235,29.5918424966837,4.36777700967759,9695200,24841100,,13.6,13.3333333333333,,,,90.8844832400539,753.43,43195441.4253486
"1983-04-01",10031800,16969700,25.5020761127593,29.2094943108248,29.6392556101877,4.02612435886973,10048200,26859600,,13.3333333333333,12.9666666666667,,,,94.369775036725,769.54,45137065.1235117
"1983-07-01",10167300,17806200,25.3462358321784,29.5156117297429,29.7416389563484,3.88252891965868,10356800,28030500,,12.6666666666667,12.9333333333333,,,,97.405480217072,785.246666666667,46239733.4245256
"1983-10-01",10450900,18171500,25.5458931768013,29.7659875577154,29.9534737689238,3.99861363724365,10609500,29437600,,12.4,13.0666666666667,,,,99.9775158129879,794.776666666667,48426098.6733514
"1984-01-01",10860600,19057100,26.1204167723448,30.0040651027933,30.1701328429948,4.06944574103595,11059500,31065700,,11.1,13.7333333333333,,,,102.815865192002,795.726666666667,50733614.3180629
"1984-04-01",11112200,19742200,26.217117661669,30.3970556457761,30.2896664370513,3.72446053493356,11120600,32567600,,11.9,13.9,,,,105.418591945999,798.193333333333,52222810.0726165
"1984-07-01",11509000,20749100,26.5014999117258,31.4198179279708,30.4301401881869,3.75570495044815,11404700,33982600,,11.7333333333333,14.5666666666667,,,,107.186150129296,810.516666666667,54497264.5287072
