"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","gov_10y","reer","rrppi","hfwh"
"1994-01-01",,,,,,,,,,,43.6172852635684,,
"1994-04-01",,,,,,,,,,,48.6369598355135,,
"1994-07-01",,,,,,,,,,,51.7919812825694,,
"1994-10-01",,,,,,,,,,,53.3907618136056,,
"1995-01-01",359.9,660.9,35.2066336889812,28.3273615217633,,,,,,,57.4391151760076,,
"1995-04-01",386.6,694.7,37.0826525319598,30.0746977245689,,,,,,,60.9096387677691,,
"1995-07-01",408.2,727.2,38.806671773345,31.5992849347388,,,,,,,60.7572051472934,,
"1995-10-01",445.2,776.9,41.0823621141358,33.4018998901963,,,,,,,63.3166719841185,,
"1996-01-01",484.1,832.6,44.0283982221594,35.4490623926817,43.9176308961432,,,,,,67.2551313410614,,
"1996-04-01",519.3,893.4,45.8147125139691,37.3988622149664,45.7508628779865,,,,,,68.7050232195399,,
"1996-07-01",550.8,958,46.8963337078348,38.8844389543073,46.1876005944181,,,,,,69.3821120918856,,
"1996-10-01",574.8,991.5,47.4391489820308,39.4188510162746,46.9593733630542,,,,,,69.4140168031479,,
"1997-01-01",607.3,1036.3,48.2559985697087,39.7652715003765,47.7598258115374,,,,,,69.6408947499025,,
"1997-04-01",644.8,1116.6,49.8279463611011,41.1351966455614,49.4070773483903,,,,,,71.70761104612,,
"1997-07-01",687.1,1184.3,51.6901194283363,42.4709285498424,50.6631265920911,,,,,,71.3814739976603,,
"1997-10-01",708,1231.2,52.5327917409256,42.7789590185252,52.0133114827985,,,,,,73.9232159948953,,
"1998-01-01",725.2,1269.9,53.4474531460376,43.8037643851718,53.3820082032436,,,,,,75.5290864617675,,
"1998-04-01",723,1266,53.3794640823046,43.9079569544761,54.1258314306978,,,,,,76.5961218050977,,
"1998-07-01",740.2,1285.7,54.0895663429987,44.6041311743425,54.8000841226089,,,,,,79.3682867170052,,
"1998-10-01",736.8,1280.9,54.9578455685986,45.3008377802967,55.0667515203116,,,,,,83.2323017476692,,
"1999-01-01",749.7,1298.9,55.1789575398756,46.2735417008863,55.4469066087967,,,,,,83.5336240207026,,
"1999-04-01",746.7,1338.6,55.4136590572054,47.2636384854621,55.7874933907823,,,,,,82.2113509872736,,
"1999-07-01",744.8,1366.4,55.9636839239307,47.7818736504959,56.1149821084088,,,,,,81.2435747456485,,
"1999-10-01",793.2,1401.8,56.6971101915452,47.7633250091886,56.7518716382502,,,,,,80.9706122159594,,
"2000-01-01",801.4,1473.2,57.2645786193766,48.3471373517766,57.1355012875869,14.55,,,,,80.4211421886632,,
"2000-04-01",830.6,1515,57.4244654795529,48.5210570948556,57.4583549341523,14.1333333333333,,,,,78.9818852139388,,
"2000-07-01",845.6,1542.6,57.2746778353137,48.8021863653216,58.5560913123591,14.1333333333333,,,,,78.8826261122337,,
"2000-10-01",874.8,1638.7,59.1885065754515,50.7178012251623,59.7619427264692,14.2666666666667,,,,,78.9322556630863,,
"2001-01-01",911.5,1659.3,60.2772703250112,50.6626199388936,60.4509134278457,14.1,,,,,81.7611400616824,,
"2001-04-01",934.3,1725.1,60.9399796244242,52.6121983158527,61.2466882141996,13.5666666666667,,,,,80.8819880180084,,
"2001-07-01",965.8,1757.3,62.0308908224555,52.5174932671128,61.9560302908343,12.8,,,,,82.1191818214045,,
"2001-10-01",1009.7,1838.6,62.362723560015,54.1358002081461,62.3461052742833,11.6666666666667,,,,,82.1333616930767,,
"2002-01-01",1027.7,1857,62.4935395845556,54.2503274024689,63.1346179694113,11.4666666666667,,,,,82.3212449927328,,
"2002-04-01",1067,1948,63.4584906594108,54.9701634419366,63.8179449823111,10.8,,,,,83.6647878336701,,
"2002-07-01",1117.9,1980.2,64.3022015263866,54.7642579321307,63.7251484264088,11.3,,,,,84.6396540111312,,
"2002-10-01",1117.9,2039.3,63.6017690647103,55.9809272521131,64.1411884487232,11.7333333333333,,,,,84.6467439469673,,
