"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m4","m4_ex","policy","sonia_1d","gov_10y","gov_20y","ukx","asx","reer","rrppi","xr_usd","hfwh"
"1736-07-01",,,,,,,,,,,,,,,,2.88360280015953,,,,
"1736-10-01",,,,,,,,,,,,,,,,2.86502848640457,,,,
"1737-01-01",,,,,,,,,,,,,,,,2.86156606594372,,,,
"1737-04-01",,,,,,,,,,,,,,,,2.90093364935227,,,,
"1737-07-01",,,,,,,,,,,,,,,,2.849198719381,,,,
"1737-10-01",,,,,,,,,,,,,,,,2.83889447146401,,,,
"1738-01-01",,,,,,,,,,,,,,,,2.81560027937854,,,,
"1738-04-01",,,,,,,,,,,,,,,,2.77738931203403,,,,
"1738-07-01",,,,,,,,,,,,,,,,2.77495961430236,,,,
"1738-10-01",,,,,,,,,,,,,,,,2.83357967761107,,,,
"1739-01-01",,,,,,,,,,,,,,,,2.79729119769803,,,,
"1739-04-01",,,,,,,,,,,,,,,,2.71579722849093,,,,
"1739-07-01",,,,,,,,,,,,,,,,2.60506683560869,,,,
"1739-10-01",,,,,,,,,,,,,,,,2.63426136101469,,,,
"1740-01-01",,,,,,,,,,,,,,,,2.65918636444536,,,,
"1740-04-01",,,,,,,,,,,,,,,,2.73074314935642,,,,
"1740-07-01",,,,,,,,,,,,,,,,2.70676406322467,,,,
"1740-10-01",,,,,,,,,,,,,,,,2.65110460004184,,,,
"1741-01-01",,,,,,,,,,,,,,,,2.71273668053097,,,,
"1741-04-01",,,,,,,,,,,,,,,,2.75477249517783,,,,
"1741-07-01",,,,,,,,,,,,,,,,2.74966077371987,,,,
"1741-10-01",,,,,,,,,,,,,,,,2.76213299281234,,,,
"1742-01-01",,,,,,,,,,,,,,,,2.74495593523242,,,,
"1742-04-01",,,,,,,,,,,,,,,,2.82777601898908,,,,
"1742-07-01",,,,,,,,,,,,,,,,2.88792597402179,,,,
"1742-10-01",,,,,,,,,,,,,,,,2.93559289900547,,,,
"1743-01-01",,,,,,,,,,,,,,,,2.96189570383678,,,,
"1743-04-01",,,,,,,,,,,,,,,,3.0505343322134,,,,
"1743-07-01",,,,,,,,,,,,,,,,3.04125591385464,,,,
"1743-10-01",,,,,,,,,,,,,,,,3.07820997503968,,,,
"1744-01-01",,,,,,,,,,,,,,,,2.95022718090423,,,,
"1744-04-01",,,,,,,,,,,,,,,,2.87966044218128,,,,
"1744-07-01",,,,,,,,,,,,,,,,2.95515460868845,,,,
"1744-10-01",,,,,,,,,,,,,,,,2.98826623766457,,,,
"1745-01-01",,,,,,,,,,,,,,,,2.95534675759936,,,,
"1745-04-01",,,,,,,,,,,,,,,,3.00776116885866,,,,
"1745-07-01",,,,,,,,,,,,,,,,2.85810932072061,,,,
"1745-10-01",,,,,,,,,,,,,,,,2.69459591750011,,,,
"1746-01-01",,,,,,,,,,,,,,,,2.51568785208817,,,,
"1746-04-01",,,,,,,,,,,,,,,,2.67403727465677,,,,
"1746-07-01",,,,,,,,,,,,,,,,2.87233176651566,,,,
"1746-10-01",,,,,,,,,,,,,,,,2.75494932113295,,,,
"1747-01-01",,,,,,,,,,,,,,,,2.75555049312956,,,,
"1747-04-01",,,,,,,,,,,,,,,,2.67683787805254,,,,
"1747-07-01",,,,,,,,,,,,,,,,2.67110753790057,,,,
"1747-10-01",,,,,,,,,,,,,,,,2.6312709402771,,,,
"1748-01-01",,,,,,,,,,,,,,,,2.56552834382509,,,,
"1748-04-01",,,,,,,,,,,,,,,,2.83518236503996,,,,
"1748-07-01",,,,,,,,,,,,,,,,2.85573751971192,,,,
"1748-10-01",,,,,,,,,,,,,,,,2.81750664404674,,,,
"1749-01-01",,,,,,,,,,,,,,,,2.83753166415871,,,,
"1749-04-01",,,,,,,,,,,,,,,,2.95971179883,,,,
"1749-07-01",,,,,,,,,,,,,,,,3.0643706690097,,,,
"1749-10-01",,,,,,,,,,,,,,,,2.98825384246625,,,,
"1750-01-01",,,,,,,,,,,,,,,,2.96382069233485,,,,
"1750-04-01",,,,,,,,,,,,,,,,2.95758036336445,,,,
"1750-07-01",,,,,,,,,,,,,,,,2.97727249555212,,,,
"1750-10-01",,,,,,,,,,,,,,,,2.99852018304227,,,,
"1751-01-01",,,,,,,,,,,,,,,,2.99038181613417,,,,
"1751-04-01",,,,,,,,,,,,,,,,3.06588107920814,,,,
"1751-07-01",,,,,,,,,,,,,,,,3.04686028291851,,,,
"1751-10-01",,,,,,,,,,,,,,,,3.08275213604188,,,,
"1752-01-01",,,,,,,,,,,,,,,,3.09728011453261,,,,
"1752-04-01",,,,,,,,,,,,,,,,3.15274417943264,,,,
"1752-07-01",,,,,,,,,,,,,,,,3.17537656114288,,,,
"1752-10-01",,,,,,,,,,,,,,,,3.18510018975882,,,,
"1753-01-01",,,,,,,,,,,,,,,,3.16778671025458,,,,
"1753-04-01",,,,,,,,,,,,,,,,3.14926725884916,,,,
"1753-07-01",,,,,,,,,,,,,,2.85885367743253,,3.11977707495119,,,,
"1753-10-01",,,,,,,,,,,,,,2.88001750023762,,3.10259736845288,,,,
"1754-01-01",,,,,,,,,,,,,,2.91743464138533,,3.05016038550733,,,,
"1754-04-01",,,,,,,,,,,,,,2.88469341537324,,3.06867631374745,,,,
"1754-07-01",,,,,,,,,,,,,,2.88705244425083,,3.0378930119351,,,,
"1754-10-01",,,,,,,,,,,,,,2.90561334809382,,2.99831872753358,,,,
"1755-01-01",,,,,,,,,,,,,,2.99184008962906,,2.89969098353626,,,,
"1755-04-01",,,,,,,,,,,,,,3.03810106891023,,2.85073071675687,,,,
"1755-07-01",,,,,,,,,,,,,,3.22882590242985,,2.72320299648389,,,,
"1755-10-01",,,,,,,,,,,,,,3.27750580272394,,2.65287300572259,,,,
"1756-01-01",,,,,,,,,,,,,,3.36294242374601,,2.55853744086234,,,,
"1756-04-01",,,,,,,,,,,,,,3.33969498968155,,2.50758521901932,,,,
"1756-07-01",,,,,,,,,,,,,,3.36452717840618,,2.46259897277257,,,,
"1756-10-01",,,,,,,,,,,,,,3.39142873125085,,2.46058205689051,,,,
"1757-01-01",,,,,,,,,,,,,,3.4019089333714,,2.48715856274668,,,,
"1757-04-01",,,,,,,,,,,,,,3.34424185756584,,2.51401039065246,,,,
"1757-07-01",,,,,,,,,,,,,,3.33383209515951,,2.52532905680158,,,,
"1757-10-01",,,,,,,,,,,,,,3.29671988451565,,2.54664794248593,,,,
"1758-01-01",,,,,,,,,,,,,,3.24988324400573,,2.60181613089403,,,,
"1758-04-01",,,,,,,,,,,,,,3.14317315248712,,2.62820071960002,,,,
"1758-07-01",,,,,,,,,,,,,,3.26853086470827,,2.52580664322202,,,,
"1758-10-01",,,,,,,,,,,,,,3.33034063092305,,2.48290983004292,,,,
"1759-01-01",,,,,,,,,,,,,,3.47671110573251,,2.44535019887848,,,,
"1759-04-01",,,,,,,,,,,,,,3.75030131766738,,2.34116973751668,,,,
"1759-07-01",,,,,,,,,,,,,,3.72500675166832,,2.32118977695116,,,,
"1759-10-01",,,,,,,,,,,,,,3.56946424055121,,2.41470245873261,,,,
"1760-01-01",,,,,,,,,,,,,,3.71376193117968,,2.36804355942533,,,,
"1760-04-01",,,,,,,,,,,,,,3.61118604442047,,2.39227279480181,,,,
"1760-07-01",,,,,,,,,,,,,,3.59830371397723,,2.4090139100717,,,,
"1760-10-01",,,,,,,,,,,,,,3.79697459653648,,2.3763870283425,,,,
"1761-01-01",,,,,,,,,,,,,,4.01166677523218,,2.29403064519336,,,,
"1761-04-01",,,,,,,,,,,,,,3.43890803074477,,2.49508230607505,,,,
"1761-07-01",,,,,,,,,,,,,,3.91337192917587,,2.39292490156576,,,,
"1761-10-01",,,,,,,,,,,,,,4.31602289374684,,2.15608924481787,,,,
"1762-01-01",,,,,,,,,,,,,,4.51532128002716,,2.00385761817486,,,,
"1762-04-01",,,,,,,,,,,,,,4.20704815457979,,2.06757270076149,,,,
"1762-07-01",,,,,,,,,,,,,,3.6926892029217,,2.29150667166536,,,,
"1762-10-01",,,,,,,,,,,,,,3.47316701038145,,2.55985054515183,,,,
"1763-01-01",,,,,,,,,,,,,,3.22781611303138,,2.80039642738591,,,,
"1763-04-01",,,,,,,,,,,,,,3.19721215330112,,2.80185617619081,,,,
"1763-07-01",,,,,,,,,,,,,,3.4811589111855,,2.62736940993945,,,,
"1763-10-01",,,,,,,,,,,,,,3.53167869424714,,2.53461588178656,,,,
"1764-01-01",,,,,,,,,,,,,,3.54001392540077,,2.56082718837312,,,,
"1764-04-01",,,,,,,,,,,,,,3.46506813038664,,2.54123043681538,,,,
"1764-07-01",,,,,,,,,,,,,,3.58784179427578,,2.5056512353786,,,,
"1764-10-01",,,,,,,,,,,,,,3.50865451013516,,2.61023388625527,,,,
"1765-01-01",,,,,,,,,,,,,,3.45202303168666,,2.6662795251056,,,,
"1765-04-01",,,,,,,,,,,,,,3.41406873888125,,2.72347924309908,,,,
"1765-07-01",,,,,,,,,,,,,,3.33619705359061,,2.84351454570068,,,,
"1765-10-01",,,,,,,,,,,,,,3.26976692316271,,2.86216871429898,,,,
"1766-01-01",,,,,,,,,,,,,,3.37404523014542,,2.83662009433093,,,,
"1766-04-01",,,,,,,,,,,,,,3.33190808583836,,2.9474536460634,,,,
"1766-07-01",,,,,,,,,,,,,,3.36951767154534,,3.12736097245684,,,,
"1766-10-01",,,,,,,,,,,,,,3.35204666610797,,3.17006453965775,,,,
"1767-01-01",,,,,,,,,,,,,,3.3692194936098,,3.27533653914827,,,,
"1767-04-01",,,,,,,,,,,,,,3.37396492939601,,3.38697791984396,,,,
"1767-07-01",,,,,,,,,,,,,,3.40928313171284,,3.47570586033358,,,,
"1767-10-01",,,,,,,,,,,,,,3.31129863253676,,3.58769914595335,,,,
"1768-01-01",,,,,,,,,,,,,,3.27451156662842,,3.65089479459623,,,,
"1768-04-01",,,,,,,,,,,,,,3.18447037387435,,3.72408907611136,,,,
"1768-07-01",,,,,,,,,,,,,,3.35378109473206,,3.64011128650296,,,,
"1768-10-01",,,,,,,,,,,,,,3.37906203914666,,3.63569791593449,,,,
"1769-01-01",,,,,,,,,,,,,,3.3914917545883,,3.63567320459765,,,,
"1769-04-01",,,,,,,,,,,,,,3.35831602814413,,3.54120313026449,,,,
"1769-07-01",,,,,,,,,,,,,,3.37101794376905,,3.44929951744123,,,,
"1769-10-01",,,,,,,,,,,,,,3.45887477119147,,3.31960092740281,,,,
"1770-01-01",,,,,,,,,,,,,,3.52495793219679,,3.24189591963641,,,,
"1770-04-01",,,,,,,,,,,,,,3.47518356737694,,3.31300019772487,,,,
"1770-07-01",,,,,,,,,,,,,,3.64256478085357,,3.18341860134484,,,,
"1770-10-01",,,,,,,,,,,,,,3.8256660423278,,2.88233226111952,,,,
"1771-01-01",,,,,,,,,,,,,,3.49113946482368,,3.21364066586922,,,,
"1771-04-01",,,,,,,,,,,,,,3.3932132118554,,3.32802277940226,,,,
"1771-07-01",,,,,,,,,,,,,,3.44502509117534,,3.27854125529091,,,,
"1771-10-01",,,,,,,,,,,,,,3.4320461496481,,3.28998946889429,,,,
"1772-01-01",,,,,,,,,,,,,,3.40434178832993,,3.28351731168424,,,,
"1772-04-01",,,,,,,,,,,,,,3.35044918220892,,3.25304247892074,,,,
"1772-07-01",,,,,,,,,,,,,,3.39771136470297,,3.15718155891748,,,,
"1772-10-01",,,,,,,,,,,,,,3.40441971338636,,2.93302877974809,,,,
"1773-01-01",,,,,,,,,,,,,,3.42055434112657,,2.84595139311661,,,,
"1773-04-01",,,,,,,,,,,,,,3.56016894910713,,2.73665769305228,,,,
"1773-07-01",,,,,,,,,,,,,,3.42092130159671,,2.79807580024931,,,,
"1773-10-01",,,,,,,,,,,,,,3.42532935982225,,2.73051097232101,,,,
"1774-01-01",,,,,,,,,,,,,,3.46322269340728,,2.70914614010016,,,,
"1774-04-01",,,,,,,,,,,,,,3.40268077855776,,2.80125711379813,,,,
"1774-07-01",,,,,,,,,,,,,,3.37873273683708,,2.81557641839258,,,,
"1774-10-01",,,,,,,,,,,,,,3.33679867808533,,2.82931210328499,,,,
"1775-01-01",,,,,,,,,,,,,,3.40766318929391,,2.90453825680764,,,,
"1775-04-01",,,,,,,,,,,,,,3.37395600744402,,2.86273136077272,,,,
"1775-07-01",,,,,,,,,,,,,,3.38678392360132,,2.84588606151678,,,,
"1775-10-01",,,,,,,,,,,,,,3.35512006950587,,2.9096824542004,,,,
"1776-01-01",,,,,,,,,,,,,,3.47497288226057,,2.88188883762863,,,,
"1776-04-01",,,,,,,,,,,,,,3.53121554578158,,2.84404634385914,,,,
"1776-07-01",,,,,,,,,,,,,,3.57855178030781,,2.85460477861272,,,,
"1776-10-01",,,,,,,,,,,,,,3.66040410377961,,2.86023830104178,,,,
"1777-01-01",,,,,,,,,,,,,,3.77199682076214,,2.8199134894297,,,,
"1777-04-01",,,,,,,,,,,,,,3.78352363565692,,2.81997734916644,,,,
"1777-07-01",,,,,,,,,,,,,,3.88177145839299,,2.72456748334074,,,,
"1777-10-01",,,,,,,,,,,,,,3.87285465885312,,2.71612318730206,,,,
"1778-01-01",,,,,,,,,,,,,,4.50305369324871,,2.40249972061979,,,,
"1778-04-01",,,,,,,,,,,,,,4.89127777959798,,2.24693414808047,,,,
"1778-07-01",,,,,,,,,,,,,,4.70627783881817,,2.31196318684911,,,,
"1778-10-01",,,,,,,,,,,,,,4.75858330997103,,2.31092092639573,,,,
"1779-01-01",,,,,,,,,,,,,,4.92010013726719,,2.31309301332859,,,,
