"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","policy","nowa_1d","nibor_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1990-01-01",89170,180638,59.529007216697,42.5705760174928,58.9666666666667,5.8,148184.379210215,343007.53548912,,11,11.8066666666667,11.82,10.6633333333333,,35.9483048183872,6.53356666666667,
"1990-04-01",91478,182998,59.8159322970858,42.8286107676752,59.6333333333333,5.2,152979.407760036,349970.701382588,,11,11.6733333333333,11.8433333333333,10.8333333333333,,36.052352851543,6.4893,
"1990-07-01",92780,187979,60.3693306522271,44.2760611699603,60.0333333333333,5.3,153275.481273731,353086.732930598,,10.6666666666667,10.8166666666667,11.0033333333333,10.6033333333333,,34.9528316967012,6.154,
"1990-10-01",93113,198245,60.94984416666,45.9018697973281,60.8333333333333,4.6,154151.889764656,353482.68880968,,10.5,11.47,11.49,10.62,,33.4103798085367,5.8621,
"1991-01-01",96035,195879,61.7718915972177,44.6295065370285,61.2666666666667,5.7,157234.678386168,363521.424082774,,10.4,10.9066666666667,11.0633333333333,10.4733333333333,,32.5124776676633,5.9725,
"1991-04-01",96046,197852,62.4710546480928,44.9273245285647,61.9,5.2,156187.530652466,359468.598008953,,9.58333333333333,10.9133333333333,10.25,9.94333333333333,,32.1798229024419,6.75420333333333,
"1991-07-01",97693,197768,62.3747089202531,44.979351604484,62.1333333333333,5.7,162415.554110826,390437.129554144,,9.66666666666667,10.0866666666667,10.4166666666667,9.73666666666667,,31.6290243358634,6.81336666666667,
"1991-10-01",98092,198589,62.8615344348459,44.9529963239293,62.4,5.3,166740.039655877,396389.443359763,,10,10.4666666666667,10.5266666666667,9.83333333333333,,30.8958718340812,6.3917,
"1992-01-01",101273,200868,64.0095914676891,44.3042231020598,62.7,6.2,164680.539909906,392839.640057632,,10,10.5866666666667,10.5033333333333,9.39333333333333,,29.982939610206,6.35493333333333,
"1992-04-01",100624,202194,62.5968970407591,44.4472576317047,63.4,5.9,166916.729926903,396779.863695203,,10,10.6366666666667,10.3766666666667,9.40333333333333,,29.8096369404564,6.3128,
"1992-07-01",100622,204240,63.8403897676562,44.5201892127933,63.5666666666667,6,167837.936486442,408860.541595621,,10.3333333333333,17.72,12.2666666666667,9.88666666666667,,29.8887732338303,5.79393333333333,
"1992-10-01",103469,205792,64.6670802484031,45.0678598796131,63.8,5.4,184335.723059627,428979.803042072,,13,16.3666666666667,14.1833333333333,9.74333333333333,,28.9957704017807,6.39633666666667,
"1993-01-01",103291,206993,64.1484971400761,45.0591167205805,64.3333333333333,6.4,173847.102089944,421468.292793152,,9.33333333333333,10.0133333333333,9.56666666666667,8.33,,27.6673933974755,6.9538,
"1993-04-01",104767,210806,64.8283925976677,45.3854915246864,64.9333333333333,6.1,182687.94695848,428279.003364373,,7.08333333333333,8.16,7.5,7.11,,28.7977220705143,6.84676666666667,
"1993-07-01",107352,216872,65.9087514606529,46.1006896635987,64.9333333333333,6.2,185264.340824525,428198.696579742,,5.66666666666667,6.49,6.26,6.30333333333333,,29.8756530508785,7.25126666666667,
"1993-10-01",110017,220730,66.4624127689093,45.863906826331,65.0666666666667,5.1,182780.533690212,425791.625622573,,4.91666666666667,6.14666666666667,5.73333333333333,5.78,,30.7365197386094,7.32468333333333,
"1994-01-01",109336,217887,65.2225442410936,44.8140800747119,65.1333333333333,5.8,191357.051590063,437677.657084186,,4.83333333333333,5.29333333333333,5.23333333333333,5.74,108.47169402962,31.6262010053548,7.44243666666667,
"1994-04-01",109801,222852,65.3491264613308,45.1603333227081,65.5666666666667,5.8,201362.317057544,444037.650388594,,4.75,5.33,5.34666666666667,7.3,109.198280926321,32.3322827499073,7.20914333333333,
"1994-07-01",112166,225206,66.4972833982192,46.0420725218747,65.9333333333333,5.3,205905.00363993,447859.520309952,,4.75,5.35,6.02333333333333,8.25,110.775129085119,33.5174172504664,6.84432666666667,
"1994-10-01",112856,231298,66.856539717011,46.1141540770983,66.2,4.7,207729.999955296,447175.6915811,,4.75,6.18333333333333,6.8,8.45333333333333,110.756577930309,33.2313474386372,6.73443,
