"date","pop","gdp_nom","gdp_defl","cpi","ur","narrow","broad","stir","ltir","xr_usd"
"1870-01-01",2.63807920272287,1467.18640949065,,9.95107323088622,,157.17819335123,,4.75,,4.498449
"1871-01-01",2.66291987318165,1656.41709141335,5.6464645621019,10.922922593994,,180.394970237661,,3.82,,4.624884
"1872-01-01",2.67981152909363,1779.84799483132,6.08189591324529,13.1709672318659,,191.774518517216,,4.49,,4.6520188
"1873-01-01",2.69769681182395,1922.76374338444,6.3440737898428,14.0002995688641,,207.716870436449,,5.4,,4.5707853
"1874-01-01",2.71558209455428,1960.08476451359,6.10612932926698,11.6990484712093,,214.939604449033,,4.63,,4.6532745
"1875-01-01",2.73247375046625,2100.50568998723,5.99427564606334,11.0171483425298,,223.18915773715,,4.18,,4.5072066
"1876-01-01",2.75035903319657,2172.0017819191,6.23581195154576,11.9347446376555,,229.365149918776,,3.53,,4.648724
"1877-01-01",2.7682443159269,1993.63789069744,6.38517051217796,12.0364904599185,,237.567858279273,,3.65,,4.957308
"1878-01-01",2.78513597183887,1889.49288435823,6.12353550271856,10.7616984154065,,245.31450165478,,3.85,,5.1589215
"1879-01-01",2.8030212545692,1835.2795435894,6.08891831051056,10.2151518611625,,257.629871591847,,3.35,,5.202736
"1880-01-01",2.82090653729952,1920.71909128796,5.87407465214983,10.2216640899571,,273.838754995814,938.159513222217,2.97,4.1,5.2169664
"1881-01-01",2.83481731275644,1910.00227790757,5.87893166548703,9.69251448977877,,270.801911412172,927.100658449459,4.13,4,5.234823
"1882-01-01",2.84475358093995,1843.41597633719,5.80433354227166,9.7206488687023,,259.551052071711,888.39466674481,4.51,4.15,5.1754077
"1883-01-01",2.85568347594182,1825.47821158829,5.8962134867491,9.29331486466694,,268.515125117894,919.728088600955,3.03,3.95,5.2016012
"1884-01-01",2.86661337094368,1869.67738600624,5.53898280813252,8.35231330914717,,285.181688849183,976.865504926866,2.91,3.8,5.196556
"1885-01-01",2.87754326594555,1865.37052710614,5.27651035654892,7.48622719325648,,284.565704973353,973.179220002613,3.11,3.8,5.2119467
"1886-01-01",2.88847316094741,1862.84786538501,5.08219570007378,7.17706843441463,,288.360682558017,987.924359699623,3.02,3.65,5.1984504
"1887-01-01",2.89940305594928,1884.10949165059,5.13781602774879,7.3309043343815,,309.007449794675,1057.96377326042,2.99,3.5,5.2211313
"1888-01-01",2.91033295095114,1920.39357389034,5.17313528478384,7.21134989216112,,303.883045471001,1039.53234863915,3.16,3.5,5.2055868
"1889-01-01",2.92126284595301,2010.83924614442,5.26173770048879,7.77119767371822,,310.665867921912,1063.4932006468,3.75,3.55,5.1949768
"1890-01-01",2.93219274095487,2232.85522882373,5.41903952697372,8.11196555070475,,322.213950251411,1102.19919235145,3.92,3.55,5.2003017
