"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","gov_10y","reer","rrppi","hfwh"
"1994-01-01",,,,,,,,,,,98.9346069066863,,
"1994-04-01",,,,,,,,,,,99.9465633558213,,
"1994-07-01",,,,,,,,,,,101.42609044152,,
"1994-10-01",,,,,,,,,,,103.874156702959,,
"1995-01-01",1197.2,1872.7,70.6818100092599,66.4733080804992,,,,,,,100.524347071004,,
"1995-04-01",1173.9,1914.1,71.154989432782,66.6435435747098,,,,,,,100.527686861265,,
"1995-07-01",1181.6,1932.8,70.513198957885,67.4877428309138,,,,,,,98.8043550865006,,
"1995-10-01",1197,1958.6,72.7081805968264,68.4892738086836,,,,,,,100.116892659141,,
"1996-01-01",1208.1,1974.3,72.1605700781614,68.104974479854,66.3046772504432,,,,,,98.1764745174003,,
"1996-04-01",1258.7,1976.1,72.6056944726851,68.7662123512306,66.7256736287283,,,,,,98.1230378732216,,
"1996-07-01",1275.2,1995.2,72.9601358948631,69.3873101751915,66.9185278546865,,,,,,99.1149555807895,,
"1996-10-01",1286.9,2033.9,73.2359209346381,69.9577459442311,67.2981237908662,,,,,,100.003339790261,,
"1997-01-01",1255.7,2045.5,73.6075567542156,70.0789059093736,68.1974533772352,,,,,,97.7256028321421,,
"1997-04-01",1317.6,2058.3,73.7066775780125,70.3362922266712,68.7913380973728,,,,,,97.5118562554271,,
"1997-07-01",1323.1,2121.5,73.9256727983782,70.9789973088844,69.1862723685729,,,,,,96.2794736490548,,
"1997-10-01",1338.4,2148.2,74.2973101768094,70.9820773017959,69.9057757846365,,,,,,101.165586801149,,
"1998-01-01",1397.5,2194.6,73.8444123454872,71.2829400423736,69.9386620944181,,,,,,100.704695745107,,
"1998-04-01",1389.8,2252.2,74.4050398829535,72.0953153042744,70.5243918722854,,,,,,102.918976688264,,
"1998-07-01",1427,2301.9,74.5743312369003,72.2377099109834,71.3042913032749,,,,,,105.420479593881,,
"1998-10-01",1436.2,2311,74.7360747207326,72.3049568969405,70.7627176068213,,,,,,107.12711241734,,
"1999-01-01",1455.5,2350.9,75.0742219936224,72.6871557976899,70.7733781264411,,,,,,102.641774096587,,
"1999-04-01",1474.5,2376.2,75.2261813260665,72.9943707224397,70.8339096242814,,,,,,101.522944359094,,
"1999-07-01",1505.5,2477.8,75.8554005626233,74.3772970710712,71.5389878834024,,,,,,101.609778905885,,
"1999-10-01",1535.2,2526.6,75.6509972011136,74.4533455940658,72.5941841037026,,,,,,101.45280876361,,
"2000-01-01",1572.2,2579,76.3941266437412,75.3057433662712,74.1638191475519,4.83333333333333,,,,,99.1683922249683,,
"2000-04-01",1661,2644.2,76.6655345657374,75.2280744044513,74.8371621824399,5.16666666666667,,,,,98.209872420012,,
"2000-07-01",1667.3,2671.3,76.9309387774516,75.8757494445561,75.0908900389263,4.7,,,,,97.0576447799078,,
"2000-10-01",1658.2,2700.5,76.9169303757031,76.2320343586122,75.527683058359,4.7,,,,,96.9708102331174,,
