"date","gdp_nom","gdp_defl","cpi","ur","m1","m3","policy","ibr_3m","gov_10y","reer","xr_usd"
"1950-07-01",,,,,,,2.5,,,,
"1950-08-01",,,,,,,2.5,,,,
"1950-09-01",,,,,,,2.5,,,,
"1950-10-01",,,,,,,2.5,,,,
"1950-11-01",,,,,,,2.5,,,,
"1950-12-01",,,,,,,3,,,,
"1951-01-01",,,,,,,3,,,,
"1951-02-01",,,,,,,3,,,,
"1951-03-01",,,,,,,3,,,,
"1951-04-01",,,,,,,3,,,,
"1951-05-01",,,,,,,3,,,,
"1951-06-01",,,,,,,3,,,,
"1951-07-01",,,,,,,3,,,,
"1951-08-01",,,,,,,3,,,,
"1951-09-01",,,,,,,3,,,,
"1951-10-01",,,,,,,3,,,,
"1951-11-01",,,,,,,3,,,,
"1951-12-01",,,,,,,3,,,,
"1952-01-01",,,,,,,3,,,,
"1952-02-01",,,,,,,3,,,,
"1952-03-01",,,,,,,3,,,,
"1952-04-01",,,,,,,3,,,,
"1952-05-01",,,,,,,3,,,,
"1952-06-01",,,,,,,3,,,,
"1952-07-01",,,,,,,3,,,,
"1952-08-01",,,,,,,3,,,,
"1952-09-01",,,,,,,3,,,,
"1952-10-01",,,,,,,3,,,,
"1952-11-01",,,,,,,3,,,,
"1952-12-01",,,,,,,3,,,,
"1953-01-01",,,,,,,3,,,,
"1953-02-01",,,,,,,3,,,,
"1953-03-01",,,,,,,3,,,,
"1953-04-01",,,,,,,3,,,,
"1953-05-01",,,,,,,3,,,,
"1953-06-01",,,,,,,3,,,,
"1953-07-01",,,,,,,3,,,,
"1953-08-01",,,,,,,3,,,,
"1953-09-01",,,,,,,3,,,,
"1953-10-01",,,,,,,3,,,,
"1953-11-01",,,,,,,2.75,,,,
"1953-12-01",,,,,,,2.75,,,,
"1954-01-01",,,,,,,2.75,,,,
"1954-02-01",,,,,,,2.75,,,,
"1954-03-01",,,,,,,2.75,,,,
"1954-04-01",,,,,,,2.75,,,,
"1954-05-01",,,,,,,2.75,,,,
"1954-06-01",,,7.2520751419834,,,,2.75,,,,
"1954-07-01",,,7.2083879423329,,,,2.75,,,,
"1954-08-01",,,7.2083879423329,,,,2.75,,,,
"1954-09-01",,,7.2083879423329,,,,2.75,,,,
"1954-10-01",,,7.2083879423329,,,,2.75,,,,
"1954-11-01",,,7.2083879423329,,,,2.75,,,,
"1954-12-01",,,7.2083879423329,,,,2.75,,,,
"1955-01-01",,,7.2083879423329,,,,2.75,,,,
"1955-02-01",,,7.2083879423329,,,,2.75,,,,
"1955-03-01",,,7.27391874180865,,,,2.75,,,,
"1955-04-01",,,7.31760594145915,,,,3.75,,,,
"1955-05-01",,,7.31760594145915,,,,3.75,,,,
"1955-06-01",,,7.31760594145915,,,,3.75,,,,
"1955-07-01",,,7.42682394058541,,,,3.75,,,,
"1955-08-01",,,7.42682394058541,,,,3.75,,,,
"1955-09-01",,,7.49235474006116,,,,3.75,,,,
"1955-10-01",,,7.55788553953692,,,,3.75,,,,
"1955-11-01",,,7.66710353866317,,,,3.75,,,,
"1955-12-01",,,7.66710353866317,,,,3.75,,,,
"1956-01-01",,,7.66710353866317,,,,3.75,,,,
"1956-02-01",,,7.66710353866317,,,,3.75,,,,
"1956-03-01",,,7.71079073831367,,,,3.75,,,,
"1956-04-01",,,7.71079073831367,,,,3.75,,,,
"1956-05-01",,,7.77632153778943,,,,3.75,,,,
"1956-06-01",,,7.77632153778943,,,,3.75,,,,
"1956-07-01",,,7.77632153778943,,,,3.75,,,,
"1956-08-01",,,7.82000873743993,,,,3.75,,,,
"1956-09-01",,,7.77632153778943,,,,3.75,,,,
"1956-10-01",,,7.77632153778943,,,,3.75,,,,
"1956-11-01",,,7.88553953691568,,,,4,,,,
"1956-12-01",,,7.95107033639144,,,,4,,,,
"1957-01-01",,,8.06028833551769,,,,4,,,,5.17321000417321
"1957-02-01",,,8.06028833551769,,,,4,,,,5.17321000417321
"1957-03-01",,,7.99475753604194,,,,4,,,,5.17321000417321
"1957-04-01",,,8.06028833551769,,,,4,,,,5.17321000417321
"1957-05-01",,,8.06028833551769,,,,4,,,,5.17321000417321
"1957-06-01",,,8.1039755351682,,,,4,,,,5.17321000417321
"1957-07-01",,,8.16950633464395,,,,5,,,,5.17321000417321
"1957-08-01",,,8.1039755351682,,,,5,,,,5.17321000417321
"1957-09-01",,,8.16950633464395,,,,5,,,,5.17321000417321
"1957-10-01",,,8.21319353429445,,,,5,,,,5.17321000417321
"1957-11-01",,,8.21319353429445,,,,5,,,,5.17321000417321
"1957-12-01",,,8.27872433377021,,,,5,,,,5.17321000417321
"1958-01-01",,,8.32241153342071,,,,5,,,,5.17321000417321
"1958-02-01",,,8.45347313237222,,,,5,,,,5.17321000417321
"1958-03-01",,,8.45347313237222,,,,5,,,,5.17321000417321
"1958-04-01",,,8.49716033202272,,,,5,,,,5.17321000417321
"1958-05-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1958-06-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1958-07-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1958-08-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1958-09-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1958-10-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1958-11-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1958-12-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-01-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-02-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-03-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-04-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-05-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-06-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-07-01",,,8.49716033202272,,,,4.5,,,,5.17321000417321
"1959-08-01",,,8.56269113149847,,,,4.5,,,,5.17321000417321
"1959-09-01",,,8.60637833114897,,,,4.5,,,,5.17321000417321
"1959-10-01",,,8.60637833114897,,,,4.5,,,,5.17321000417321
"1959-11-01",,,8.60637833114897,,,,4.5,,,,5.17321000417321
"1959-12-01",,,8.60637833114897,,,,4.5,,,,5.17321000417321
"1960-01-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-02-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-03-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-04-01",,,8.82481432940149,,,,5,,,,5.17321000417321
"1960-05-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-06-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-07-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-08-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-09-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-10-01",,,8.89034512887724,,,,5,,,,5.17321000417321
"1960-11-01",,,8.95587592835299,,,,5,,,,5.17321000417321
"1960-12-01",,,8.95587592835299,,,,5,,,,5.17321000417321
"1961-01-01",,,8.99956312800349,,,48336.0713720195,5,,,,5.17321000417321
"1961-02-01",,,8.99956312800349,,,48288.6667370108,5,,,,5.17321000417321
"1961-03-01",,,9.06509392747925,,,48217.4880282489,5,,,,5.17321000417321
"1961-04-01",,,9.06509392747925,,,48179.7577830828,5,,,,5.17321000417321
"1961-05-01",,,9.06509392747925,,,48210.5430153756,5,,,,5.17321000417321
"1961-06-01",,,9.10878112712975,,,48347.32170336,5,,,,5.17321000417321
"1961-07-01",,,9.06509392747925,,,48667.0938468858,5,,,,5.17321000417321
"1961-08-01",,,9.10878112712975,,,48862.6290707783,5,,,,5.17321000417321
"1961-09-01",,,9.10878112712975,,,49035.1045982833,5,,,,5.17321000417321
"1961-10-01",,,9.10878112712975,,,49120.8322462574,5,,,,5.17321000417321
"1961-11-01",,,9.1743119266055,,,49463.5099706589,5,,,,5.17321000417321
"1961-12-01",,,9.1743119266055,,,50253.2016594027,5,,,,5.17321000417321
"1962-01-01",,,9.34906072520752,,,50081.0228592081,5,,,,5.17321000417321
"1962-02-01",,,9.34906072520752,,,49960.751690234,5,,,,5.17321000417321
"1962-03-01",,,9.39274792485802,,,50846.1587123128,5,,,,5.17321000417321
"1962-04-01",,,9.45827872433377,,,51797.525619718,4.5,,,,5.17321000417321
"1962-05-01",,,9.56749672346003,,,51746.4209972279,4.5,,,,5.17321000417321
"1962-06-01",,,9.56749672346003,,,52369.4720081646,4,,,,5.17321000417321
"1962-07-01",,,9.61118392311053,,,52822.1919285065,4,,,,5.17321000417321
"1962-08-01",,,9.61118392311053,,,53424.1092147782,4,,,,5.17321000417321
"1962-09-01",,,9.56749672346003,,,53998.4432820217,4,,,,5.17321000417321
"1962-10-01",,,9.56749672346003,,,54426.5566548392,4,,,,5.17321000417321
"1962-11-01",,,9.61118392311053,,,54861.9838026245,4,,,,5.17321000417321
"1962-12-01",,,9.61118392311053,,,55141.7280183894,4,,,,5.17321000417321
"1963-01-01",,,9.67671472258628,,,55374.6761539553,3.5,,,,5.17321000417321
"1963-02-01",,,9.67671472258628,,,55494.7012940265,3.5,,,,5.17321000417321
"1963-03-01",,,9.72040192223679,,,56348.7400467965,3.5,,,,5.17321000417321
"1963-04-01",,,9.78593272171254,,,56626.8443187432,3.5,,,,5.17321000417321
"1963-05-01",,,9.78593272171254,,,57239.066257337,3.5,,,,5.17321000417321
"1963-06-01",,,9.78593272171254,,,57547.3982218827,4,,,,5.17321000417321
"1963-07-01",,,9.78593272171254,,,58010.4562598109,4,,,,5.17321000417321
"1963-08-01",,,9.85146352118829,,,58399.5555750908,4,,,,5.17321000417321
"1963-09-01",,,9.85146352118829,,,58751.8446297086,4,,,,5.17321000417321
"1963-10-01",,,9.85146352118829,,,59154.8923207081,4,,,,5.17321000417321
"1963-11-01",,,9.89515072083879,,,59451.9054839622,4,,,,5.17321000417321
"1963-12-01",,,9.96068152031455,,,59902.526407925,4,,,,5.17321000417321
"1964-01-01",,,9.96068152031455,,,59990.609374185,4.5,,,,5.17321000417321
"1964-02-01",,,9.96068152031455,,,60028.2181818536,4.5,,,,5.17321000417321
"1964-03-01",,,10.004368719965,,,60890.9268958601,4.5,,,,5.17321000417321
"1964-04-01",,,10.004368719965,,,61157.8839932639,4.5,,,,5.17321000417321
"1964-05-01",,,10.0698995194408,,,61295.3978499004,4.5,,,,5.17321000417321
"1964-06-01",,,10.0698995194408,,,61483.2448897355,4.5,,,,5.17321000417321
"1964-07-01",,,10.1135867190913,,,61808.7427214856,4.5,,,,5.17321000417321
"1964-08-01",,,10.1791175185671,,,62230.5548042084,4.5,,,,5.17321000417321
"1964-09-01",,,10.2228047182176,,,62799.7885073313,4.5,,,,5.17321000417321
"1964-10-01",,,10.2228047182176,,,63308.8117431927,4.5,,,,5.17321000417321
"1964-11-01",,,10.2883355176933,,,63826.6751484197,5,,,,5.17321000417321
"1964-12-01",,,10.2883355176933,,,64481.8943778881,5,,,,5.17321000417321
"1965-01-01",,,10.3538663171691,,,64933.4384432021,5,,,,5.17321000417321
"1965-02-01",,,10.3538663171691,,,65258.2718961159,5,,,,5.17321000417321
"1965-03-01",,,10.3975535168196,,,65247.5568659684,5,,,,5.17321000417321
"1965-04-01",,,10.4630843162953,,,65566.448269139,5.5,,,,5.17321000417321
"1965-05-01",,,10.4630843162953,,,65237.6913374958,5.5,,,,5.17321000417321
"1965-06-01",,,10.5067715159458,,,66538.6527661613,5.5,,,,5.17321000417321
"1965-07-01",,,10.7907383136741,,,66061.5683615864,5.5,,,,5.17321000417321
"1965-08-01",,,10.7907383136741,,,66508.2930675715,5.5,,,,5.17321000417321
"1965-09-01",,,10.7907383136741,,,66655.3243873726,5.5,,,,5.17321000417321
"1965-10-01",,,10.8562691131498,,,67033.7219710809,5.5,,,,5.17321000417321
"1965-11-01",,,10.8562691131498,,,67610.8844365068,5.5,,,,5.17321000417321
"1965-12-01",,,10.8999563128003,,,67981.6788634511,5.5,,,,5.17321000417321
"1966-01-01",,,11.0747051114024,,,68656.7245239233,5.5,,,,5.17321000417321
"1966-02-01",,,11.1839231105286,,,69213.9986468247,5.5,,,,5.17321000417321
"1966-03-01",,,11.2494539100044,,,69369.9051627835,5.5,,,,5.17321000417321
"1966-04-01",,,11.2494539100044,,,69854.8450968535,5.5,,,,5.17321000417321
"1966-05-01",,,11.2931411096549,,,70397.8955885761,5.5,,,,5.17321000417321
"1966-06-01",,,11.3586719091306,,,71594.841714201,6,,,,5.17321000417321
"1966-07-01",,,11.2931411096549,,,71752.6751938112,6,,,,5.17321000417321
"1966-08-01",,,11.3586719091306,,,72245.191993262,6,,,,5.17321000417321
"1966-09-01",,,11.4023591087811,,,72534.5320651474,6,,,,5.17321000417321
"1966-10-01",,,11.4678899082569,,,73161.6036061648,6,,,,5.17321000417321
"1966-11-01",,,11.4678899082569,,,73542.0443851022,6,,,,5.17321000417321
"1966-12-01",,,11.5115771079074,,,73614.1119873975,6,,,,5.17321000417321
"1967-01-01",,,11.5771079073831,,,75123.7624311703,6,,,,5.17321000417321
"1967-02-01",,,11.6863259065094,,,75993.9762051893,5.5,,,,5.17321000417321
"1967-03-01",,,11.7518567059851,,,76344.086379061,5,,,,5.17321000417321
"1967-04-01",,,11.7518567059851,,,76894.2838411547,5,,,,5.17321000417321
"1967-05-01",,,11.7955439056356,,,77809.7885101907,5,,,,5.17321000417321
"1967-06-01",,,11.7955439056356,,,78755.8841756093,5,,,,5.17321000417321
"1967-07-01",,,11.8610747051114,,,79517.77151547,5,,,,5.17321000417321
"1967-08-01",,,11.8610747051114,,,80508.6901519982,5,,,,5.17321000417321
"1967-09-01",,,11.9047619047619,,,81229.3747557798,5,,,,5.17321000417321
"1967-10-01",,,11.9047619047619,,,82248.7893693146,5,,,,5.17321000417321
"1967-11-01",,,11.8610747051114,,,82591.3633545135,5,,,,5.17321000417321
"1967-12-01",,,11.8610747051114,,,83464.5916997914,6,,,,5.17321000417321
"1968-01-01",,,11.9047619047619,,,83877.0705813328,6,,,,5.17321000417321
"1968-02-01",,,11.9702927042377,,,84823.18607756,5.5,,,,5.17321000417321
"1968-03-01",,,12.0139799038882,,,85268.1874959196,5.5,,,,5.17321000417321
"1968-04-01",,,12.0139799038882,,,86472.6210602921,5.5,,,,5.17321000417321
"1968-05-01",,,11.9702927042377,,,86946.3235876195,5.5,,,,5.17321000417321
"1968-06-01",,,12.0139799038882,,,87910.3599187467,5.5,,,,5.17321000417321
"1968-07-01",,,12.0795107033639,,,88756.6651334611,5.5,,,,5.17321000417321
"1968-08-01",,,12.0139799038882,,,89760.3712092066,5.5,,,,5.17321000417321
"1968-09-01",,,12.0795107033639,,,90731.4350334027,5.5,,,,5.17321000417321
"1968-10-01",,,12.0795107033639,,,91395.0667176302,5,,,,5.17321000417321
"1968-11-01",,,12.0139799038882,,,91770.9230957602,5,,,,5.17321000417321
"1968-12-01",,,12.1450415028397,,,93084.6051428987,5,,,,5.17321000417321
"1969-01-01",,,12.1887287024902,,,93200.0620987537,5,,,,5.17321000417321
"1969-02-01",,,12.1887287024902,,,94048.8376972984,6,,,,5.17321000417321
"1969-03-01",,,12.2542595019659,,,94894.9169283644,6,,,,5.17321000417321
"1969-04-01",,,12.2979467016164,,,95392.5562362814,6,,,,5.17321000417321
"1969-05-01",,,12.2979467016164,,,96010.2121969422,6,,,,5.17321000417321
"1969-06-01",,,12.2979467016164,,,95755.041013283,6,,,,5.17321000417321
"1969-07-01",,,12.3634775010922,,,96781.8900264257,7,,,,5.17321000417321
"1969-08-01",,,12.4071647007427,,,96928.3113460767,7,,,,5.17321000417321
"1969-09-01",,,12.4071647007427,,,97510.7861033557,7,,,,5.17321000417321
"1969-10-01",,,12.4726955002184,,,97587.6526981966,7,,,,5.17321000417321
"1969-11-01",,,12.5163826998689,,,98245.3509924188,7,,,,5.17321000417321
"1969-12-01",,,12.5819134993447,,,97706.031960631,7,,,,5.17321000417321
"1970-01-01",,,12.7566622979467,,,98875.9505088316,7,,,,5.17321000417321
"1970-02-01",,,12.9750982961992,,,98986.8326942529,7,,,,5.17321000417321
"1970-03-01",,,13.0187854958497,,,99222.8167563206,7,,,,5.17321000417321
"1970-04-01",,,13.0843162953255,,,99079.6809580044,7,,,,5.17321000417321
"1970-05-01",,,13.1498470948012,,,98716.4722465783,7,,,,5.17321000417321
"1970-06-01",,,13.1935342944517,,,99582.3341485502,7,,,,5.17321000417321
"1970-07-01",,,13.2590650939275,,,99050.5928255475,7,,,,5.17321000417321
"1970-08-01",,,13.302752293578,,,100052.589669917,7,,,,5.17321000417321
"1970-09-01",,,13.3682830930537,,,100125.155547173,7,,,,5.17321000417321
"1970-10-01",,,13.4119702927042,,,101151.593049646,7,,,,5.17321000417321
"1970-11-01",,,13.5430318916557,,,101689.248438482,7,,,,5.17321000417321
"1970-12-01",,,13.5867190913062,,,103244.190722531,7,,,,5.17321000417321
"1971-01-01",,,14.0454346876365,,,104631.429969156,7,,,,5.17321000417321
"1971-02-01",,,14.0454346876365,,,104789.835524715,7,,,,5.17321000417321
"1971-03-01",,,14.089121887287,,,105230.346643658,6.5,,,,5.17321000417321
"1971-04-01",,,14.0454346876365,,,105805.671792413,6,,,,5.17321000417321
"1971-05-01",,,13.9799038881608,,,106982.420111094,6,,,,5.17321000417321
"1971-06-01",,,14.0454346876365,,,107517.692318238,6,,,,5.17321000417321
"1971-07-01",,,14.089121887287,,,108540.441207973,6,,,,5.17321000417321
"1971-08-01",,,14.3075578855395,,,109479.849222251,6,,,,5.173209999
"1971-09-01",,,14.3075578855395,,,110587.167760902,5.5,,,,5.075999999
"1971-10-01",,,14.4823066841415,,,111528.836868634,5.5,,,,5.029999999
"1971-11-01",,,14.4167758846658,,,113345.197991815,5,,,,5.007999999
"1971-12-01",,,14.5915246832678,,,113572.317831721,5,,,,5.01118294481974
"1972-01-01",,,14.7007426823941,,,115317.12746482,5,,,,4.828999999
"1972-02-01",,,14.7662734818698,,,115959.781083063,5,,,,4.800999999
"1972-03-01",,,14.8099606815203,,,117471.511435526,5,,,,4.777999999
"1972-04-01",,,14.8754914809961,,,118676.210936648,5,,,,4.788999999
"1972-05-01",,,14.9410222804718,,,119480.475360175,5,,,,4.759999999
"1972-06-01",,,14.9847094801223,,,120398.102364709,5,,,,4.745999999
"1972-07-01",,,15.0939274792486,,,121715.899305512,5,,,,4.736999999
"1972-08-01",,,15.1594582787243,,,122410.845074007,5,,,,4.732999999
"1972-09-01",,,15.2031454783748,,,123316.595486831,5,,,,4.734999999
"1972-10-01",,,15.2686762778506,,,125359.899200776,5,,,,4.750999999
"1972-11-01",,,15.2686762778506,,,126111.786765248,5,,,,4.745999999
"1972-12-01",,,15.4871122761031,,,126978.014225987,5,,,,4.743999999
"1973-01-01",,,15.5526430755789,,,128103.9570007,5,,,,4.741999999
"1973-02-01",,,15.6618610747051,,,129462.751011762,5,,,,4.580999999
"1973-03-01",,,15.7055482743556,,,130153.776445841,5,,,,4.477999999
"1973-04-01",,,15.8147662734819,,,132122.72759981,5,,,,4.512999999
"1973-05-01",,,15.8802970729576,,,133981.666984816,5,,,,4.436999999
"1973-06-01",,,16.0550458715596,,,135294.23051259,5,,,,4.213999999
"1973-07-01",,,16.0987330712101,,,137060.80715151,5,,,,4.036999999
"1973-08-01",,,16.1642638706859,,,137675.57501384,5,,,,4.147999999
"1973-09-01",,,16.2079510703364,,,139125.79901616,5,,,,4.204999999
"1973-10-01",,,16.3826998689384,,,139689.385059065,5,,,,4.178999999
"1973-11-01",,,16.5574486675404,,,141585.044399809,5,,,,4.341999999
"1973-12-01",,,16.6666666666667,,,143366.738594905,5,,,,4.530999999
"1974-01-01",,,16.8414154652687,,,143739.212698077,5,,,,4.795999999
"1974-02-01",,,17.2782874617737,,,145892.241949687,5,,,,4.679999999
"1974-03-01",,,17.4530362603757,,,146662.579255906,5,,,,4.569999999
"1974-04-01",,,17.3438182612495,,,147664.233305185,6,,,,4.402999999
"1974-05-01",,,17.2782874617737,,,149044.24976556,6,,,,4.270999999
"1974-06-01",,,17.3875054609,,,150914.446861136,6,,,,4.370999999
"1974-07-01",,,17.4530362603757,,,150697.796999189,6,,,,4.376999999
"1974-08-01",,,17.6059414591525,,,152516.55447726,7,,,,4.420999999
"1974-09-01",,,17.7806902577545,,,154251.011508001,7,,,,4.477999999
"1974-10-01",,,18.348623853211,,,153685.278845319,7,,,,4.395999999
"1974-11-01",,,18.5015290519878,,,155125.003132378,7,,,,4.316999999
"1974-12-01",,,18.5670598514635,,,156127.616836724,7,,,,4.193099999
"1975-01-01",,,18.5015290519878,,,156654.163589745,7,,,,4.040799999
"1975-02-01",,,18.6762778505898,,,157940.699699664,7,,,,3.981599999
"1975-03-01",,,18.785495849716,,,160107.578820684,7,,,,3.923099999
"1975-04-01",,,18.8510266491918,,,160643.84290067,7,,,,3.974499999
"1975-05-01",,,19.1349934469201,,,162083.021865608,7,,,,3.931599999
"1975-06-01",,,19.2442114460463,,,165121.147888556,7,,,,3.916499999
"1975-07-01",,,19.5063346439493,,,166213.891202542,7,,,,4.120299999
"1975-08-01",,,19.7466142420271,,,168973.22832173,6,,,,4.313599999
"1975-09-01",,,19.7466142420271,,,170077.906202058,6,,,,4.439699999
"1975-10-01",,,19.9650502402796,,,172386.276070554,6,,,,4.392799999
"1975-11-01",,,20.1834862385321,,,173663.436459666,6,,,,4.383899999
"1975-12-01",,,20.2490170380079,,,175821.527883854,6,,,,4.407899999
"1976-01-01",,,20.5329838357361,,,176940.627140533,5.5,,,,4.377599999
"1976-02-01",,,20.6858890345129,,,178122.537753058,5.5,,,,4.373699999
"1976-03-01",,,20.8606378331149,,,179682.075063086,5.5,,,,4.402599999
"1976-04-01",,,21.0353866317169,,,181758.142856299,5.5,,,,4.401999999
"1976-05-01",,,21.2538226299694,,,182950.699092445,5.5,,,,4.410499999
"1976-06-01",,,21.4067278287462,,,183973.934378007,6,,,,4.448199999
"1976-07-01",,,21.4067278287462,,,185048.578826578,6,,,,4.466199999
"1976-08-01",,,21.5814766273482,,,186324.428534799,6,,,,4.409299999
