"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","policy","ffer_1d","tb_3m","gov_10y","compx","ndx","reer","rrppi","hfwh","hnfwh","hhwh"
"1954-10-01",61273.25,99933.5,14.2987172668948,13.9865936493881,11.2896494083553,5.33333333333333,,,1.31666666666667,0.986666666666667,1.02,2.47333333333333,,,,,1086319,520894000,379599
"1955-01-01",62849.5,103268.25,14.3446934121561,14.0519154842751,11.3051204614874,4.73333333333333,,,1.44,1.34333333333333,1.22333333333333,2.64666666666667,,,,,1104359,527830000,384467
"1955-04-01",64116.5,105383,14.3588018368033,14.1100266773878,11.2896494083553,4.4,,,1.69,1.5,1.48333333333333,2.76333333333333,,,,,1133807,540617000,394908
"1955-07-01",65162.75,107555.25,14.415061282248,14.2089379787638,11.2980881646092,4.1,,,1.98,1.94,1.85666666666667,2.94666666666667,,,,,1163914,555200000,406169
"1955-10-01",66159.75,109273,14.4541064436912,14.3496733308536,11.3318431896248,4.23333333333333,,,2.39666666666667,2.35666666666667,2.33666666666667,2.91,,,,,1179707,565453000,414487
"1956-01-01",66539,109936.5,14.5133844893513,14.4930429981828,11.3332496490005,4.03333333333333,,,2.5,2.48333333333333,2.32666666666667,2.9,,,,,1212690,577329000,424188
"1956-04-01",67208.5,111502.5,14.6108181457991,14.5789839985742,11.40779199591,4.2,,,2.75,2.69333333333333,2.56666666666667,3.08333333333333,,,,,1217414,588163000,433166
"1956-07-01",68018.75,112797.75,14.7536026682106,14.7615799464428,11.5259345834647,4.13333333333333,,,2.89666666666667,2.81,2.58333333333333,3.27333333333333,,,,,1227892,599569000,440946
"1956-10-01",69361.25,115115.75,14.8402126843379,14.8209908675681,11.6243867397604,4.13333333333333,,,3,2.92666666666667,3.03333333333333,3.47333333333333,,,,,1262178,608073000,445773
"1957-01-01",70472.25,117444.75,14.9737736323239,15.0246483449008,11.7200259773047,3.93333333333333,,,2.98,2.93333333333333,3.09666666666667,3.40333333333333,,,,,1265519,619052000,453596
"1957-04-01",71044,118006.25,15.0689880178106,15.1296358804071,11.8198845929759,4.1,,,3,3,3.14,3.62666666666667,,,,,1296212,630622000,461358
"1957-07-01",72187.5,119872.5,15.1914884668455,15.2197668376656,11.9253690461498,4.23333333333333,,,3.29333333333333,3.23333333333333,3.35333333333333,3.92666666666667,,,,,1288874,639377000,468792
"1957-10-01",72592,118716,15.2702505875895,15.2304956406421,11.9830338805515,4.93333333333333,,,3.16666666666667,3.25333333333333,3.31,3.63333333333333,,,,,1304302,643776000,471674
"1958-01-01",72472,116885,15.4588703016607,15.3952356508156,12.1250862774923,6.3,,,0.833333333333333,1.86333333333333,1.75666666666667,3.04,,,,,1336254,644343000,468427
"1958-04-01",73204.75,117994.5,15.4871322219322,15.4399460326543,12.2066609212801,7.36666666666667,,,0.293333333333333,0.94,0.956666666666667,2.92333333333333,,,,,1361421,650043000,474349
"1958-07-01",74473.25,121460.25,15.4983565012515,15.5341285158234,12.1996286244019,7.33333333333333,,,1.21,1.32333333333333,1.68,3.5,,,,,1408805,660430000,484262
"1958-10-01",75455.75,124888.75,15.4923801453739,15.6076723931344,12.2122867587827,6.36666666666667,,,2.29333333333333,2.16333333333333,2.69,3.8,,,,,1434914,670313000,493819
"1959-01-01",77362.25,127582.5,15.5979348453597,15.6441980523861,12.2333836494175,5.83333333333333,277300,289200,2.66666666666667,2.57,2.77333333333333,3.99,,,,,1454061,674223000,493678
"1959-04-01",78876.25,130663.25,15.6613140462437,15.6688727500612,12.2544805400523,5.1,281900,294100,3.08333333333333,3.08333333333333,3,4.25666666666667,,,,,1476494,686600000,504127
"1959-07-01",80181.25,131258.5,15.7558323497824,15.7292864099754,12.3177712119566,5.26666666666667,284300,296700,3.33333333333333,3.57666666666667,3.54,4.50333333333333,,,,,1484989,697397000,513598
"1959-10-01",80710.5,132150,15.8419838465335,15.7911171625517,12.3923135588661,5.6,286300,297800,4,3.99,4.23,4.58333333333333,,,,,1516764,706020000,521544
"1960-01-01",81591,135662,15.8630557453452,15.8542761191174,12.4035652338713,5.13333333333333,287800,299300,4,3.93333333333333,3.87333333333333,4.48666666666667,,,,,1511405,720531000,534527
"1960-04-01",83052,135270,15.9459611896498,15.8940313195833,12.4781075807809,5.23333333333333,290300,302300,3.66666666666667,3.69666666666667,2.99333333333333,4.26,,,,,1529887,726936000,539185
"1960-07-01",83031.5,136401,16.0060057122747,15.9487841244125,12.4851398776591,5.53333333333333,295500,308400,3.08333333333333,2.93666666666667,2.36,3.83333333333333,,,,,1522014,734741000,545818
"1960-10-01",83506,135049.25,16.0766542597637,15.9959791841671,12.5653080620713,6.26666666666667,299800,312400,2,2.29666666666667,2.30666666666667,3.88666666666667,,,,,1578051,737552000,547589
"1961-01-01",83630,136254.5,16.1065081315605,16.0305267164684,12.590624330833,6.8,305200,318300,2.08333333333333,2.00333333333333,2.35,3.78666666666667,,,,,1630900,736009000,545980
"1961-04-01",84863.75,138886.25,16.1044551561549,16.0673553283118,12.586404952706,7,309900,324300,0.666666666666667,1.73333333333333,2.30333333333333,3.79,,,,,1647641,748133000,556950
"1961-07-01",85583,141916,16.1623568354502,16.1085160578952,12.6356310308538,6.76666666666667,314200,329500,1.91666666666667,1.68333333333333,2.30333333333333,3.98,,,,,1676933,759552000,567010
"1961-10-01",87398.25,145153,16.1797168922646,16.1589542147572,12.6539150027373,6.2,320700,335500,2.08333333333333,2.4,2.46,3.97333333333333,,,,,1730012,769614000,576368
"1962-01-01",88705.5,148503.25,16.2495980032793,16.2422097806743,12.7031410808851,5.63333333333333,325700,343100,2.33333333333333,2.45666666666667,2.72333333333333,4.01666666666667,,,,,1734601,779404000,584759
"1962-04-01",90114.5,150091.5,16.3072297001624,16.2687290207968,12.7509606996573,5.53333333333333,330700,349300,2.66666666666667,2.60666666666667,2.71666666666667,3.87333333333333,,,,,1639637,786518000,590011
"1962-07-01",91083.25,152256.75,16.3507620174726,16.30296908636,12.7875286434242,5.56666666666667,335100,354900,2.83333333333333,2.84666666666667,2.84,3.99,,,,,1678130,793692000,594920
"1962-10-01",92654.5,153070,16.4007625375766,16.336236376077,12.8184707496886,5.53333333333333,342600,362700,2.96,2.92333333333333,2.81333333333333,3.90333333333333,,,,,1780677,803569000,603604
"1963-01-01",93570.75,155418,16.4477337561564,16.4076379878065,12.8592580715825,5.76666666666667,349300,370700,3,2.96666666666667,2.90666666666667,3.89333333333333,,,,,1808432,813441000,611427
"1963-04-01",94603.25,157438,16.4737709433125,16.4364068772888,12.8831678809685,5.73333333333333,355600,378400,3,2.96333333333333,2.94,3.96333333333333,,,,,1846067,817641000,612853
"1963-07-01",96348.5,161111,16.5531248361198,16.4579820600533,12.961929606005,5.5,361500,386000,3.5,3.33,3.29333333333333,4.03333333333333,,,,,1882115,830885000,623306
"1963-10-01",97512.25,163484.5,16.614612998425,16.5916171497372,12.9970910903963,5.56666666666667,367700,393200,3.41666666666667,3.45333333333333,3.49666666666667,4.12,,,,,1877507,839163000,628622
"1964-01-01",99895.25,167455.5,16.6930182811584,16.643656575294,13.0505365466711,5.46666666666667,373400,399800,3.5,3.46333333333333,3.53,4.18,,,,,1923613,843874000,630274
"1964-04-01",101884,169668.5,16.7294241806006,16.6819323574735,13.0716334373058,5.2,379700,407100,3.5,3.49,3.47666666666667,4.2,,,,,1961278,860173000,643749
"1964-07-01",104105.5,173007.75,16.7841558431929,16.7485369694603,13.1011690841945,5,388100,416900,3.25,3.45666666666667,3.49666666666667,4.19333333333333,,,,,2005378,869241000,649814
"1964-10-01",104746.75,174329.75,16.8394771730442,16.8244973200712,13.1616468373475,4.96666666666667,395500,424700,3.83333333333333,3.57666666666667,3.68333333333333,4.17333333333333,,,,,2043446,884104000,662499
"1965-01-01",107427.75,179447.5,16.8937369499997,16.9092217790964,13.2024341592414,4.9,402200,433200,4,3.97666666666667,3.89,4.20333333333333,,,,,2080118,895205000,669614
"1965-04-01",109160.5,182547.75,16.9789672560737,16.9867339023818,13.2868217217805,4.66666666666667,407900,440100,4.13,4.08,3.87333333333333,4.20666666666667,,,,,2078307,903703000,675093
"1965-07-01",111451,187330.75,17.0424036198083,17.0527005978449,13.3262025842988,4.36666666666667,415600,449500,4.08666666666667,4.07666666666667,3.86666666666667,4.24666666666667,,,,,2154100,912541000,681036
"1965-10-01",114934,192964.25,17.0944278520477,17.1699390543459,13.3965255530814,4.1,424700,459200,4.29666666666667,4.16666666666667,4.16666666666667,4.47333333333333,,,,,2224991,930933000,696286
"1966-01-01",117534,198933.5,17.2268211676274,17.2805033118265,13.5217004375144,3.86666666666667,428600,467200,4.62666666666667,4.56,4.61,4.77,,,,,2230395,935818000,696079
"1966-04-01",118797.25,201245.25,17.3674735228149,17.4218247724346,13.644062403196,3.83333333333333,426300,471200,4.96,4.91333333333333,4.58666666666667,4.78,,,,,2236836,971316000,726016
"1966-07-01",121072.75,204909.5,17.5002976974075,17.5900807891192,13.7622049907508,3.76666666666667,425100,475400,5.33333333333333,5.41,5.04333333333333,5.14,,,,,2203539,979816000,728570
"1966-10-01",122515,208325.5,17.6352966954555,17.7377995379855,13.8747217408029,3.7,425100,480200,5.5,5.56333333333333,5.21,5.00333333333333,,,,,2272467,1005985000,748935
"1967-01-01",123579.25,211042.5,17.6865761928185,17.8113656367208,13.9098832251942,3.83333333333333,428700,489700,4.41666666666667,4.82333333333333,4.51333333333333,4.58333333333333,,,,,2371091,1013799000,753320
"1967-04-01",125864.5,212245.75,17.7706841981302,17.901933294919,13.9942707877333,3.83333333333333,435300,502000,3.87666666666667,3.99,3.66,4.82,,,,,2404471,1028915000,762765
"1967-07-01",127679.25,216308.25,17.9350750166238,18.0735961510625,14.1349167252984,3.8,442700,514700,3.83333333333333,3.89333333333333,4.3,5.24666666666667,,,,,2478188,1047817000,774483
"1967-10-01",129562.25,220359.75,18.0888898804193,18.2743566457952,14.2896272566201,3.9,447000,524800,4.37666666666667,4.17333333333333,4.75333333333333,5.64333333333333,,,,,2540473,1074444000,794221
"1968-01-01",134074.25,227346.75,18.280731984359,18.4769901911774,14.4302731941853,3.73333333333333,449800,533200,4.91666666666667,4.79,5.05,5.61,,,,,2524543,1104944000,817753
"1968-04-01",137503.5,233586,18.4670973517517,18.672173361278,14.5709191317504,3.56666666666667,454300,542600,5.96,5.98333333333333,5.52,5.74333333333333,,,,,2650129,1130409000,836122
"1968-07-01",141530.5,237706.25,18.6582457296874,18.8554946434164,14.7678234443417,3.53333333333333,459200,553600,5.75,5.94666666666667,5.19666666666667,5.46,,,,,2697607,1152240000,849479
"1968-10-01",143744.25,242007.5,18.8649966674792,19.1215766811648,14.9506631631764,3.4,466300,566800,5.33333333333333,5.91666666666667,5.58666666666667,5.77,,,,,2831021,1200814000,889605
"1969-01-01",146751.25,248334.25,19.0484221040653,19.3192319562119,15.1335028820111,3.4,468900,574400,6.54333333333333,6.56666666666667,6.09333333333333,6.17666666666667,,,,,2815622,1233241000,914582
"1969-04-01",149584.25,252255,19.2916962677917,19.5648969046643,15.3726009758718,3.43333333333333,469200,578500,8.29333333333333,8.32666666666667,6.19666666666667,6.35333333333333,,,,,2808576,1259294000,932881
"1969-07-01",152156.5,257489,19.528229476384,19.8399119598544,15.5835698822196,3.56666666666667,466700,582100,9,8.98333333333333,7.02333333333333,6.85666666666667,,,,,2817132,1278066000,945017
"1969-10-01",155146.5,259536.75,19.7540889163563,20.0958036876153,15.8226679760803,3.56666666666667,467600,587900,7.75,8.94,7.35333333333333,7.29666666666667,,,,,2815528,1308558000,968674
"1970-01-01",157921.25,262800,19.9833993687251,20.3788179112124,16.0758306636976,4.16666666666667,460200,587300,8.46,8.57333333333333,7.21,7.36666666666667,,,,52.7055140829611,2826482,1318182000,973544
"1970-04-01",160392.5,266843.75,20.2045809588257,20.6631069528319,16.3008641638019,4.76666666666667,458000,595200,7.37666666666667,7.88666666666667,6.67666666666667,7.71333333333333,,,,52.222854583083,2731037,1356658000,1006440
"1970-07-01",163370.5,271514.75,20.4008623952978,20.8328390910332,16.4696392888801,5.16666666666667,466900,611200,6.08333333333333,6.70666666666667,6.32666666666667,7.46,,,,52.4559764289842,2859605,1362718000,1005793
"1970-10-01",165040.25,272152,20.6654771649827,21.1079209573483,16.7087373827408,5.83333333333333,475400,626500,4.87666666666667,5.56666666666667,5.35333333333333,6.85333333333333,,,,52.4078581344129,2963651,1390677000,1025204
"1971-01-01",169796.5,283789,20.8606035689503,21.4284499541268,16.849383320306,5.93333333333333,488300,649900,3.96,3.85666666666667,3.84,6.01666666666667,103.086052631579,,,53.4341501355933,3093653,1426998000,1051931
"1971-04-01",173306.25,289067.75,21.0978981526306,21.7096305528766,17.0040938516277,5.9,501700,673000,4.62666666666667,4.56666666666667,4.25,6.24666666666667,109.215238095238,,,54.293330947685,3147605,1460893000,1078498
"1971-07-01",176399.75,294418.75,21.3046317666262,21.9311306589708,17.1728689767059,6.03333333333333,512500,692500,5.54333333333333,5.47666666666667,5.01,6.48333333333333,108.4165625,,,54.3000188694937,3190691,1490696000,1104238
"1971-10-01",180434.75,297574.25,21.4362763187286,22.1142440062787,17.2994503205145,5.93333333333333,520500,710300,4.12666666666667,4.75,4.23,5.89,107.3075,,,55.3353439079221,3300632,1517841000,1127739
"1972-01-01",184737,307652.25,21.6615082268836,22.4507227860882,17.4400962580797,5.76666666666667,533800,733500,3.46,3.54666666666667,3.43666666666667,6.03333333333333,122.329523809524,,,55.0978792556517,3413910,1570853000,1171254
"1972-04-01",189341,316592.25,21.7866126364269,22.5904707397617,17.5526130081318,5.7,541500,749700,4.52,4.3,3.77,6.14333333333333,131.07421875,,,56.2093771177967,3469077,1600621000,1192509
"1972-07-01",193949.75,322641.5,21.9782087495204,22.8067989368351,17.693258945697,5.56666666666667,557500,778300,4.83666666666667,4.74333333333333,4.22,6.29,129.421587301587,,,56.78054301148,3560591,1649560000,1232534
"1972-10-01",200125.5,332226,22.1580680792586,23.0975519053052,17.8760986645317,5.36666666666667,570600,802300,5.19,5.14666666666667,4.86333333333333,6.37333333333333,131.329672131148,,,57.474610325413,3760969,1714199000,1290675
"1973-01-01",206251.75,344372.5,22.4269111751202,23.3637805185791,18.157390539662,4.93333333333333,575200,815300,7.12666666666667,6.53666666666667,5.7,6.60333333333333,125.812419354839,,,59.2686236365488,3754195,1758656000,1322715
"1973-04-01",210131.75,353471.75,22.8591078480729,23.7228338015033,18.5371345710879,4.93333333333333,583300,833300,8.21333333333333,7.81666666666667,6.60333333333333,6.80666666666667,106.920158730159,,,59.3577380232457,3752460,1819083000,1369699
"1973-07-01",214719.25,358459.5,23.2762344242204,24.1847533811578,18.9028140087573,4.8,582900,839300,11.0866666666667,10.56,8.32333333333333,7.20666666666667,105.469523809524,,,59.5694064056828,3881970,1891184000,1430284
"1973-10-01",218471.75,369072.25,23.7538635519204,24.6666372235519,19.3810101964789,4.76666666666667,589700,855500,10.26,9.99666666666667,7.5,6.75333333333333,101.9875,,,59.4630076496363,3809816,1943148000,1472632
"1974-01-01",222967,372802.25,24.4614730451774,25.1319897135907,19.957658540496,5.13333333333333,595500,870100,9.37666666666667,9.32333333333333,7.61666666666667,7.05333333333333,93.8506451612903,,,59.242045661569,3843638,1944362000,1462386
"1974-04-01",230105.5,382514,25.1540571054257,25.725546138444,20.4921131032436,5.2,598900,877800,11.9833333333333,11.25,8.15333333333333,7.54333333333333,84.7006349206349,,,58.7355875827875,3829379,1962169000,1461485
"1974-07-01",237319,390006.5,25.8316394409048,26.4797528611574,21.0687614472608,5.63333333333333,603700,887900,11.59,12.09,8.19,7.96333333333333,66.1128125,,,58.5314756834329,3767824,2002021000,1475406
"1974-10-01",239769.75,399919.75,26.4855411183857,27.2586939586304,21.7157327600605,6.6,612800,902100,7.66666666666667,9.34666666666667,7.36,7.67,61.16375,,,57.1787783555399,3857223,2064417000,1517696
"1975-01-01",246297.5,404029,26.9803144694837,27.8782371076729,22.1798643540255,8.26666666666667,624800,925000,6.07333333333333,6.30333333333333,5.75,7.54,70.307868852459,,,57.6525785304247,4031943,2142403000,1582858
"1975-04-01",253395.5,412963.25,27.3086702093354,28.2924987535842,22.4470916353993,8.86666666666667,648000,963000,6.07666666666667,5.42,5.39333333333333,8.05,81.089375,,,58.4044051690687,4205629,2216133000,1642027
"1975-07-01",261798,427455,27.8188332272654,28.792403318153,22.8971586356078,8.46666666666667,663400,991500,6.19333333333333,6.16,6.33,8.29666666666667,80.06890625,,,58.2084577456883,4208789,2228768000,1642336
"1975-10-01",269055.75,440457.75,28.2858824594623,29.2738926609272,23.3190964483033,8.3,676000,1016200,5.43666666666667,5.41333333333333,5.62666666666667,8.06333333333333,77.02640625,,,58.3621930911596,4341678,2286518000,1684206
"1976-01-01",277477,455121.75,28.5994036766218,29.5830369066994,23.5863237296771,7.73333333333333,701300,1050000,4.93333333333333,4.82666666666667,4.91666666666667,7.75333333333333,87.67,,,56.2459435474257,4503006,2335041000,1717934
"1976-04-01",282385,463083,28.8399255540703,29.8813780423632,23.7972926360248,7.56666666666667,716200,1077600,5.49333333333333,5.19666666666667,5.15666666666667,7.77333333333333,89.3914285714286,,,57.3273891894955,4621550,2420317000,1789837
"1976-07-01",289701.5,471639.5,29.2788893952937,30.2678153942498,24.1770366674508,7.73333333333333,733200,1110800,5.31333333333333,5.28333333333333,5.15,7.73,91.235625,,,57.8625966464415,4711144,2471455000,1826561
"1976-10-01",298102,483568.25,29.7419906850477,30.810712481223,24.5286515113637,7.76666666666667,759400,1152000,4.62666666666667,4.87333333333333,4.67333333333333,7.19,91.274126984127,,,59.5773103132749,4835837,2543119000,1880025
"1977-01-01",307053,497162,30.2781594915393,31.3054867397551,24.9787185115722,7.5,780200,1188500,4.7,4.66,4.63,7.35333333333333,96.2174603174603,,,60.9467708737531,4875279,2630011000,1949358
"1977-04-01",313995,513977.25,30.7957124972233,31.7477978708911,25.4147209180242,7.13333333333333,793300,1217800,5.41,5.15666666666667,4.84,7.37,96.6503174603175,,,62.4710959093587,4980859,2742979000,2047570
"1977-07-01",321726.25,529618.25,31.2584123919974,32.1344870713657,25.7663357619371,6.9,809300,1246200,6.11666666666667,5.82,5.49666666666667,7.35666666666667,100.75619047619,,,63.8404696137096,5062647,2839343000,2125108
"1977-10-01",331201,541067.5,31.7023069498862,32.8285139480319,26.146079793363,6.66666666666667,823100,1270300,6.56333333333333,6.51333333333333,6.11,7.59666666666667,101.216507936508,,,65.0002594826806,5149799,2947334000,2211304
"1978-01-01",338513.25,550690,32.221212020612,33.305819633565,26.5961467935715,6.33333333333333,834500,1292200,6.86333333333333,6.75666666666667,6.39333333333333,8.01,102.436451612903,,,66.5752216405516,5251069,3042463000,2286391
"1978-04-01",352846.25,582908.25,32.8825032523032,33.942580969891,27.2009243251017,6,845400,1318500,7.56333333333333,7.28333333333333,6.47666666666667,8.32,117.48953125,,,67.1282346036114,5418634,3172605000,2392252
"1978-07-01",360554.25,598763.25,33.4603254513266,34.5186422782142,27.8338310441449,6.03333333333333,847300,1345000,8.43333333333333,8.1,7.31333333333333,8.49,130.087142857143,,,68.2655287355898,5596541,3288652000,2483986
"1978-10-01",370338.5,619237.25,34.09321683463,35.2254915710709,28.4808023569446,5.9,839200,1366000,10.0433333333333,9.58333333333333,8.57,8.82,119.848412698413,,,68.9046161208881,5702242,3407984000,2577511
"1979-01-01",379285.25,631652.5,34.7369474681535,35.8673211982696,29.1980966385269,5.86666666666667,825700,1387800,10.2933333333333,10.0733333333333,9.38333333333333,9.10666666666667,125.492063492063,,,70.1562997726324,5890968,3561950000,2704236
"1979-04-01",389408.75,647811.75,35.6872780950319,36.7456726640152,30.126359826457,5.7,829600,1423000,10.4266666666667,10.18,9.37666666666667,9.11333333333333,133.444603174603,,,70.8052019003252,6059060,3717513000,2832579
"1979-07-01",402966.75,666891.25,36.5739010096717,37.5489989054803,31.0968167956566,5.86666666666667,831800,1454100,11.42,10.9466666666667,9.67333333333333,9.10333333333333,144.743333333333,,,71.0404082932836,6263666,3845262000,2937035
"1979-10-01",413758.75,680970.75,37.4601872251104,38.246106005861,32.0813383586127,5.96666666666667,805600,1473700,14.5166666666667,13.5766666666667,11.8433333333333,10.4466666666667,142.52375,,,71.6180015403934,6465383,3961948000,3025997
"1980-01-01",425575.5,697460.5,38.5851885018771,39.049399746682,33.3471517966991,6.3,788500,1499800,16.5266666666667,15.0466666666667,13.3533333333333,11.9866666666667,152.525238095238,,,70.3738743717316,6540987,4113142000,3142501
"1980-04-01",426180.75,699338,39.530317149041,39.9782428193982,34.4723192972204,7.33333333333333,779900,1529200,12.0466666666667,12.6866666666667,9.61666666666667,10.4766666666667,145.800158730159,,,68.6758370813562,6794643,4223728000,3229277
"1980-07-01",440942.75,714120.75,40.4557962838784,40.8718892929333,35.1192906100201,7.66666666666667,823800,1574000,11.2866666666667,9.83666666666667,9.15333333333333,10.9533333333333,177.873125,,,69.5401424049636,7076537,4369625000,3354028
"1980-10-01",457968.5,746389.25,41.4577438950964,41.9366537707997,36.1038121729762,7.4,808800,1599800,18.11,15.8533333333333,13.6133333333333,12.4233333333333,198.087936507937,,,69.1650976469155,7361596,4451130000,3413722
"1981-01-01",471433.5,781051.5,42.5341839285949,43.0408365101297,37.1023983296888,7.43333333333333,791000,1636600,15.8033333333333,16.57,14.39,12.96,199.296935483871,,,68.6142560870403,7499054,4514682000,3458906
"1981-04-01",479381,790633,43.2480902623083,43.8941259607542,37.8759509862972,7.4,786100,1670300,18.3733333333333,17.78,14.9066666666667,13.75,217.290158730159,,,67.8840566241151,7622348,4715758000,3637211
"1981-07-01",489524.75,815152.25,43.9598790663099,44.7198571175355,38.9307955180359,7.4,775100,1706000,16.9566666666667,17.5766666666667,15.0533333333333,14.8466666666667,200.71609375,,,66.623166222868,7633323,4842006000,3743288
"1981-10-01",493611.75,820204.5,44.6321842657302,45.4927144298653,39.5637022370791,8.23333333333333,780600,1755500,13.3366666666667,13.5866666666667,11.75,14.0866666666667,195.4109375,,,66.5124246604523,7904783,4916768000,3803851
"1982-01-01",503538.75,818575.5,45.1968595629463,46.1188853942984,39.915317080992,8.83333333333333,786900,1786500,14.9166666666667,14.2266666666667,12.8133333333333,14.2933333333333,180.790967741935,,,66.224236029789,7940699,5030489000,3903891
"1982-04-01",509911.25,832993,45.6298494029221,46.7180562754619,40.4919654250092,9.43333333333333,791000,1826000,14.4133333333333,14.5133333333333,12.42,13.93,179.309841269841,,,65.3791259103336,8060599,5075194000,3935371
"1982-07-01",521417.75,841580.5,46.3488175071454,47.3808036403941,41.195195112835,9.9,803500,1858400,11.4033333333333,11.0066666666667,9.31666666666667,13.1166666666667,173.9296875,,,64.2294982082667,8267859,5096982000,3948646
"1982-10-01",536388.5,850640.25,46.858753217749,47.8717127516606,41.3217764566436,10.6666666666667,874900,1905900,9.84666666666667,9.28666666666667,7.90666666666667,10.6666666666667,221.47109375,,,64.5352317766616,8571629,5148139000,3989640
"1983-01-01",546147.25,868353.25,47.2441694194572,48.2329429741447,41.3499056441566,10.3666666666667,1129800,2015200,9.3,8.65333333333333,8.10666666666667,10.5633333333333,254.992857142857,,,65.2572667636126,8831461,5221901000,4047656
"1983-04-01",562359.5,894712,47.6757967594047,48.5913418652169,41.8281018318782,10.1333333333333,1191100,2053500,9.28,8.80333333333333,8.39666666666667,10.5433333333333,301.070476190476,,,65.3185871895463,9111905,5290283000,4100094
"1983-07-01",579973.75,922294.75,48.3029303352174,49.1077058755215,42.2359750508171,9.36666666666667,1200100,2083200,9.9,9.46,9.14,11.6266666666667,304.02734375,,,65.4123049509947,9253964,5365336000,4154821
"1983-10-01",593124,948676.5,48.6232885375204,49.4801591567159,42.6579128635126,8.53333333333333,1206300,2123500,9.56333333333333,9.43,8.8,11.6866666666667,281.348412698413,,,65.6954559262696,9340401,5444411000,4209413
"1984-01-01",604541.25,977013.5,49.151352349011,49.981107369266,43.2626903950428,7.86666666666667,1228100,2175200,9.68,9.68666666666667,9.17,11.9433333333333,262.497142857143,,,65.6889417167157,9403858,5648683000,4392635
"1984-04-01",618969,1002400.25,49.629090408316,50.408872917609,43.6705636139817,7.43333333333333,1238300,2215100,10.8533333333333,10.5566666666667,9.79666666666667,13.2,242.989365079365,,,65.8896662271023,9520745,5826507000,4541059
"1984-07-01",628380.75,1021062.5,50.0128249003937,50.8570957817929,44.0503076454077,7.43333333333333,1228600,2244400,11.5666666666667,11.39,10.32,12.8666666666667,244.865555555556,,,66.1124521938446,9742444,5993672000,4684988
"1984-10-01",640449.25,1037137.75,50.32152140963,51.2372307389366,44.4300516768336,7.3,1256300,2306400,9.21666666666667,9.26666666666667,8.80333333333333,11.7433333333333,245.2678125,,,66.0526083220764,9938504,6150304000,4816923
"1985-01-01",659002,1057542,50.9142502438895,51.743865045847,44.8379248957726,7.23333333333333,1311000,2366200,8.68333333333333,8.47666666666667,8.18333333333333,11.5833333333333,275.148387096774,,,66.4707337193075,10241038,6324809000,4960818
"1985-04-01",670441,1073721.75,51.326806785584,52.0769905998913,45.2457981147115,7.3,1350200,2412600,8.05666666666667,7.92333333333333,7.46,10.8133333333333,286.216984126984,,,66.7821129359825,10458499,6521392000,5130422
"1985-07-01",688537,1096693.25,51.7295784627076,52.3909875548169,45.5270899898418,7.2,1402000,2456400,8.41666666666667,7.9,7.10666666666667,10.3366666666667,296.462063492063,,,67.2416687059762,10545440,6732066000,5315273
"1985-10-01",694850,1111023.5,52.0910466931784,52.6838911524568,45.9912215838069,7.03333333333333,1435100,2492100,8.12333333333333,8.10333333333333,7.16666666666667,9.76,302.73703125,,,67.9638774051819,10953896,6937161000,5492906
"1986-01-01",705912,1126973.5,52.4617050493731,52.9458474514384,46.2303196776676,7.03333333333333,1457600,2533100,7.58333333333333,7.82666666666667,6.89666666666667,8.55666666666667,347.852950819672,138.087540983607,,69.1733489790171,11333668,7076987000,5606479
"1986-04-01",712864,1136335,52.4073456228112,53.1463399430829,46.0052861775634,7.16666666666667,1523800,2605000,6.8125,6.92,6.14,7.60333333333333,389.76,157.53375,,70.6525956845099,11591435,7264499000,5758746
"1986-07-01",729300.25,1151917.25,52.6840127520063,53.3645990552373,46.2865780526937,6.96666666666667,1591300,2667800,6.04166666666667,6.20666666666667,5.52333333333333,7.30666666666667,373.4625,146.55625,,71.7295248079557,11662906,7464725000,5910883
"1986-10-01",738201.75,1164406.75,53.0025595097253,53.6553934691841,46.6100637090936,6.83333333333333,1665600,2728000,5.875,6.26666666666667,5.35333333333333,7.26333333333333,355.89875,143.32765625,,72.4671938978359,12140791,7644160000,6049418
"1987-01-01",745878.25,1180539,53.5031393129681,53.9981782926427,47.1726474593542,6.6,1698300,2753700,6,6.22,5.53666666666667,7.19333333333333,409.67435483871,174.673709677419,,74.0469331427131,12596331,7820609000,6192570
"1987-04-01",763332.5,1201540,54.018575024719,54.3725372628499,47.7071020221018,6.26666666666667,1712900,2774600,6.66666666666667,6.65,5.65666666666667,8.34333333333333,421.145873015873,187.141904761905,,74.7740926411798,12790500,8009484000,6345840
"1987-07-01",779339.5,1221138.75,54.52934640303,54.7843493855404,48.2134273973364,6,1708000,2799500,6.89583333333333,6.84333333333333,6.04333333333333,8.87666666666667,439.890625,200.50109375,,75.5145411271363,13099602,8195217000,6493503
"1987-10-01",787729,1251998.5,55.0000513326239,55.2207048178349,48.6634943975449,5.83333333333333,1687600,2826400,6.97916666666667,6.91666666666667,5.86333333333333,9.12333333333333,340.095,156.356875,,76.3729402340816,12966919,8330141000,6598723
"1988-01-01",807974,1268343,55.4341148166971,55.6539306541038,49.0432384289708,5.7,1703000,2890700,6.625,6.66333333333333,5.72333333333333,8.41666666666667,357.057619047619,167.133015873016,,77.1268514197828,13335543,8514062000,6753305
