"date","gdp_nom","gdp_defl","cpi","ur","m1","m2","policy","ffer_1d","tb_3m","gov_10y","compx","ndx","reer"
"1935-03-01",,,,,,,,,0.15,,,,
"1935-04-01",,,,,,,,,0.15,,,,
"1935-05-01",,,,,,,,,0.15,,,,
"1935-06-01",,,,,,,,,0.15,,,,
"1935-07-01",,,,,,,,,0.15,,,,
"1935-08-01",,,,,,,,,0.16,,,,
"1935-09-01",,,,,,,,,0.2,,,,
"1935-10-01",,,,,,,,,0.2,,,,
"1935-11-01",,,,,,,,,0.16,,,,
"1935-12-01",,,,,,,,,0.15,,,,
"1936-01-01",,,,,,,,,0.2,,,,
"1936-02-01",,,,,,,,,0.2,,,,
"1936-03-01",,,,,,,,,0.2,,,,
"1936-04-01",,,,,,,,,0.2,,,,
"1936-05-01",,,,,,,,,0.2,,,,
"1936-06-01",,,,,,,,,0.2,,,,
"1936-07-01",,,,,,,,,0.15,,,,
"1936-08-01",,,,,,,,,0.2,,,,
"1936-09-01",,,,,,,,,0.16,,,,
"1936-10-01",,,,,,,,,0.13,,,,
"1936-11-01",,,,,,,,,0.11,,,,
"1936-12-01",,,,,,,,,0.12,,,,
"1937-01-01",,,,,,,,,0.17,,,,
"1937-02-01",,,,,,,,,0.15,,,,
"1937-03-01",,,,,,,,,0.38,,,,
"1937-04-01",,,,,,,,,0.56,,,,
"1937-05-01",,,,,,,,,0.41,,,,
"1937-06-01",,,,,,,,,0.36,,,,
"1937-07-01",,,,,,,,,0.28,,,,
"1937-08-01",,,,,,,,,0.29,,,,
"1937-09-01",,,,,,,,,0.31,,,,
"1937-10-01",,,,,,,,,0.2,,,,
"1937-11-01",,,,,,,,,0.09,,,,
"1937-12-01",,,,,,,,,0.11,,,,
"1938-01-01",,,,,,,,,0.1,,,,
"1938-02-01",,,,,,,,,0.08,,,,
"1938-03-01",,,,,,,,,0.08,,,,
"1938-04-01",,,,,,,,,0.09,,,,
"1938-05-01",,,,,,,,,0.05,,,,
"1938-06-01",,,,,,,,,0.05,,,,
"1938-07-01",,,,,,,,,0.07,,,,
"1938-08-01",,,,,,,,,0.06,,,,
"1938-09-01",,,,,,,,,0.08,,,,
"1938-10-01",,,,,,,,,0.05,,,,
"1938-11-01",,,,,,,,,0.04,,,,
"1938-12-01",,,,,,,,,0.03,,,,
"1939-01-01",,,,,,,,,0.03,,,,
"1939-02-01",,,,,,,,,0.03,,,,
"1939-03-01",,,,,,,,,0.03,,,,
"1939-04-01",,,,,,,,,0.03,,,,
"1939-05-01",,,,,,,,,0.03,,,,
"1939-06-01",,,,,,,,,0.03,,,,
"1939-07-01",,,,,,,,,0.04,,,,
"1939-08-01",,,,,,,,,0.05,,,,
"1939-09-01",,,,,,,,,0.14,,,,
"1939-10-01",,,,,,,,,0.05,,,,
"1939-11-01",,,,,,,,,0.05,,,,
"1939-12-01",,,,,,,,,0.04,,,,
"1940-01-01",,,,,,,,,0.01,,,,
"1940-02-01",,,,,,,,,0.02,,,,
"1940-03-01",,,,,,,,,0.02,,,,
"1940-04-01",,,,,,,,,0.02,,,,
"1940-05-01",,,,,,,,,0.06,,,,
"1940-06-01",,,,,,,,,0.1,,,,
"1940-07-01",,,,,,,,,0.05,,,,
"1940-08-01",,,,,,,,,0.04,,,,
"1940-09-01",,,,,,,,,0.05,,,,
"1940-10-01",,,,,,,,,0.02,,,,
"1940-11-01",,,,,,,,,0.02,,,,
"1940-12-01",,,,,,,,,0.02,,,,
"1941-01-01",,,,,,,,,0.02,,,,
"1941-02-01",,,,,,,,,0.04,,,,
"1941-03-01",,,,,,,,,0.11,,,,
"1941-04-01",,,,,,,,,0.1,,,,
"1941-05-01",,,,,,,,,0.11,,,,
"1941-06-01",,,,,,,,,0.12,,,,
"1941-07-01",,,,,,,,,0.12,,,,
"1941-08-01",,,,,,,,,0.13,,,,
"1941-09-01",,,,,,,,,0.1,,,,
"1941-10-01",,,,,,,,,0.09,,,,
"1941-11-01",,,,,,,,,0.28,,,,
"1941-12-01",,,,,,,,,0.33,,,,
"1942-01-01",,,,,,,,,0.27,,,,
"1942-02-01",,,,,,,,,0.25,,,,
"1942-03-01",,,,,,,,,0.25,,,,
"1942-04-01",,,,,,,,,0.32,,,,
"1942-05-01",,,,,,,,,0.37,,,,
"1942-06-01",,,,,,,,,0.37,,,,
"1942-07-01",,,,,,,,,0.38,,,,
"1942-08-01",,,,,,,,,0.38,,,,
"1942-09-01",,,,,,,,,0.38,,,,
"1942-10-01",,,,,,,,,0.38,,,,
"1942-11-01",,,,,,,,,0.38,,,,
"1942-12-01",,,,,,,,,0.38,,,,
"1943-01-01",,,,,,,,,0.38,,,,
"1943-02-01",,,,,,,,,0.38,,,,
"1943-03-01",,,,,,,,,0.38,,,,
"1943-04-01",,,,,,,,,0.38,,,,
"1943-05-01",,,,,,,,,0.38,,,,
"1943-06-01",,,,,,,,,0.38,,,,
"1943-07-01",,,,,,,,,0.38,,,,
"1943-08-01",,,,,,,,,0.38,,,,
"1943-09-01",,,,,,,,,0.38,,,,
"1943-10-01",,,,,,,,,0.38,,,,
"1943-11-01",,,,,,,,,0.38,,,,
"1943-12-01",,,,,,,,,0.38,,,,
"1944-01-01",,,,,,,,,0.38,,,,
"1944-02-01",,,,,,,,,0.38,,,,
"1944-03-01",,,,,,,,,0.38,,,,
"1944-04-01",,,,,,,,,0.38,,,,
"1944-05-01",,,,,,,,,0.38,,,,
"1944-06-01",,,,,,,,,0.38,,,,
"1944-07-01",,,,,,,,,0.38,,,,
"1944-08-01",,,,,,,,,0.38,,,,
"1944-09-01",,,,,,,,,0.38,,,,
"1944-10-01",,,,,,,,,0.38,,,,
"1944-11-01",,,,,,,,,0.38,,,,
"1944-12-01",,,,,,,,,0.38,,,,
"1945-01-01",,,,,,,,,0.38,,,,
"1945-02-01",,,,,,,,,0.38,,,,
"1945-03-01",,,,,,,,,0.38,,,,
"1945-04-01",,,,,,,,,0.38,,,,
"1945-05-01",,,,,,,,,0.38,,,,
"1945-06-01",,,,,,,,,0.38,,,,
"1945-07-01",,,,,,,,,0.38,,,,
"1945-08-01",,,,,,,,,0.38,,,,
"1945-09-01",,,,,,,,,0.38,,,,
"1945-10-01",,,,,,,,,0.38,,,,
"1945-11-01",,,,,,,,,0.38,,,,
"1945-12-01",,,,,,,,,0.38,,,,
"1946-01-01",,,,,,,,,0.38,,,,
"1946-02-01",,,,,,,,,0.38,,,,
"1946-03-01",,,,,,,,,0.38,,,,
"1946-04-01",,,,,,,,,0.38,,,,
"1946-05-01",,,,,,,,,0.38,,,,
"1946-06-01",,,,,,,,,0.38,,,,
"1946-07-01",,,,,,,,,0.38,,,,
"1946-08-01",,,,,,,,,0.38,,,,
"1946-09-01",,,,,,,,,0.38,,,,
"1946-10-01",,,,,,,,,0.38,,,,
"1946-11-01",,,,,,,,,0.38,,,,
"1946-12-01",,,,,,,,,0.38,,,,
"1947-01-01",20177.429421032,11.4139263503095,9.06322421669882,,,,,,0.38,,,,
"1947-02-01",20160.9681864057,11.3999337662235,9.12229551047619,,,,,,0.38,,,,
"1947-03-01",20452.6023925582,11.5301159240245,9.28263187930047,,,,,,0.38,,,,
"1947-04-01",20428.3409674477,11.5968779514127,9.28263187930047,,,,,,0.38,,,,
"1947-05-01",20489.0214233709,11.5909300048832,9.26153498866569,,,,,,0.38,,,,
"1947-06-01",20574.637609174,11.644815159775,9.31638690431611,,,,,,0.38,,,,
"1947-07-01",20545.3846990689,11.7009386130144,9.37967757622043,,,,,,0.66,,,,
"1947-08-01",20719.0157249786,11.7621730402071,9.45140700437866,,,,,,0.75,,,,
"1947-09-01",21131.8495759441,11.95346042697,9.63705964196467,,,,,,0.8,,,,
"1947-10-01",21339.1161517552,12.0227496710331,9.66659528885335,,,,,,0.85,,,,
"1947-11-01",21649.4167888905,12.0741486083927,9.72988596075767,,,,,,0.92,,,,
"1947-12-01",21947.7170593489,12.1928622870918,9.87756419520109,,,,,,0.95,,,,
"1948-01-01",22210.7023486435,12.2375246444506,9.99148740462887,3.4,,,,,0.97,,,,
"1948-02-01",22243.1743493625,12.1970596848046,9.98726802650191,3.8,,,,,1,,,,
"1948-03-01",21981.6233019868,12.143159172345,9.91553859834368,4,,,,,1,,,,
"1948-04-01",22303.6985880072,12.2607965859665,10.0505586984062,3.9,,,,,1,,,,
"1948-05-01",22752.3785269838,12.3008250907303,10.1307268828184,3.5,,,,,1,,,,
"1948-06-01",23085.6728850025,12.3446902670111,10.1897981765957,3.6,,,,,1,,,,
"1948-07-01",23266.4110932666,12.4787402949755,10.2952826297696,3.6,,,,,1,,,,
"1948-08-01",23289.2381221761,12.5387116051157,10.3079407641505,3.9,,,,,1.06,,,,
"1948-09-01",23243.3507845527,12.572061470094,10.2784051172618,3.8,,,,,1.09,,,,
"1948-10-01",23520.7102306952,12.5743154584767,10.257308226627,3.7,,,,,1.12,,,,
"1948-11-01",23347.7328721214,12.5729691730929,10.1940175547227,3.8,,,,,1.14,,,,
"1948-12-01",23223.0568971739,12.5565536755343,10.1476043953262,4,,,,,1.16,,,,
"1949-01-01",23107.2568817609,12.5469050122132,10.1307268828184,4.3,,,,,1.17,,,,
"1949-02-01",22945.9845396357,12.4876601113979,10.0885331015488,4.7,,,,,1.17,,,,
"1949-03-01",22705.2585785979,12.4681876794002,10.0885331015488,5,,,,,1.17,,,,
"1949-04-01",22678.5651510378,12.389333946662,10.0927524796758,5.3,,,,,1.17,,,,
"1949-05-01",22540.5078388852,12.368410175737,10.0885331015488,6.1,,,,,1.17,,,,
"1949-06-01",22618.6770100716,12.3692657044955,10.0927524796758,6.2,,,,,1.17,,,,
"1949-07-01",22553.774844479,12.3243825096328,9.99992616088278,6.7,,,,,1.02,,,,
"1949-08-01",22752.6610490425,12.31756228645,9.99992616088278,6.8,,,,,1.04,,,,
"1949-09-01",22915.8141064704,12.3135326798558,10.0210230515176,6.6,,,,,1.07,,,,
"1949-10-01",22200.9145563875,12.3661441764288,9.98726802650191,7.9,,,,,1.05,,,,
"1949-11-01",22593.9514182388,12.3198397496661,9.99992616088278,6.4,,,,,1.08,,,,
"1949-12-01",22861.88402537,12.2744035560969,9.96195175774018,6.6,,,,,1.1,,,,
"1950-01-01",23200.8426508861,12.2504692717384,9.91975797647064,6.5,,,,,1.07,,,,
"1950-02-01",23324.4576959811,12.3361465039544,9.96195175774018,6.4,,,,,1.12,,,,
"1950-03-01",23681.6996531264,12.3142183355997,9.97460989212105,6.3,,,,,1.12,,,,
"1950-04-01",23896.1404048036,12.2764899460944,9.978829270248,5.8,,,,,1.15,,,,
"1950-05-01",24132.5720737147,12.3391006468313,10.0294618077715,5.5,,,,,1.16,,,,
"1950-06-01",24567.0375214772,12.410130046643,10.075874967168,5.4,,,,,1.15,,,,
"1950-07-01",25212.1950038083,12.5336359408111,10.1560431515801,5,,,,,1.16,,,,
"1950-08-01",25884.735975808,12.5869851940971,10.2108950672305,4.5,,,,,1.2,,,,
"1950-09-01",25941.319020379,12.7089858704574,10.2699663610079,4.4,,,,,1.3,,,,
"1950-10-01",26329.579857504,12.7550443505378,10.3374764110392,4.2,,,,,1.31,,,,
"1950-11-01",26475.6564939068,12.8219065083248,10.3796701923087,4.2,,,,,1.36,,,,
"1950-12-01",27181.0136485838,12.9613996855179,10.540006561133,4.3,,,,,1.34,,,,
"1951-01-01",27582.879011224,13.1717435857004,10.7087816862112,3.7,,,,,1.34,,,,
"1951-02-01",28112.8392029025,13.3688752554191,10.8986537019241,3.4,,,,,1.36,,,,
"1951-03-01",28304.281785868,13.3902623082266,10.9197505925589,3.4,,,,,1.4,,,,
"1951-04-01",28446.351982015,13.3943761752683,10.9366281050667,3.1,,,,,1.47,,,,
"1951-05-01",28670.1754442787,13.4170361030227,10.9661637519554,3,,,,,1.55,,,,
"1951-06-01",28905.9725737005,13.3857613970657,10.9408474831937,3.2,,,,,1.45,,,,
"1951-07-01",29101.658182131,13.3954974767076,10.9324087269398,3.1,,,,,1.56,,,,
"1951-08-01",29183.4106054295,13.3887670667437,10.911311836305,3.1,,,,,1.62,,,,
"1951-09-01",29561.1812124333,13.4361548522175,10.9830412644632,3.3,,,,,1.63,,,,
"1951-10-01",29523.7267101615,13.505150987333,11.0378931801136,3.5,,,,,1.54,,,,
"1951-11-01",29698.447607217,13.5593766723088,11.1054032301449,3.5,,,,,1.56,,,,
"1951-12-01",29822.3256826145,13.6156504863969,11.1686939020492,3.1,,,,,1.73,,,,
"1952-01-01",29889.395205892,13.5924672687606,11.1602551457953,3.2,,,,,1.57,,,,
"1952-02-01",29960.9255786695,13.5551943800404,11.1433776332875,3.1,,,,,1.54,,,,
"1952-03-01",30104.6792154342,13.5152472087819,11.1349388770336,2.9,,,,,1.59,,,,
"1952-04-01",30184.233931644,13.5270822095208,11.1644745239223,2.9,,,,,1.57,,,,
"1952-05-01",30106.403866564,13.5518806681113,11.1686939020492,3,,,,,1.67,,,,
"1952-06-01",29966.8622017845,13.6338044855813,11.194010170811,3,,,,,1.7,,,,
"1952-07-01",29663.8004227308,13.8104246362006,11.2573008427153,3.2,,,,,1.81,,,,
"1952-08-01",30857.6080667628,13.7044707474427,11.2615202208423,3.4,,,,,1.83,,,,
"1952-09-01",31403.8415105037,13.6577826639852,11.2362039520805,3.1,,,,,1.71,,,,
"1952-10-01",31440.6079679365,13.7424757094628,11.2615202208423,3,,,,,1.74,,,,
"1952-11-01",31793.7977904848,13.7497531903118,11.2615202208423,2.8,,,,,1.85,,,,
"1952-12-01",31968.5942415732,13.7870570299362,11.2699589770962,2.7,,,,,2.09,,,,
"1953-01-01",32131.4527332023,13.7753067956761,11.2404233302075,2.9,,,,,1.96,,,,
"1953-02-01",32305.9349688062,13.7562052568166,11.2193264395727,2.6,,,,,1.97,,,,
"1953-03-01",32557.612297983,13.7575822353413,11.2362039520805,2.6,,,,,2.01,,,,
"1953-04-01",32655.7344774058,13.7740827779846,11.2615202208423,2.7,,,,,2.19,2.83,,,
"1953-05-01",32714.026251769,13.7706612457556,11.2657395989692,2.5,,,,,2.16,3.05,,,
"1953-06-01",32567.4892708145,13.8257626356634,11.2952752458579,2.5,,,,,2.11,3.11,,,
"1953-07-01",32749.0115364882,13.8124256050655,11.3037140021118,2.6,,,,,2.04,2.93,,,
"1953-08-01",32678.3279083283,13.8436580384155,11.3290302708735,2.7,,,,,2.04,2.95,,,
"1953-09-01",32365.4105551767,13.8874621487951,11.3459077833813,2.9,,,,,1.79,2.87,,,
"1953-10-01",32520.0231526913,13.8700755921756,11.3712240521431,3.1,,,,,1.38,2.66,,,
"1953-11-01",32134.9719389887,13.8529200271558,11.3290302708735,3.5,,,,,1.44,2.68,,,
"1953-12-01",31837.5049083123,13.8978939896949,11.3374690271274,4.5,,,,,1.6,2.59,,,
"1954-01-01",31965.7051057868,13.9220819019461,11.3670046740161,4.9,,,,,1.18,2.48,,,
"1954-02-01",32237.6567890563,13.9187670900586,11.3881015646509,5.2,,,,,0.97,2.47,,,
"1954-03-01",32132.8881051613,13.9117254044414,11.3627852958892,5.7,,,,,1.03,2.37,,,
"1954-04-01",31945.128484748,13.913211655504,11.3332496490005,5.9,,,,,0.97,2.29,,,
"1954-05-01",32201.208076752,13.9345284974714,11.3627852958892,5.9,,,,,0.76,2.37,,,
"1954-06-01",32383.9134384955,13.9429922722299,11.3670046740161,5.6,,,,,0.64,2.38,,,
"1954-07-01",32498.2434582007,13.9221119838538,11.3332496490005,5.8,,,0.25,0.8,0.72,2.3,,,
"1954-08-01",32579.7452318677,13.9511518849233,11.3290302708735,6,,,1.44,1.22,0.92,2.36,,,
"1954-09-01",32671.011309924,13.9725078147508,11.3121527583657,6.1,,,1.44,1.07,1.01,2.38,,,
"1954-10-01",32920.4390896,13.9548662507391,11.2741783552231,5.7,,,1.13,0.85,0.98,2.43,,,
"1954-11-01",33368.7667391182,13.9900161739847,11.2994946239848,5.3,,,1.38,0.83,0.93,2.48,,,
"1954-12-01",33644.2941712732,14.014435595321,11.2952752458579,5,,,1.44,1.28,1.15,2.51,,,
"1955-01-01",34122.9656372923,14.0181979836528,11.2952752458579,4.9,,,1.44,1.39,1.22,2.61,,,
"1955-02-01",34373.0844233715,14.0742779627043,11.3163721364927,4.7,,,1.44,1.29,1.17,2.65,,,
"1955-03-01",34772.1999393338,14.0630864483572,11.3037140021118,4.6,,,1.44,1.35,1.28,2.68,,,
"1955-04-01",34889.7650324327,14.1008936522541,11.3037140021118,4.7,,,1.69,1.43,1.59,2.75,,,
"1955-05-01",35219.7873661408,14.103200158256,11.2952752458579,4.3,,,1.69,1.43,1.45,2.76,,,
"1955-06-01",35273.4476014235,14.1259695227795,11.2699589770962,4.2,,,1.69,1.64,1.41,2.78,,,
"1955-07-01",35733.892670478,14.1549855950442,11.2910558677309,4,,,1.75,1.68,1.6,2.9,,,
"1955-08-01",35764.235135636,14.1920226613052,11.2741783552231,4.2,,,2,1.96,1.9,2.97,,,
"1955-09-01",36057.1221938758,14.2798265777784,11.3290302708735,4.1,,,2.19,2.18,2.07,2.97,,,
"1955-10-01",36352.2700553767,14.278926518487,11.3163721364927,4.3,,,2.25,2.24,2.23,2.88,,,
"1955-11-01",36419.4328420373,14.3615642942864,11.3416884052544,4.2,,,2.44,2.35,2.24,2.89,,,
"1955-12-01",36501.2971025837,14.4089368105134,11.3374690271274,4.2,,,2.5,2.48,2.54,2.96,,,
"1956-01-01",36671.6315425645,14.431442729645,11.3205915146196,4,,,2.5,2.45,2.41,2.9,,,
"1956-02-01",36552.639295888,14.5136154868955,11.3332496490005,3.9,,,2.5,2.5,2.32,2.84,,,
"1956-03-01",36712.229161546,14.5345702509524,11.3459077833813,4.2,,,2.5,2.5,2.25,2.96,,,
"1956-04-01",37127.9788225955,14.5032774945191,11.3627852958892,4,,,2.75,2.62,2.6,3.18,,,
"1956-05-01",37162.481114632,14.5722130660837,11.4049790771587,4.3,,,2.75,2.75,2.61,3.07,,,
"1956-06-01",37212.0400627678,14.6622196267649,11.4556116146822,4.3,,,2.75,2.71,2.49,3,,,
"1956-07-01",36695.9244260377,14.8619272288289,11.5146829084595,4.4,,,2.69,2.75,2.31,3.11,,,
"1956-08-01",37789.3389208152,14.7359779581853,11.5231216647134,4.1,,,3,2.73,2.6,3.33,,,
"1956-09-01",38312.4866531448,14.6918112013684,11.5399991772213,3.9,,,3,2.95,2.84,3.38,,,
"1956-10-01",38434.8087573858,14.7519039481587,11.6075092272525,3.9,,,3,2.96,2.9,3.34,,,
"1956-11-01",38062.7951287615,14.8316522985912,11.6075092272525,4.3,,,3,2.88,2.99,3.49,,,
"1956-12-01",38618.146113849,14.8798733149734,11.658141764776,4.2,,,3,2.94,3.21,3.59,,,
"1957-01-01",38726.5092595188,14.9847733656191,11.6750192772838,4.2,,,3,2.84,3.11,3.46,,,
"1957-02-01",39283.9499059375,15.0314695745658,11.7298711929342,3.9,,,3,3,3.1,3.34,,,
"1957-03-01",39434.2908345365,15.0572602661143,11.755187461696,3.7,,,2.94,2.96,3.08,3.41,,,
"1957-04-01",39222.0587320085,15.0987032650931,11.7847231085846,3.9,,,3,3,3.07,3.48,,,
"1957-05-01",39269.633914012,15.1245798435974,11.8142587554733,4.1,,,3,3,3.06,3.6,,,
"1957-06-01",39514.5573539742,15.1655846349976,11.8606719148698,4.3,,,3,3,3.29,3.8,,,
"1957-07-01",39815.5999561418,15.2041968459117,11.8944269398855,4.2,,,2.88,2.99,3.16,3.93,,,
"1957-08-01",40030.618451483,15.2289279842498,11.9324013430281,4.1,,,3.5,3.24,3.37,3.93,,,
"1957-09-01",40026.2815923672,15.2261880563508,11.9492788555359,4.4,,,3.5,3.47,3.53,3.92,,,
"1957-10-01",39883.3595234185,15.1898723674362,11.9492788555359,4.5,,,3.5,3.5,3.58,3.97,,,
"1957-11-01",39547.7012664213,15.2367490240632,11.9872532586785,5.1,,,3,3.28,3.31,3.72,,,
"1957-12-01",39284.9392101538,15.2657085499379,12.0125695274402,5.2,,,3,2.98,3.04,3.21,,,
"1958-01-01",39130.0171843635,15.3468102393587,12.0842989555984,5.8,,,1.5,2.72,2.44,3.09,,,
"1958-02-01",38829.0567987915,15.3935558293208,12.1096152243602,6.4,,,0.5,1.67,1.53,3.05,,,
"1958-03-01",38925.9260168418,15.4459833697746,12.1813446525184,6.7,,,0.5,1.2,1.3,2.98,,,
"1958-04-01",38853.619602448,15.4728214038547,12.2108802994071,7.4,,,0.25,1.26,1.13,2.88,,,
"1958-05-01",39247.4946468415,15.4420283114826,12.2108802994071,7.4,,,0.13,0.63,0.91,2.92,,,
"1958-06-01",39893.3857507075,15.4060930164998,12.1982221650262,7.3,,,0.5,0.93,0.83,2.97,,,
"1958-07-01",40107.9401663438,15.4793730062704,12.1897834087723,7.5,,,0.38,0.68,0.91,3.2,,,
"1958-08-01",40592.5466361392,15.5382486813517,12.2108802994071,7.4,,,1.75,1.53,1.69,3.54,,,
"1958-09-01",40759.763197512,15.5843308678216,12.1982221650262,7.1,,,1.5,1.76,2.44,3.76,,,
"1958-10-01",41083.8372646615,15.6103174965216,12.1982221650262,6.7,,,2,1.8,2.63,3.8,,,
"1958-11-01",41915.471767971,15.575596454612,12.215099677534,6.2,,,2.5,2.27,2.67,3.74,,,
"1958-12-01",41889.440967365,15.6373696935982,12.2235384337879,6.2,,,2.38,2.42,2.77,3.86,,,
"1959-01-01",42242.299907316,15.6462789603377,12.2404159462958,6,274900,286600,2.5,2.48,2.82,4.02,,,
"1959-02-01",42609.152878644,15.6341789779352,12.2361965681688,5.9,276000,287700,2.5,2.43,2.7,3.96,,,
"1959-03-01",42731.0472140378,15.6522152249749,12.2235384337879,5.6,277300,289200,3,2.8,2.8,3.99,,,
"1959-04-01",43035.334377257,15.6744248128993,12.2277578119149,5.2,278100,290100,3,2.96,2.95,4.12,,,
"1959-05-01",43574.7620544107,15.6709848153426,12.2530740806766,5.1,280200,292200,3.25,2.9,2.84,4.31,,,
"1959-06-01",44053.1535683268,15.6614382029294,12.2826097275653,5,281900,294100,3,3.39,3.21,4.34,,,
"1959-07-01",44061.6887059178,15.6772948780036,12.2994872400731,5.1,283100,295200,3.5,3.47,3.2,4.4,,,
"1959-08-01",43490.1951775387,15.7592235014525,12.312145374454,5.2,284200,296400,3.5,3.5,3.38,4.43,,,
"1959-09-01",43706.6161165393,15.7522491837134,12.3416810213427,5.5,284300,296700,3,3.76,4.04,4.68,,,
"1959-10-01",43494.7368486623,15.8131194627189,12.3838748026122,5.7,284200,296500,4,3.98,4.05,4.53,,,
"1959-11-01",43492.8210751202,15.8388328881954,12.3838748026122,5.8,285400,297100,4,4,4.15,4.53,,,
"1959-12-01",45162.4420762168,15.7244980017068,12.4091910713739,5.3,286300,297800,4,3.99,4.49,4.69,,,
"1960-01-01",45606.8996523985,15.7602705304905,12.3923135588661,5.2,286700,298200,4,3.99,4.35,4.72,,,
"1960-02-01",45177.5009839985,15.8883379157629,12.4091910713739,4.8,287000,298400,4,3.97,3.96,4.49,,,
"1960-03-01",44877.5993635975,15.9164813182557,12.4091910713739,5.4,287800,299300,4,3.84,3.31,4.25,,,
"1960-04-01",44934.339752082,15.9037994939482,12.4640429870244,5.2,288300,300100,4,3.92,3.23,4.28,,,
"1960-05-01",45182.6220687177,15.8636136122336,12.4767011214052,5.1,289100,300900,3.5,3.85,3.29,4.35,,,
"1960-06-01",45153.0381792013,15.9149142490429,12.493578633913,5.4,290300,302300,3.5,3.32,2.46,4.15,,,
"1960-07-01",45388.1366391505,15.928618909682,12.4682623651513,5.5,291700,304100,3.25,3.23,2.3,3.9,,,
"1960-08-01",45649.1844929075,15.9528402175372,12.493578633913,5.6,294100,306900,3,2.98,2.3,3.8,,,
"1960-09-01",45363.678867939,15.9649965851558,12.493578633913,5.5,295500,308400,3,2.6,2.48,3.8,,,
"1960-10-01",45348.2706991155,15.9666975645527,12.5526499276904,6.1,296400,309500,2.75,2.47,2.3,3.89,,,
"1960-11-01",44999.7072556675,15.9866355502911,12.5653080620713,6.1,298300,310900,0.25,2.44,2.37,3.93,,,
"1960-12-01",44701.272045209,16.0353226717994,12.5779661964521,6.6,299800,312400,3,1.98,2.25,3.84,,,
"1961-01-01",45236.5864988085,16.0103777320571,12.590624330833,6.6,301400,314100,2.25,1.45,2.24,3.84,,,
"1961-02-01",45423.717588571,16.0260443650634,12.590624330833,6.9,303500,316500,2,2.54,2.42,3.78,,,
"1961-03-01",45594.1959126185,16.0551222180171,12.590624330833,6.9,305200,318300,2,2.02,2.39,3.74,,,
"1961-04-01",45938.1642522702,16.0567940032717,12.5779661964521,7,306400,319900,0.5,1.49,2.29,3.78,,,
"1961-05-01",46289.3830927685,16.0775290337352,12.590624330833,7.1,308200,322200,1,1.98,2.29,3.71,,,
"1961-06-01",46658.7026549622,16.067748366408,12.590624330833,6.9,309900,324300,0.5,1.73,2.33,3.88,,,
"1961-07-01",47134.6585440653,16.0759585125361,12.6243793558486,7,310800,325600,2.5,1.17,2.24,3.92,,,
"1961-08-01",47424.3334355883,16.0864949657984,12.6328181121025,6.6,312600,327600,1.75,2,2.39,4.04,,,
"1961-09-01",47357.0080203485,16.1633302904529,12.6496956246104,6.7,314200,329500,1.5,1.88,2.28,3.98,,,
"1961-10-01",47874.5921265822,16.1561623549535,12.6496956246104,6.5,315600,331100,2,2.26,2.3,3.92,,,
"1961-11-01",48405.5836459682,16.1500666238166,12.6496956246104,6.1,318500,333400,1.75,2.61,2.48,3.94,,,
"1961-12-01",48872.824227446,16.170580357614,12.6623537589912,6,320700,335500,2.5,2.33,2.6,4.06,,,
"1962-01-01",48865.5051715212,16.251955542915,12.6750118933721,5.8,321800,337500,1.5,2.15,2.72,4.08,,,
"1962-02-01",49665.3127553975,16.2316788524723,12.7045475402608,5.5,323700,340100,2.75,2.37,2.73,4.04,,,
"1962-03-01",49972.4320730775,16.2432341097667,12.7298638090225,5.6,325700,343100,2.75,2.85,2.72,3.93,,,
"1962-04-01",50036.5746836198,16.2499069179157,12.7467413215303,5.6,327400,345500,2.5,2.78,2.73,3.84,,,
"1962-05-01",50044.2715513715,16.2728842591372,12.7593994559112,5.5,329200,347500,2.75,2.36,2.69,3.87,,,
"1962-06-01",50010.6537650072,16.2835154603934,12.7467413215303,5.5,330700,349300,2.75,2.68,2.73,3.91,,,
"1962-07-01",50509.9588828382,16.2668003882591,12.7509606996573,5.4,332000,350800,2.75,2.71,2.92,4.01,,,
"1962-08-01",50684.2500974155,16.3013513214598,12.776276968419,5.7,333600,352800,3,2.93,2.82,3.98,,,
"1962-09-01",51062.5410197475,16.3405944795543,12.8353482621964,5.6,335100,354900,2.75,2.9,2.78,3.98,,,
"1962-10-01",50945.846660452,16.3269028636598,12.8184707496886,5.4,337000,357200,3,2.9,2.74,3.93,,,
"1962-11-01",51053.5550038965,16.3266474482921,12.8184707496886,5.7,340000,359800,2.88,2.94,2.83,3.92,,,
"1962-12-01",51070.5983356493,16.3552423823513,12.8184707496886,5.5,342600,362700,3,2.93,2.87,3.86,,,
"1963-01-01",51488.951353401,16.3871139380615,12.8437870184503,5.7,344600,365200,3,2.92,2.91,3.83,,,
"1963-02-01",51914.2600545085,16.3994657896124,12.8606645309581,5.9,347000,367900,3,3,2.92,3.92,,,
"1963-03-01",52014.7885920885,16.4362669557758,12.873322665339,5.7,349300,370700,3,2.98,2.89,3.93,,,
"1963-04-01",52033.3460527525,16.4423579721615,12.8606645309581,5.7,351300,373300,3,2.9,2.9,3.97,,,
"1963-05-01",52483.2077704412,16.4250517627579,12.873322665339,5.9,353700,376100,3,3,2.93,3.93,,,
"1963-06-01",52921.446176802,16.4419048988944,12.9155164466085,5.6,355600,378400,3,2.99,2.99,3.99,,,
"1963-07-01",53310.993232377,16.4486538978751,12.9492714716242,5.6,357800,381100,3.5,3.02,3.18,4.02,,,
