"date","gdp_nom","gdp_defl","cpi","ur","m1","m2","policy","ffer_1d","tb_3m","gov_10y","compx","ndx","reer"
"1963-08-01",53706.470358917,16.4664287650195,12.9745877403859,5.4,359700,383600,3.5,3.49,3.32,4,,,
"1963-09-01",54093.5364087015,16.4588751878449,12.961929606005,5.5,361500,386000,3.5,3.48,3.38,4.08,,,
"1963-10-01",54242.2068016417,16.5314873871005,12.9745877403859,5.5,362900,388300,3.5,3.5,3.45,4.11,,,
"1963-11-01",54494.2880670953,16.5824904266361,12.9872458747667,5.7,366200,391500,3.5,3.48,3.52,4.12,,,
"1963-12-01",54748.0051312638,16.6608627421392,13.0294396560363,5.5,367700,393200,3.25,3.38,3.52,4.13,,,
"1964-01-01",55557.269532632,16.6455185820632,13.054755924798,5.6,369300,395200,3.5,3.48,3.52,4.17,,,
"1964-02-01",55954.7086630055,16.6205081331911,13.0420977904172,5.4,371500,397600,3.5,3.48,3.53,4.15,,,
"1964-03-01",55943.5218043628,16.6650984011805,13.054755924798,5.4,373400,399800,3.5,3.43,3.54,4.22,,,
"1964-04-01",56346.524566806,16.6463278081414,13.058975302925,5.3,375100,401700,3.5,3.47,3.47,4.23,,,
"1964-05-01",56533.7744298387,16.678752371706,13.0716334373058,5.1,377400,404200,3.5,3.5,3.48,4.2,,,
"1964-06-01",56788.201003351,16.7206695343831,13.0842915716867,5.2,379700,407100,3.5,3.5,3.48,4.17,,,
"1964-07-01",57354.8253993605,16.7344843570713,13.0885109498137,4.9,382300,410100,3.5,3.42,3.46,4.19,,,
"1964-08-01",57768.1230116935,16.7472807227133,13.1011690841945,5,385200,413400,3.5,3.5,3.5,4.19,,,
"1964-09-01",57884.8015889457,16.763818589948,13.1138272185754,5.1,388100,416900,2.75,3.45,3.53,4.2,,,
"1964-10-01",57094.7384639253,16.8563485911061,13.1307047310832,5.1,390000,419100,3.5,3.36,3.57,4.19,,,
"1964-11-01",58354.0932506677,16.7936725742249,13.1686791342258,4.8,393200,422000,4,3.52,3.64,4.15,,,
"1964-12-01",58880.918285406,16.8243535067623,13.1855566467336,5,395500,424700,4,3.85,3.84,4.18,,,
"1965-01-01",59468.1593463765,16.882726622427,13.1982147811145,4.9,397600,427500,4,3.9,3.81,4.19,,,
"1965-02-01",59727.8119526887,16.924619143267,13.1982147811145,5.1,399700,430400,4,3.98,3.93,4.21,,,
"1965-03-01",60251.5287009328,16.9202497517693,13.2108729154953,4.7,402200,433200,4,4.05,3.93,4.21,,,
"1965-04-01",60349.2310854273,16.9481830450497,13.240408562384,4.8,404100,435400,4.13,4.09,3.93,4.2,,,
"1965-05-01",60787.4199410653,16.9798731707625,13.2826023436536,4.6,405400,437100,4.13,4.1,3.89,4.21,,,
"1965-06-01",61411.098973503,17.0316957567089,13.337454259304,4.6,407900,440100,4.13,4.05,3.8,4.21,,,
"1965-07-01",62028.9646530277,17.0207088513086,13.3247961249231,4.4,410000,442900,4.13,4.09,3.84,4.2,,,
"1965-08-01",62418.641041038,17.0360937031984,13.3121379905423,4.4,412500,445800,4,4.12,3.84,4.25,,,
"1965-09-01",62883.1443059267,17.1010333888536,13.3416736374309,4.3,415600,449500,4.13,4.02,3.92,4.29,,,
"1965-10-01",63656.108072597,17.1162586903451,13.3543317718118,4.2,418300,452600,4.13,4.08,4.03,4.35,,,
"1965-11-01",64205.0843482253,17.1839369107209,13.3965255530814,4.1,421500,455700,4.13,4.1,4.09,4.45,,,
"1965-12-01",65103.0575791717,17.2089654624069,13.4387193343509,4,424700,459200,4.63,4.32,4.38,4.62,,,
"1966-01-01",65729.0027363605,17.2156949634282,13.4513774687318,4,426700,462000,4.5,4.42,4.59,4.61,,,
"1966-02-01",66293.4270866325,17.3050140109021,13.5357650312709,3.8,427900,464600,4.63,4.6,4.65,4.83,,,
"1966-03-01",66911.0701770032,17.3203282196623,13.5779588125404,3.8,428600,467200,4.75,4.66,4.59,4.87,,,
"1966-04-01",66765.4989451583,17.3936466420743,13.62015259381,3.8,427800,469300,4.63,4.67,4.62,4.75,,,
"1966-05-01",67131.3622161548,17.4186275585362,13.6496882406986,3.9,426400,470100,4.75,4.9,4.64,4.78,,,
"1966-06-01",67348.388838687,17.4531292885114,13.6623463750795,3.8,426300,471200,5.5,5.17,4.5,4.81,,,
"1966-07-01",67821.218561467,17.5013993848812,13.6918820219682,3.8,424600,470900,5.75,5.3,4.8,5.02,,,
"1966-08-01",68215.1106278245,17.6190908241021,13.7762695845073,3.8,424000,472600,4.5,5.53,4.96,5.22,,,
"1966-09-01",68873.1708107028,17.649446118465,13.8184633657768,3.7,425100,475400,5.75,5.4,5.37,5.18,,,
"1966-10-01",69376.501567445,17.6865874628742,13.8606571470464,3.7,423400,475700,5.75,5.53,5.35,5.01,,,
"1966-11-01",69212.374933668,17.7556658392171,13.8733152814272,3.6,424000,477300,5.75,5.76,5.32,5.16,,,
"1966-12-01",69736.6234988865,17.7713265939422,13.8901927939351,3.8,425100,480200,5,5.4,4.96,4.84,,,
"1967-01-01",70477.4992260165,17.7408844233027,13.8817540376812,3.9,424600,481600,4,4.94,4.72,4.58,,,
"1967-02-01",70357.2551503862,17.8354813843548,13.9239478189507,3.8,425900,485100,4.75,5,4.56,4.63,,,
"1967-03-01",70207.7456235945,17.8584722498134,13.9239478189507,3.8,428700,489700,4.5,4.53,4.26,4.54,,,
"1967-04-01",70831.2670200305,17.8417462152586,13.9661416002203,3.8,429300,492100,4,4.05,3.84,4.59,,,
"1967-05-01",70450.6162353115,17.8869967842241,13.9661416002203,3.8,432400,497200,4.13,3.94,3.6,4.85,,,
"1967-06-01",70963.8667446568,17.9774523524396,14.0505291627593,3.9,435300,502000,3.5,3.98,3.54,5.02,,,
"1967-07-01",71329.2194192187,18.0492935357714,14.0927229440289,3.8,437600,506300,3.75,3.79,4.21,5.16,,,
"1967-08-01",72568.488064614,18.0327855340817,14.1349167252984,3.8,440500,510800,4,3.9,4.27,5.28,,,
"1967-09-01",72410.5425161645,18.138879624651,14.177110506568,3.8,442700,514700,3.75,3.99,4.42,5.3,,,
"1967-10-01",72506.9778546735,18.2147913494037,14.2193042878375,4,444200,518200,4.13,3.88,4.56,5.48,,,
"1967-11-01",73451.9182455648,18.2853999170216,14.3036918503766,3.9,445800,521200,4.5,4.13,4.73,5.75,,,
"1967-12-01",74400.853899759,18.3219077018781,14.3458856316462,3.8,447000,524800,4.5,4.51,4.97,5.7,,,
"1968-01-01",75025.338554104,18.4074663157236,14.3880794129157,3.7,447500,527400,4.75,4.61,5,5.53,,,
"1968-02-01",75822.666601888,18.4741061634579,14.4302731941853,3.8,448200,530400,4.75,4.71,4.98,5.56,,,
"1968-03-01",76498.7448440093,18.5486542179815,14.4724669754548,3.7,449800,533200,5.25,5.05,5.17,5.74,,,
"1968-04-01",76981.3645114158,18.6377055514438,14.5146607567244,3.5,450900,535700,6.25,5.76,5.38,5.64,,,
"1968-05-01",77974.027300763,18.6528550332925,14.5568545379939,3.5,452500,538900,6.13,6.12,5.66,5.87,,,
"1968-06-01",78630.6081878197,18.725395450778,14.641242100533,3.7,454300,542600,5.5,6.07,5.52,5.72,,,
"1968-07-01",78914.093442007,18.8038836200017,14.7256296630721,3.7,455100,545600,6,6.03,5.31,5.5,,,
"1968-08-01",79234.464132348,18.8479971948782,14.7678234443417,3.5,457100,549400,5.75,6.03,5.09,5.42,,,
"1968-09-01",79557.6924256412,18.9145711846393,14.8100172256112,3.4,459200,553600,5.5,5.78,5.19,5.46,,,
"1968-10-01",79877.6534644535,19.0581448349371,14.8944047881503,3.4,460700,557600,6,5.91,5.35,5.58,,,
"1968-11-01",80785.7725979315,19.0937950911706,14.9365985694198,3.4,463400,562400,6,5.82,5.45,5.7,,,
"1968-12-01",81344.0739376132,19.2122199595199,15.0209861319589,3.4,466300,566800,4,6.02,5.96,6.03,,,
"1969-01-01",82000.619607931,19.2660622555326,15.0631799132285,3.4,467400,569300,6.38,6.3,6.14,6.04,,,
"1969-02-01",82645.263035247,19.3009382659795,15.105373694498,3.4,467500,571900,7,6.61,6.12,6.19,,,
"1969-03-01",83688.3673568168,19.3899031318101,15.2319550383067,3.4,468900,574400,6.25,6.79,6.02,6.3,,,
"1969-04-01",83780.933555662,19.4863455960125,15.3163426008458,3.4,468600,575700,8,7.41,6.11,6.17,,,
"1969-05-01",83724.6494486258,19.5686302104708,15.3585363821153,3.4,468100,576500,9.38,8.67,6.04,6.32,,,
"1969-06-01",84749.4169957055,19.6395509208443,15.4429239446544,3.5,469200,578500,7.5,8.9,6.44,6.57,,,
"1969-07-01",85515.2777279917,19.7592776170041,15.5273115071935,3.5,467700,579500,8.75,8.61,7,6.72,,,
"1969-08-01",85850.6981253198,19.8306173160568,15.5695052884631,3.5,466100,580100,9.75,9.19,6.98,6.69,,,
"1969-09-01",86123.0241466855,19.930074214233,15.6538928510022,3.7,466700,582100,8.5,9.15,7.09,7.16,,,
"1969-10-01",86365.7779063248,20.0010091501943,15.7382804135412,3.7,466400,583400,9,9,7,7.1,,,
"1969-11-01",86255.154905605,20.1136052769145,15.8226679760803,3.5,466900,585400,9.25,8.85,7.24,7.14,,,
"1969-12-01",86915.817188065,20.1731847283076,15.9070555386194,3.5,467600,587900,5,8.97,7.82,7.65,,,
"1970-01-01",86814.4426135387,20.3088384460346,15.9914431011585,3.9,468900,589600,9.38,8.98,7.87,7.79,,,
"1970-02-01",87692.8792857253,20.3686080735042,16.0758306636976,4.2,462900,586300,8.5,8.98,7.13,7.24,,,
"1970-03-01",88292.678100735,20.458412879341,16.1602182262367,4.4,460200,587300,7.5,7.76,6.63,7.07,,,
"1970-04-01",88566.3060973923,20.5817545560296,16.2446057887758,4.6,458100,588400,8.5,8.1,6.51,7.39,,,
"1970-05-01",88894.7769856418,20.6490746597311,16.2867995700454,4.8,457300,591500,7.88,7.95,6.84,7.91,,,
"1970-06-01",89382.6669169613,20.7585352384188,16.3711871325845,4.9,458000,595200,5.75,7.61,6.68,7.84,,,
"1970-07-01",90219.9775763302,20.7874637065059,16.413380913854,5,459500,599100,6.75,7.21,6.45,7.46,,,
"1970-08-01",90615.7816244315,20.8177496794163,16.4555746951236,5.1,462800,604900,6.5,6.62,6.41,7.53,,,
"1970-09-01",90678.9907992375,20.8934464578107,16.5399622576627,5.4,466900,611200,5,6.29,6.12,7.39,,,
"1970-10-01",89690.507139384,21.0200786988605,16.6243498202017,5.5,469900,616400,6.13,6.2,5.91,7.33,,,
"1970-11-01",89963.7020712328,21.1378449717938,16.7087373827408,5.9,472500,621100,5.5,5.6,5.28,6.84,,,
"1970-12-01",92497.7907893787,21.1646392299634,16.7931249452799,6.1,475400,626500,3,4.9,4.87,6.39,,,
"1971-01-01",94158.910954066,21.3030212481395,16.8353187265495,5.9,479100,632900,4,4.14,4.44,6.24,,,
"1971-02-01",94635.4852506528,21.4263359608787,16.8353187265495,5.9,483500,641000,3.38,3.72,3.7,6.11,100.963333333333,,
"1971-03-01",94994.6037952773,21.5564738327503,16.877512507819,6,488300,649900,4.5,3.71,3.38,5.7,104.470434782609,,
"1971-04-01",95471.3969559048,21.6197235477781,16.9197062890886,5.9,492600,658400,4.25,4.16,3.86,5.83,109.555238095238,,
"1971-05-01",96302.9880497593,21.7120647670895,17.0040938516277,5.9,497700,666700,4.88,4.63,4.14,6.39,109.5705,,
"1971-06-01",97293.3649943307,21.7962567228008,17.0884814141668,5.9,501700,673000,4.75,4.91,4.75,6.52,108.567727272727,,
"1971-07-01",97821.1777325715,21.8696716719305,17.1306751954363,6,505700,679600,5.5,5.31,5.4,6.73,109.303333333333,,
"1971-08-01",97746.6175324568,21.9710432605829,17.1728689767059,6.1,509000,685500,5.75,5.57,4.94,6.58,106.513181818182,,
"1971-09-01",98850.9547349708,21.9528488775649,17.2150627579754,6,512500,692500,5.38,5.55,4.69,6.14,109.52380952381,,
"1971-10-01",98942.9919858743,21.9963411342403,17.257256539245,5.8,515400,698400,5.13,5.2,4.46,5.93,108.41,,
"1971-11-01",98958.846376573,22.1116648218733,17.2994503205145,6,518000,704600,4.25,4.91,4.22,5.81,103.585238095238,,
"1971-12-01",99672.4116375513,22.2352339502656,17.3416441017841,6,520500,710300,3,4.14,4.01,5.93,109.808181818182,,
"1972-01-01",101484.72206732,22.3321261029516,17.3838378830536,5.8,524800,717700,3.13,3.51,3.38,5.95,116.543333333333,,
"1972-02-01",102677.168535118,22.4906371470283,17.4682254455927,5.7,529400,725700,3.25,3.3,3.2,6.08,122.6645,,
"1972-03-01",103490.359397559,22.5284809334437,17.4682254455927,5.8,533800,733500,4,3.83,3.73,6.07,127.548181818182,,
"1972-04-01",104939.579831421,22.5253093872198,17.5104192268622,5.7,536700,738400,4.31,4.17,3.71,6.19,131.8145,,
"1972-05-01",105501.866345035,22.593351608563,17.5526130081318,5.7,538600,743300,4.75,4.27,3.69,6.13,130.496363636364,,
"1972-06-01",106150.803823539,22.6524871186302,17.5948067894013,5.7,541500,749700,4.5,4.46,3.91,6.11,130.979090909091,,
"1972-07-01",106396.960091096,22.7425883102373,17.6370005706709,5.6,546500,759500,4.5,4.55,3.98,6.11,129.1825,,
"1972-08-01",107686.709248218,22.7698012934899,17.6791943519404,5.6,552100,768700,5.13,4.81,4.02,6.21,130.618695652174,,
"1972-09-01",108557.830660684,22.9072156362693,17.7635819144795,5.5,557500,778300,4.88,4.87,4.66,6.55,128.284,,
"1972-10-01",109534.336919125,23.0033162775831,17.8057756957491,5.6,561600,786900,4.88,5.05,4.74,6.48,128.395,,
"1972-11-01",110769.354304761,23.118050136834,17.8901632582882,5.3,565600,793900,5.19,5.06,4.78,6.28,132.6745,,
"1972-12-01",111922.30877611,23.1702207195355,17.9323570395577,5.2,570600,802300,5.5,5.33,5.07,6.36,133.312105263158,,
"1973-01-01",113074.361145583,23.262596354939,18.0167446020968,4.9,574200,810300,6.5,5.94,5.41,6.46,133.529047619048,,
"1973-02-01",115112.230124847,23.3251462308459,18.1433259459055,5,575300,814100,7.5,6.58,5.6,6.64,124.496842105263,,
"1973-03-01",116185.908729569,23.5019443627133,18.3121010709837,4.9,575200,815300,7.38,7.09,6.09,6.71,119.582727272727,,
"1973-04-01",116963.281830283,23.631752405128,18.4386824147923,5,576500,819700,7.63,7.12,6.26,6.67,112.95,,
"1973-05-01",118006.267200467,23.6902559947483,18.5230699773314,4.9,580000,826800,8.13,7.84,6.36,6.85,106.370909090909,,
"1973-06-01",118502.200969249,23.8463149495368,18.64965132114,4.9,583300,833300,8.88,8.49,7.19,6.9,101.752857142857,,
"1973-07-01",118367.418894118,23.8902426030455,18.64965132114,4.8,584900,836500,11.22,10.4,8.01,7.13,104.68619047619,,
"1973-08-01",119514.059572682,24.2857138841862,18.9872015712964,4.8,583600,838800,11.22,10.5,8.67,7.4,104.389565217391,,
"1973-09-01",120578.021533197,24.3794423292918,19.0715891338355,4.8,582900,839300,10.82,10.78,8.29,7.09,107.642631578947,,
"1973-10-01",122262.686068354,24.5507930876809,19.2403642589137,4.6,584500,842600,10.61,10.01,7.22,6.79,112.357391304348,,
"1973-11-01",123255.637555898,24.6537894100631,19.3669456027223,4.8,586800,848900,10.34,10.03,7.83,6.73,101.291904761905,,
"1973-12-01",123553.926375748,24.7954190967914,19.5357207278005,4.9,589700,855500,9.83,9.95,7.45,6.74,90.7925,,
