"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m3","policy","ibr_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1992-01-01",,,,,73.5910878112713,4.56666666666667,,634939.793850477,11.6666666666667,12.2971961791831,9.47,,37.9748445601016,5.88656666666667,
"1992-04-01",,,,,73.9769914081841,5.26666666666667,,636331.41023679,11.5,11.864512987013,9.58,,37.0464197099477,5.82586666666667,
"1992-07-01",,,,,74.1590214067278,5.96666666666667,,612010.30387389,22.6666666666667,15.8966322542192,10.56,,35.8559270991858,5.35283333333333,
"1992-10-01",,,,,74.8944226008446,6.5,,662589.116566608,12,13.6458704121965,10.4666666666667,,33.1546368369188,6.23006666666667,
"1993-01-01",205325,405577,,68.1374880123071,77.158875782729,7.7,,665216.608321163,10,10.0655829882678,9.8,,30.7380962233124,7.4983,
"1993-04-01",208577,408963,,68.0875061770985,77.5593417795253,9.03333333333333,,669446.215625601,8.91666666666667,9.11417027417027,9.09,,30.5757214909357,7.40373333333333,
"1993-07-01",212562,417602,,69.0532900959223,77.5156545798748,9.63333333333333,,684591.667195975,8.16666666666667,8.16621212121212,7.91666666666667,,30.4384807426173,8.01631,
"1993-10-01",214985,421416,,69.425256428554,78.1636813746906,9.8,,694056.83687095,7.75,7.68318464144551,7.47,,30.5360281868436,8.21536333333333,
"1994-01-01",217463,429283,75.2391904819733,69.8983858436816,78.4913353720693,9.73333333333333,,706687.628535941,7.33333333333333,7.42183471359558,7.35666666666667,127.97082964922,30.9333443677654,8.00074666666667,
"1994-04-01",216996,435394,75.1503682501735,70.0446562762336,79.1976117664191,9.36666666666667,,713821.290091864,7.05666666666667,7.21694805194805,9.18666666666667,128.424660213926,31.5094336731019,7.80212666666667,
"1994-07-01",220823,441690,76.2402893052945,70.4696832358573,79.5325469637396,9.23333333333333,,712631.481365517,7.10666666666667,7.86921513269339,11.25,125.107002292627,31.7157928775806,7.68307666666667,
