"date","gdp_nom","gdp_defl","cpi","ur","m1","m2","m3","policy","ibr_3m","gov_10y","reer","xr_usd"
"1953-03-01",,,,,,,,5,,,,
"1953-04-01",,,,,,,,5,,,,
"1953-05-01",,,,,,,,5,,,,
"1953-06-01",,,,,,,,5,,,,
"1953-07-01",,,,,,,,5,,,,
"1953-08-01",,,,,,,,5,,,,
"1953-09-01",,,,,,,,4.5,,,,
"1953-10-01",,,,,,,,4.5,,,,
"1953-11-01",,,,,,,,4.5,,,,
"1953-12-01",,,,,,,,4.5,,,,
"1954-01-01",,,,,,,,4.5,,,,
"1954-02-01",,,,,,,,4.5,,,,
"1954-03-01",,,,,,,,4.5,,,,
"1954-04-01",,,,,,,,4.5,,,,
"1954-05-01",,,,,,,,4.5,,,,
"1954-06-01",,,,,,,,5.5,,,,
"1954-07-01",,,,,,,,5.5,,,,
"1954-08-01",,,,,,,,5.5,,,,
"1954-09-01",,,,,,,,5.5,,,,
"1954-10-01",,,,,,,,5.5,,,,
"1954-11-01",,,,,,,,5.5,,,,
"1954-12-01",,,,,,,,5.5,,,,
"1955-01-01",,,,,,,,5.5,,,,
"1955-02-01",,,,,,,,5.5,,,,
"1955-03-01",,,,,,,,5.5,,,,
"1955-04-01",,,,,,,,5.5,,,,
"1955-05-01",,,,,,,,5.5,,,,
"1955-06-01",,,,,,,,5.5,,,,
"1955-07-01",,,,,,,,5.5,,,,
"1955-08-01",,,,,,,,5.5,,,,
"1955-09-01",,,,,,,,5.5,,,,
"1955-10-01",,,,,,,,5.5,,,,
"1955-11-01",,,,,,,,5.5,,,,
"1955-12-01",,,,,,,,5.5,,,,
"1956-01-01",,,,,,,,5.5,,,,
"1956-02-01",,,,,,,,5.5,,,,
"1956-03-01",,,,,,,,5.5,,,,
"1956-04-01",,,,,,,,5.5,,,,
"1956-05-01",,,,,,,,5.5,,,,
"1956-06-01",,,,,,,,5.5,,,,
"1956-07-01",,,,,,,,5.5,,,,
"1956-08-01",,,,,,,,5.5,,,,
"1956-09-01",,,,,,,,5.5,,,,
"1956-10-01",,,,,,,,5.5,,,,
"1956-11-01",,,,,,,,5.5,,,,
"1956-12-01",,,,,,,,5.5,,,,
"1957-01-01",,,,,,,,5.5,,,,6.90714000590714
"1957-02-01",,,,,,,,5.5,,,,6.90714000590714
"1957-03-01",,,,,,,,5.5,,,,6.90714000590714
"1957-04-01",,,,,,,,5.5,,,,6.90714000590714
"1957-05-01",,,,,,,,5.5,,,,6.90714000590714
"1957-06-01",,,,,,,,5.5,,,,6.90714000590714
"1957-07-01",,,,,,,,5.5,,,,6.90714000590714
"1957-08-01",,,,,,,,5.5,,,,6.90714000590714
"1957-09-01",,,,,,,,5.5,,,,6.90714000590714
"1957-10-01",,,,,,,,5.5,,,,6.90714000590714
"1957-11-01",,,,,,,,5.5,,,,6.90714000590714
"1957-12-01",,,,,,,,5.5,,,,6.90714000590714
"1958-01-01",,,,,,,,5.5,,,,6.90714000590714
"1958-02-01",,,,,,,,5.5,,,,6.90714000590714
"1958-03-01",,,,,,,,5.5,,,,6.90714000590714
"1958-04-01",,,,,,,,5,,,,6.90714000590714
"1958-05-01",,,,,,,,5,,,,6.90714000590714
"1958-06-01",,,,,,,,5,,,,6.90714000590714
"1958-07-01",,,,,,,,5,,,,6.90714000590714
"1958-08-01",,,,,,,,4.5,,,,6.90714000590714
"1958-09-01",,,,,,,,4.5,,,,6.90714000590714
"1958-10-01",,,,,,,,4.5,,,,6.90714000590714
"1958-11-01",,,,,,,,4.5,,,,6.90714000590714
"1958-12-01",,,,,,,,4.5,,,,6.90714000590714
"1959-01-01",,,,,,,,4.5,,,,6.90714000590714
"1959-02-01",,,,,,,,4.5,,,,6.90714000590714
"1959-03-01",,,,,,,,4.5,,,,6.90714000590714
"1959-04-01",,,,,,,,4.5,,,,6.90714000590714
"1959-05-01",,,,,,,,4.5,,,,6.90714000590714
"1959-06-01",,,,,,,,4.5,,,,6.90714000590714
"1959-07-01",,,,,,,,4.5,,,,6.90714000590714
"1959-08-01",,,,,,,,4.5,,,,6.90714000590714
"1959-09-01",,,,,,,,5,,,,6.90714000590714
"1959-10-01",,,,,,,,5,,,,6.90714000590714
"1959-11-01",,,,,,,,5,,,,6.90714000590714
"1959-12-01",,,,,,,,5,,,,6.90714000590714
"1960-01-01",,,,,,,,5.5,,,,6.90714000590714
"1960-02-01",,,,,,,,5.5,,,,6.90714000590714
"1960-03-01",,,,,,,,5.5,,,,6.90714000590714
"1960-04-01",,,,,,,,5.5,,,,6.90714000590714
"1960-05-01",,,,,,,,5.5,,,,6.90714000590714
"1960-06-01",,,,,,,,5.5,,,,6.90714000590714
"1960-07-01",,,,,,,,5.5,,,,6.90714000590714
"1960-08-01",,,,,,,,5.5,,,,6.90714000590714
"1960-09-01",,,,,,,,5.5,,,,6.90714000590714
"1960-10-01",,,,,,,,5.5,,,,6.90714000590714
"1960-11-01",,,,,,,,5.5,,,,6.90714000590714
"1960-12-01",,,,,,,,5.5,,,,6.90714000590714
"1961-01-01",,,,,,,,5.5,,,,6.90714000590714
"1961-02-01",,,,,,,,5.5,,,,6.90714000590714
"1961-03-01",,,,,,,,5.5,,,,6.90714000590714
"1961-04-01",,,,,,,,5.5,,,,6.90714000590714
"1961-05-01",,,,,,,,6.5,,,,6.90714000590714
"1961-06-01",,,,,,,,6.5,,,,6.90714000590714
"1961-07-01",,,,,,,,6.5,,,,6.90714000590714
"1961-08-01",,,,,,,,6.5,,,,6.90714000590714
"1961-09-01",,,,,,,,6.5,,,,6.90714000590714
"1961-10-01",,,,,,,,6.5,,,,6.90714000590714
"1961-11-01",,,,,,,,6.5,,,,6.90714000590714
"1961-12-01",,,,,,,,6.5,,,,6.90714000590714
"1962-01-01",,,,,,,,6.5,,,,6.90714000590714
"1962-02-01",,,,,,,,6.5,,,,6.90714000590714
"1962-03-01",,,,,,,,6.5,,,,6.90714000590714
"1962-04-01",,,,,,,,6.5,,,,6.90714000590714
"1962-05-01",,,,,,,,6.5,,,,6.90714000590714
"1962-06-01",,,,,,,,6.5,,,,6.90714000590714
"1962-07-01",,,,,,,,6.5,,,,6.90714000590714
"1962-08-01",,,,,,,,6.5,,,,6.90714000590714
"1962-09-01",,,,,,,,6.5,,,,6.90714000590714
"1962-10-01",,,,,,,,6.5,,,,6.90714000590714
"1962-11-01",,,,,,,,6.5,,,,6.90714000590714
"1962-12-01",,,,,,,,6.5,,,,6.90714000590714
"1963-01-01",,,,,,,,6.5,,,,6.90714000590714
"1963-02-01",,,,,,,,6.5,,,,6.90714000590714
"1963-03-01",,,,,,,,6.5,,,,6.90714000590714
"1963-04-01",,,,,,,,6.5,,,,6.90714000590714
"1963-05-01",,,,,,,,6.5,,,,6.90714000590714
"1963-06-01",,,,,,,,6.5,,,,6.90714000590714
"1963-07-01",,,,,,,,6.5,,,,6.90714000590714
"1963-08-01",,,,,,,,6,,,,6.90714000590714
"1963-09-01",,,,,,,,6,,,,6.90714000590714
"1963-10-01",,,,,,,,6,,,,6.90714000590714
"1963-11-01",,,,,,,,5.5,,,,6.90714000590714
"1963-12-01",,,,,,,,5.5,,,,6.90714000590714
"1964-01-01",,,,,,,,5.5,,,,6.90714000590714
"1964-02-01",,,,,,,,5.5,,,,6.90714000590714
"1964-03-01",,,,,,,,5.5,,,,6.90714000590714
"1964-04-01",,,,,,,,5.5,,,,6.90714000590714
"1964-05-01",,,,,,,,5.5,,,,6.90714000590714
"1964-06-01",,,,,,,,6.5,,,,6.90714000590714
"1964-07-01",,,,,,,,6.5,,,,6.90714000590714
"1964-08-01",,,,,,,,6.5,,,,6.90714000590714
"1964-09-01",,,,,,,,6.5,,,,6.90714000590714
"1964-10-01",,,,,,,,6.5,,,,6.90714000590714
"1964-11-01",,,,,,,,6.5,,,,6.90714000590714
"1964-12-01",,,,,,,,6.5,,,,6.90714000590714
"1965-01-01",,,,,,,,6.5,,,,6.90714000590714
"1965-02-01",,,,,,,,6.5,,,,6.90714000590714
"1965-03-01",,,,,,,,6.5,,,,6.90714000590714
"1965-04-01",,,,,,,,6.5,,,,6.90714000590714
"1965-05-01",,,,,,,,6.5,,,,6.90714000590714
"1965-06-01",,,,,,,,6.5,,,,6.90714000590714
"1965-07-01",,,,,,,,6.5,,,,6.90714000590714
"1965-08-01",,,,,,,,6.5,,,,6.90714000590714
"1965-09-01",,,,,,,,6.5,,,,6.90714000590714
"1965-10-01",,,,,,,,6.5,,,,6.90714000590714
"1965-11-01",,,,,,,,6.5,,,,6.90714000590714
"1965-12-01",,,,,,,,6.5,,,,6.90714000590714
"1966-01-01",,,,,,,,6.5,,,,6.90714000590714
"1966-02-01",,,,,,,,6.5,,,,6.90714000590714
"1966-03-01",,,,,,,,6.5,,,,6.90714000590714
"1966-04-01",,,,,,,,6.5,,,,6.90714000590714
"1966-05-01",,,,,,,,6.5,,,,6.90714000590714
"1966-06-01",,,,,,,,6.5,,,,6.90714000590714
"1966-07-01",,,,,,,,6.5,,,,6.90714000590714
"1966-08-01",,,,,,,,6.5,,,,6.90714000590714
"1966-09-01",,,,,,,,6.5,,,,6.90714000590714
"1966-10-01",,,,,,,,6.5,,,,6.90714000590714
"1966-11-01",,,,,,,,6.5,,,,6.90714000590714
"1966-12-01",,,,,,,,6.5,,,,6.90714000590714
"1967-01-01",,,,,,,,6.5,,,,6.90714000590714
"1967-02-01",,,,,,,,6.5,,,,6.90714000590714
"1967-03-01",,,,,,,,6.5,,,,6.90714000590714
"1967-04-01",,,,,,,,6.5,,,,6.90714000590714
"1967-05-01",,,,,,,,6.5,,,,6.90714000590714
"1967-06-01",,,,,,,,6.5,,,,6.90714000590714
"1967-07-01",,,,,,,,6.5,,,,6.90714000590714
"1967-08-01",,,,,,,,6.5,,,,6.90714000590714
"1967-09-01",,,,,,,,6.5,,,,6.90714000590714
"1967-10-01",,,,,,,,6.5,,,,6.90714000590714
"1967-11-01",,,,,,,,6.5,,,,6.907099999
"1967-12-01",,,,,,,,7.5,,,,7.5000000065
"1968-01-01",,,,,,,,7.5,,,,7.5000000065
"1968-02-01",,,,,,,,7.5,,,,7.5000000065
"1968-03-01",,,,,,,,7,,,,7.5000000065
"1968-04-01",,,,,,,,7,,,,7.5000000065
"1968-05-01",,,,,,,,7,,,,7.5000000065
"1968-06-01",,,,,,,,6.5,,,,7.5000000065
"1968-07-01",,,,,,,,6.5,,,,7.5000000065
"1968-08-01",,,,,,,,6,,,,7.5000000065
"1968-09-01",,,,,,,,6,,,,7.5000000065
"1968-10-01",,,,,,,,6,,,,7.5000000065
"1968-11-01",,,,,,,,6,,,,7.5000000065
"1968-12-01",,,,,,,,6,,,,7.5000000065
"1969-01-01",,,,,,,,6,,,,7.5000000065
"1969-02-01",,,,,,,,6,,,,7.5000000065
"1969-03-01",,,,,,,,7,,,,7.5000000065
"1969-04-01",,,,,,,,7,,,,7.5000000065
"1969-05-01",,,,,,,,9,,,,7.5000000065
"1969-06-01",,,,,,,,9,,,,7.5000000065
"1969-07-01",,,,,,,,9,,,,7.5000000065
"1969-08-01",,,,,,,,9,,,,7.5000000065
"1969-09-01",,,,,,,,9,,,,7.5000000065
"1969-10-01",,,,,,,,9,,,,7.5000000065
"1969-11-01",,,,,,,,9,,,,7.5000000065
"1969-12-01",,,,,,,,9,,,,7.5000000065
"1970-01-01",,,,,,,,9,,,,7.5000000065
"1970-02-01",,,,,,,,9,,,,7.5000000065
"1970-03-01",,,,,,,,9,,,,7.5000000065
"1970-04-01",,,,,,,,9,,,,7.5000000065
"1970-05-01",,,,,,,,9,,,,7.5000000065
"1970-06-01",,,,,,,,9,,,,7.5000000065
"1970-07-01",,,,,,,,9,,,,7.5000000065
"1970-08-01",,,,,,,,9,,,,7.5000000065
"1970-09-01",,,,,,,,9,,,,7.5000000065
"1970-10-01",,,,,,,,9,,,,7.5000000065
"1970-11-01",,,,,,,,9,,,,7.5000000065
"1970-12-01",,,,,,,,9,,,,7.5000000065
"1971-01-01",,,,,,,,8,,,,7.5000000065
"1971-02-01",,,,,,,,8,,,,7.5000000065
"1971-03-01",,,,,,,,8,,,,7.5000000065
"1971-04-01",,,,,,,,7.5,,,,7.5000000065
"1971-05-01",,,,,,,,7.5,,,,7.5000000065
"1971-06-01",,,,,,,,7.5,,,,7.5000000065
"1971-07-01",,,,,,,,7.5,,,,7.5000000065
"1971-08-01",,,,,,,,7.5,,,,7.499999999
"1971-09-01",,,,,,,,7.5,,,,7.320999999
"1971-10-01",,,,,,,,7.5,,,,7.266999999
"1971-11-01",,,,,,,,7.5,,,,7.261999999
"1971-12-01",,,,,,,,7.5,,,,7.26605558304328
"1972-01-01",,,,,,,,7,,,,7.036999999
"1972-02-01",,,,,,,,7,,,,6.993499999
"1972-03-01",,,,,,,,7,,,,6.963999999
"1972-04-01",,,,,,,,7,,,,6.997999999
"1972-05-01",,,,,,,,7,,,,6.977999999
"1972-06-01",,,,,,,,8,,,,6.953999999
"1972-07-01",,,,,,,,8,,,,6.963999999
"1972-08-01",,,,,,,,8,,,,6.929999999
"1972-09-01",,,,,,,,8,,,,6.905999999
"1972-10-01",,,,,,,,7,,,,6.915999999
"1972-11-01",,,,,,,,7,,,,6.896999999
"1972-12-01",,,,,,,,7,,,,6.853999999
"1973-01-01",,,,,,,,7,,,,6.881999999
"1973-02-01",,,,,,,,7,,,,6.514999999
"1973-03-01",,,,,,,,7,,,,6.179999999
"1973-04-01",,,,,,,,7,,,,6.218999999
"1973-05-01",,,,,,,,7,,,,6.168999999
"1973-06-01",,,,,,,,7,,,,5.847999999
"1973-07-01",,,,,,,,8,,,,5.535999999
"1973-08-01",,,,,,,,8,,,,5.707999999
"1973-09-01",,,,,,,,8,,,,5.720999999
"1973-10-01",,,,,,,,8,,,,5.646999999
"1973-11-01",,,,,,,,8,,,,5.960999999
"1973-12-01",,,,,,,,9,,,,6.207999999
"1974-01-01",,,,,,,,10,,,,6.659999999
"1974-02-01",,,,,,,,10,,,,6.431999999
"1974-03-01",,,,,,,,10,,,,6.244999999
"1974-04-01",,,,,,,,10,,,,6.068999999
"1974-05-01",,,,,,,,10,,,,5.879999999
"1974-06-01",,,,,,,,10,,,,5.973999999
"1974-07-01",,,,,,,,10,,,,5.933999999
"1974-08-01",,,,,,,,10,,,,6.038999999
"1974-09-01",,,,,,,,10,,,,6.202999999
"1974-10-01",,,,,,,,10,,,,6.027999999
"1974-11-01",,,,,,,,10,,,,5.887999999
"1974-12-01",,,,,,,,10,,,,5.786799999
"1975-01-01",,,,,,,,9,,,,5.615799999
"1975-02-01",,,,,,,,9,,,,5.538399999
"1975-03-01",,,,,,,,9,,,,5.436599999
"1975-04-01",,,,,,,,8,,,,5.519399999
"1975-05-01",,,,,,,,8,,,,5.461899999
"1975-06-01",,,,,,,,8,,,,5.436499999
"1975-07-01",,,,,,,,8,,,,5.711099999
"1975-08-01",,,,,,,,7.5,,,,5.959899999
"1975-09-01",,,,,,,,7.5,,,,6.069799999
"1975-10-01",,,,,,,,7.5,,,,6.022999999
"1975-11-01",,,,,,,,7.5,,,,6.031099999
"1975-12-01",,,,,,,,7.5,,,,6.150299999
"1976-01-01",,,,,,,,7.5,,,,6.158099999
"1976-02-01",,,,,,,,7.5,,,,6.138399999
"1976-03-01",,,,,,,,8.5,,,,6.145099999
"1976-04-01",,,,,,,,8.5,,,,6.042299999
"1976-05-01",,,,,,,,8.5,,,,6.060699999
"1976-06-01",,,,,,,,8.5,,,,6.125799999
"1976-07-01",,,,,,,,8.5,,,,6.161799999
"1976-08-01",,,,,,,,8.5,,,,6.076799999
"1976-09-01",,,,,,,,8.5,,,,5.994299999
"1976-10-01",,,,,,,,11,,,,5.897299999
"1976-11-01",,,,,,,,11,,,,5.903299999
"1976-12-01",,,,,,,,11,,,,5.836399999
"1977-01-01",,,,,,,,10,,,,5.886099999
"1977-02-01",,,,,,,,10,,,,5.917399999
"1977-03-01",,,,,,,,9,,,,5.866499999
"1977-04-01",,,,,,,,9,,,,5.977899999
"1977-05-01",,,,,,,,9,,,,6.005999999
"1977-06-01",,,,,,,,9,,,,6.043199999
"1977-07-01",,,,,,,,9,,,,5.961899999
"1977-08-01",,,,,,,,9,,,,6.024499999
"1977-09-01",,,,,,,,9,,,,6.177099999
"1977-10-01",,,,,,,,9,,,,6.112599999
"1977-11-01",,,,,,,,9,,,,6.119299999
"1977-12-01",,,,,,,,9,,,,5.945799999
"1978-01-01",,,,,,,,9,,,,5.774299999
"1978-02-01",,,,,,,,9,,,,5.674199999
"1978-03-01",,,,,,,,9,,,,5.597299999
"1978-04-01",,,,,,,,9,,,,5.608199999
"1978-05-01",,,,,,,,9,,,,5.699999999
"1978-06-01",,,,,,,,9,,,,5.643799999
"1978-07-01",,,,,,,,8,,,,5.603699999
"1978-08-01",,,,,,,,8,,,,5.498599999
"1978-09-01",,,,,,,,8,,,,5.433599999
"1978-10-01",,,,,,,,8,,,,5.124599999
"1978-11-01",,,,,,,,8,,,,5.265799999
"1978-12-01",,,,,,,,8,,,,5.251399999
"1979-01-01",,,,,,,,8,,,,5.128199999
"1979-02-01",,,,,,,,8,,,,5.147599999
"1979-03-01",,,,,,,,8,,,,5.191699999
"1979-04-01",,,,,,,,8,,,,5.272899999
"1979-05-01",,,,,,,,8,,,,5.389199999
"1979-06-01",,,,,,,,9,,,,5.428399999
"1979-07-01",,,,,,,,9,,,,5.243099999
"1979-08-01",,,,,,,,9,,,,5.271899999
"1979-09-01",,,,,,,,11,,,,5.192999999
"1979-10-01",,,,,,,,11,,,,5.231399999
"1979-11-01",,,,,,,,11,,,,5.262199999
"1979-12-01",,,,,,,,11,,,,5.371899999
"1980-01-01",,,33,,,,,11,,,,5.382799999
"1980-02-01",,,33.3,,,,,13,,,,5.452999999
"1980-03-01",,,33.8,,,,,13,,,,5.772799999
"1980-04-01",,,34,,,,,13,,,,5.825499999
"1980-05-01",,,34.5,,,,,13,,,,5.603699999
"1980-06-01",,,34.6,,,,,13,,,,5.490299999
"1980-07-01",,,35.2,,,,,13,,,,5.410899999
"1980-08-01",,,35.3,,,,,13,,,,5.536099999
"1980-09-01",,,35.5,,,,,12,,,,5.535499999
"1980-10-01",,,35.8,,,,,11,,,,5.665299999
"1980-11-01",,,36.1,,,,,11,,,,5.904499999
"1980-12-01",,,36.2,,,,,11,,,,6.050899999
"1981-01-01",,,36.5,,,,162905.943648621,11,,,,6.172199999
"1981-02-01",,,36.8,,,,165080.233576423,11,,,,6.617099999
"1981-03-01",,,37.6,,,,164905.742914166,11,,,,6.625899999
"1981-04-01",,,38,,,,168231.889948728,11,,,,6.795599999
"1981-05-01",,,38.6,,,,168502.241256957,11,,,,7.196799999
"1981-06-01",,,39,,,,168601.916922051,11,,,,7.456699999
"1981-07-01",,,39.3,,,,170433.618443543,11,,,,7.648399999
"1981-08-01",,,39.4,,,,177513.134743934,11,,,,7.860499999
"1981-09-01",,,39.8,,,,170842.672421238,11,,,,7.396499999
"1981-10-01",,,40,,,,174556.653429862,11,,,,7.222399999
"1981-11-01",,,40.5,,,,179583.562578229,11,,,,7.166799999
"1981-12-01",,,40.7,,,,174224.302310111,11,,,,7.321499999
"1982-01-01",,,41,,,,177516.352833054,11,,,,7.487799999
"1982-02-01",,,41.2,,,,178660.894736843,11,,,,7.791499999
"1982-03-01",,,41.6,,,,179884.358921253,11,,,,8.0324
"1982-04-01",,,41.8,,,,180585.000358118,11,,,,8.147999999
"1982-05-01",,,42.3,,,,181208.405381459,11,,,,7.835099999
"1982-06-01",,,42.6,,,,181874.54651292,11,,,,8.3458
"1982-07-01",,,43,,,,187010.381128105,11,,,,8.5324
"1982-08-01",,,43.2,,,,185820.75866352,11,,,,8.6315
"1982-09-01",,,43.7,,,,187127.460869805,11,,,,8.790199999
"1982-10-01",,,44.2,,,,189572.91854183,11,,,,8.9107
"1982-11-01",,,44.6,,,,190955.467493591,10,,,,8.961
"1982-12-01",,,44.3,,,,191416.243162071,10,,,,8.522899999
"1983-01-01",,,44.7,8.1,,,195932.46122878,10,,,,8.409299999
"1983-02-01",,,44.8,8.2,,,197664.701493049,10,,,,8.574299999
"1983-03-01",,,44.7,8.3,,,204465.843797963,8.5,,,,8.616599999
"1983-04-01",,,45,8.4,,,208758.558786328,7.5,,,,8.656499999
"1983-05-01",,,45.5,8.4,,,212654.977645666,7.5,,13.94,,8.807199999
"1983-06-01",,,45.6,8.5,,,219519.421804758,7.5,,14.279,,9.119599999
"1983-07-01",,,45.6,8.5,,,223580.514444221,7.5,,15.246,,9.2957
"1983-08-01",,,45.8,8.5,,,224670.807488499,7.5,,15.364,,9.631999999
"1983-09-01",,,46.3,8.4,,,233405.112281522,7.5,,14.103,,9.591999999
"1983-10-01",,,46.6,8.4,,,234687.357536842,7,,14.532,,9.412699999
"1983-11-01",,,47,8.4,,,238468.192529834,7,,14.237,,9.673599999
"1983-12-01",,,47,8.4,,,240992.827620398,7,,13.759,,9.950399999
"1984-01-01",,,47.2,8.3,,,245978.218672419,7,,12.908,,10.16
"1984-02-01",,,47.7,8.3,,,248686.71822606,7,,13.362,,9.867299999
"1984-03-01",,,47.8,8.2,,,252117.196974442,7,,14.279,,9.5113
"1984-04-01",,,48,8.1,,,253932.980617341,7,,15.007,,9.704099999
"1984-05-01",,,48.5,8,,,258799.310961584,7,,14.585,,10.064299999
"1984-06-01",,,48.7,8,,,262292.143078911,7,,14.846,,10.063599999
"1984-07-01",,,48.6,7.9,,,262485.470186463,7,,15.279,,10.4093
"1984-08-01",,,48.8,7.8,,,269608.345630424,7,,14.631,,10.5276
"1984-09-01",,,49.2,7.8,,,272206.016675144,7,,14.847,,10.957
"1984-10-01",,,49.4,7.7,,,283511.669189689,7,,14.658,,11.0948
"1984-11-01",,,49.8,7.6,,,289262.868945063,7,,14.348,,10.800999999
"1984-12-01",,,49.7,7.4,,,286517.915502664,7,,14.363,,11.1188
"1985-01-01",,,49.9,7.4,,,290125.454520407,7,,14.181,,11.320799999
"1985-02-01",,,50.2,7.3,,,293530.682060754,7,,13.506,,11.780499999
"1985-03-01",,,50.6,7.2,,,291808.86645913,7,,12.965,,11.829099999
"1985-04-01",,,50.8,7.1,,,297375.780377046,7,,12.042,,11.0596
"1985-05-01",,,51.1,7,,,300847.628864417,7,,12.063,,11.1843
"1985-06-01",,,51.1,6.8,,,304426.108629439,7,,11.401,,10.9956
"1985-07-01",,,50.9,6.6,,,308885.262209635,7,,10.568,,10.4829
"1985-08-01",,,50.8,6.4,,,318593.859347379,7,,10.345,,10.099
"1985-09-01",,,51.1,6.2,,,319160.707597949,7,,10.991,,10.302
"1985-10-01",,,51.3,6,,,321741.195075924,7,,10.646,,9.5911
"1985-11-01",,,51.4,5.8,,,326953.154732096,7,,10.324,,9.3847
"1985-12-01",,,51.4,5.6,,,337457.178680547,7,,9.938,,9.1271
"1986-01-01",,,51.3,5.4,,,341680.37562801,7,,10.046,,8.9526
"1986-02-01",,,51.3,5.2,,,347115.952194827,7,,9.719,,8.6079
"1986-03-01",,,51.5,5.1,,,353603.219407933,7,,9.056,,8.3507
"1986-04-01",,,52.8,5,,,353612.987182354,7,,8.742,,8.3861
"1986-05-01",,,53.2,4.9,,,358257.069710842,7,,9.137,,8.246799999
"1986-06-01",,,53.1,4.9,,,354215.337148444,7,,9.45,,8.2828
"1986-07-01",,,52.8,4.9,,,355346.284327854,7,,9.936,,8.0537
"1986-08-01",,,53,4.9,,,354628.58740544,7,,10.701,,7.7643
"1986-09-01",,,53.4,4.9,,,356743.198644175,7,,10.809,,7.7201
"1986-10-01",,,53.5,4.8,,,359705.490773215,7,,10.627,,7.5548
"1986-11-01",,,53.7,4.9,,,360255.529942108,7,,11.252,,7.6431
"1986-12-01",,,53.7,4.9,,,366822.484276082,7,,11.116,,7.529
"1987-01-01",,,53.8,5,,,359972.522332933,7,,11.093,,7.0503
"1987-02-01",,,53.7,5,,,359417.05439621,7,,11.362,,6.8957
"1987-03-01",,,54.2,5,,,371613.487890042,7,,11.85,,6.9035
"1987-04-01",,,54.4,5,,,367156.449073805,7,,11.532,,6.829
"1987-05-01",,,54.9,5,,,369681.298121654,7,,11.113,,6.7207
"1987-06-01",,,54.9,5,,,378349.801796116,7,,10.7,,6.8546
"1987-07-01",,,54.9,5,,,373299.572146392,7,,11.042,,7.0063
"1987-08-01",,,55.1,5,,,377538.763245242,7,,10.897,,7.1233
"1987-09-01",,,55.4,5,,,370439.555261567,7,,11.472,,6.9838
"1987-10-01",,,55.6,5,,,376279.791354917,7,,11.837,,6.9274
"1987-11-01",,,55.8,5,,,374878.841211623,7,,11.395,,6.4902
"1987-12-01",,,55.8,5,,,379021.725797304,7,,11.119,,6.299
"1988-01-01",,,56.1,5.1,,,373749.024782116,7,,10.601,,6.3407
"1988-02-01",,,56.5,5.2,,,373041.4886733,7,,9.94,,6.4893
"1988-03-01",,,56.7,5.2,,,369248.951913546,7,,10.064,,6.4273
"1988-04-01",,,56.9,5.3,,,373466.72552367,7,,10.486,,6.4222
"1988-05-01",,,57.4,5.4,,,377539.214520438,7,,10.412,,6.486
"1988-06-01",,,57.4,5.6,,,386619.665551972,7,8.6712,9.781,,6.6678
"1988-07-01",,,57.1,5.7,,,388804.858898712,7,8.65249047619048,9.59,,7.0092
"1988-08-01",,,57.5,5.8,,,386345.252563754,7,8.27461739130435,9.788,,7.219
"1988-09-01",,,57.9,5.9,,,389188.303146719,7,8.18967727272728,9.795,,7.1685
"1988-10-01",,,58,6.1,,,388639.745300176,7,8.10637142857143,9.65,,7.0198
"1988-11-01",,,58.4,6.2,,,384135.692719367,7,8.0892,9.44,,6.751
"1988-12-01",,,58.4,6.4,,,398381.495821569,7,8.1156090909091,9.058,,6.7775
"1989-01-01",,,58.6,6.5,,,403658.273391677,7,8.05553181818182,9.025,,7.0852
"1989-02-01",,,59,6.6,,,401274.139650216,7,8.121515,9.443,,7.2036
"1989-03-01",,,59.4,6.7,,,411384.579103691,7,8.28934347826087,9.641,,7.2695
"1989-04-01",,,59.8,6.7,,,403682.909478597,7,8.40728,9.675,,7.2781
"1989-05-01",,,60.2,6.8,,,399688.534279592,7,8.93165217391304,9.806,,7.5874
"1989-06-01",,,60,6.9,,,403221.580306588,7,9.27833181818182,9.874,,7.7159
"1989-07-01",,,60,6.8,,,395997.036576089,7,9.38380952380953,9.343,,7.3598
"1989-08-01",,,60.3,6.9,,,396233.122025999,7,9.58136086956522,9.316,,7.4863
"1989-09-01",,,60.6,7,,,402969.309216823,7,9.40827619047619,9.735,,7.5899
"1989-10-01",,,60.9,7,,,399804.03247595,7,9.81937272727273,10.18,,7.2745
"1989-11-01",,,61.2,7,,,404911.145464458,7,11.3620772727273,10.287,,7.105
"1989-12-01",,,61.2,7,,,414459.575867726,7,12.1916,10.151,,6.7669
"1990-01-01",,,60.8,7,,,409529.208266865,7,12.1211347826087,10.502,,6.56
"1990-02-01",,,61,7,,,414784.764233703,7,12.20837,11.307,,6.4677
"1990-03-01",,,61.2,7,,,423543.485648726,8,12.3759772727273,11.237,,6.5286
"1990-04-01",,,61.2,7,,,421600.720558955,8,12.0823142857143,10.577,,6.4414
"1990-05-01",,,61.6,7.1,,,423601.830733929,8,11.3575913043478,10.439,,6.3381
"1990-06-01",,,61.5,7.1,,,426260.690647179,8.5,10.7609619047619,10.361,,6.4109
"1990-07-01",,,61.3,7.2,,,424542.737882247,8.5,10.6943863636364,10.026,,6.2443
"1990-08-01",,,61.9,7.2,,,428169.20297143,8.5,10.3295608695652,10.465,,6.0062
"1990-09-01",,,62.4,7.3,,,437065.329162129,8.5,10.5448,10.829,,5.9964
"1990-10-01",,,62.6,7.3,,,433887.864000975,8.5,10.7487217391304,10.77,,5.8196
"1990-11-01",,,62.5,7.4,,,439595.140232951,8.5,10.4303681818182,10.673,,5.698
