"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","policy","ibr_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1962-04-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1962-07-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1962-10-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1963-01-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1963-04-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1963-07-01",,,,,,,,,,6.16666666666667,,,,,6.90714000590714,
"1963-10-01",,,,,,,,,,5.66666666666667,,,,,6.90714000590714,
"1964-01-01",,,,,,,,,,5.5,,,,,6.90714000590714,
"1964-04-01",,,,,,,,,,5.83333333333333,,,,,6.90714000590714,
"1964-07-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1964-10-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1965-01-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1965-04-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1965-07-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1965-10-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1966-01-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1966-04-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1966-07-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1966-10-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1967-01-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1967-04-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1967-07-01",,,,,,,,,,6.5,,,,,6.90714000590714,
"1967-10-01",,,,,,,,,,6.83333333333333,,,,,7.10474667046905,
"1968-01-01",,,,,,,,,,7.33333333333333,,,,,7.5000000065,
"1968-04-01",,,,,,,,,,6.83333333333333,,,,,7.5000000065,
"1968-07-01",,,,,,,,,,6.16666666666667,,,,,7.5000000065,
"1968-10-01",,,,,,,,,,6,,,,,7.5000000065,
"1969-01-01",,,,,,,,,,6.33333333333333,,,,,7.5000000065,
"1969-04-01",,,,,,,,,,8.33333333333333,,,,,7.5000000065,
"1969-07-01",,,,,,,,,,9,,,,,7.5000000065,
"1969-10-01",,,,,,,,,,9,,,,,7.5000000065,
"1970-01-01",,,,,,,,,,9,,,,52.9163106774424,7.5000000065,
"1970-04-01",,,,,,,,,,9,,,,52.1343081973774,7.5000000065,
"1970-07-01",,,,,,,,,,9,,,,50.6758978578475,7.5000000065,
"1970-10-01",,,,,,,,,,9,,,,49.9209983208804,7.5000000065,
"1971-01-01",,,,,,,,,,8,,,,54.3757895917898,7.5000000065,
"1971-04-01",,,,,,,,,,7.5,,,,53.6657701971569,7.5000000065,
"1971-07-01",,,,,,,,,,7.5,,,,54.4432069484563,7.44033333483333,
"1971-10-01",,,,,,,,,,7.5,,,,56.2830984978267,7.26501852701443,
"1972-01-01",,,,,,,,,,7,,,,58.9931985212867,6.99816666566667,
"1972-04-01",,,,,,,,,,7.33333333333333,,,,60.456466019078,6.97666666566667,
"1972-07-01",,,,,,,,,,8,,,,59.9410243843916,6.93333333233333,
"1972-10-01",,,,,,,,,,7,,,,61.2657657285713,6.888999999,
"1973-01-01",,,,,,,,,,7,,,,63.1841489554438,6.52566666566667,
"1973-04-01",,,,,,,,,,7,,,,62.9494510682591,6.07866666566667,
"1973-07-01",,,,,,,,,,8,,,,64.4439015220877,5.654999999,
"1973-10-01",,,,,,,,,,8.33333333333333,,,,63.6599561787182,5.93866666566667,
"1974-01-01",,,,,,,,,,10,,,,61.369028913206,6.44566666566667,
"1974-04-01",,,,,,,,,,10,,,,57.1067753957734,5.97433333233333,
"1974-07-01",,,,,,,,,,10,,,,55.6378735943991,6.05866666566667,
"1974-10-01",,,,,,,,,,10,,,,57.4045191971895,5.90093333233333,
"1975-01-01",,,,,,,,,,9,,,,60.525437666388,5.53026666566667,
"1975-04-01",,,,,,,,,,8,,,,61.2405085056127,5.472599999,
"1975-07-01",,,,,,,,,,7.66666666666667,,,,63.2606977696415,5.913599999,
"1975-10-01",,,,,,,,,,7.5,,,,63.6006988479306,6.06813333233333,
"1976-01-01",,,,,,,,,,7.83333333333333,,,,63.706002039035,6.147199999,
"1976-04-01",,,,,,,,,,8.5,,,,61.9471278894627,6.07626666566667,
"1976-07-01",,,,,,,,,,8.5,,,,62.2283573527905,6.07763333233333,
"1976-10-01",,,,,,,,,,11,,,,62.4157465185104,5.878999999,
"1977-01-01",,,,,,,,,,9.66666666666667,,,,61.970927964943,5.889999999,
"1977-04-01",,,,,,,,,,9,,,,63.8437510473248,6.00903333233333,
"1977-07-01",,,,,,,,,,9,,,,64.6360507029037,6.054499999,
"1977-10-01",,,,,,,,,,9,,,,64.6453764467653,6.05923333233333,
"1978-01-01",,,,,,,,,,9,,,,66.0250036792974,5.68193333233333,
"1978-04-01",,,,,,,,,,9,,,,67.5414084884669,5.65066666566667,
"1978-07-01",,,,,,,,,,8,,,,68.416959836644,5.51196666566667,
"1978-10-01",,,,,,,,,,8,,,,67.139041498103,5.21393333233333,
"1979-01-01",,,,,,,,,,8,,,,68.1186331762366,5.15583333233333,
"1979-04-01",,,,,,,,,,8.33333333333333,,,,69.444540238399,5.363499999,
"1979-07-01",,,,,,,,,,9.66666666666667,,,,67.1289386089196,5.235999999,
"1979-10-01",,,,,,,,,,11,,,,65.3072128314464,5.288499999,
"1980-01-01",,,,,33.3666666666667,,,,,12.3333333333333,,,,62.5626269843313,5.536199999,
"1980-04-01",,,,,34.3666666666667,,,,,13,,,,58.888186759678,5.63983333233333,
"1980-07-01",,,,,35.3333333333333,,,,,12.6666666666667,,,,58.2653047842523,5.49416666566667,
"1980-10-01",,,,,36.0333333333333,,,,,11,,,,57.223347194044,5.87356666566667,
