"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","gov_10y","reer","rrppi","hfwh"
"1994-01-01",,,,,,,,,,,93.7381834023088,,
"1994-04-01",,,,,,,,,,,92.74842082335,,
"1994-07-01",,,,,,,,,,,93.5151383140928,,
"1994-10-01",,,,,,,,,,,94.2226094532782,,
"1995-01-01",461.7,749.2,,,,,,,,,95.7839250707907,,
"1995-04-01",465.5,758.7,,,,,,,,,96.0453060335439,,
"1995-07-01",470,768.4,,,,,,,,,94.452624700501,,
"1995-10-01",482.2,772.2,,,,,,,,,95.1705510781965,,
"1996-01-01",499.9,789.2,,,62.7394841497408,,,,,,93.6196906991941,,
"1996-04-01",506.7,797.9,,,63.6734685770163,,,,,,93.6336310172076,,
"1996-07-01",514.5,805.8,,,64.0089377704657,,,,,,93.508168155086,,
"1996-10-01",523.7,814.4,,,64.3375874693411,,,,,,94.2818558048355,,
"1997-01-01",524.6,835.7,,,65.3572803855022,,,,,,94.6408189936833,,
"1997-04-01",530.4,846.3,,,65.9084613019893,,,,,,95.2820736223045,,
"1997-07-01",534.2,856.9,,,66.5052861017055,,,,,,95.3726856893923,,
"1997-10-01",549.3,863.1,,,66.9792049677184,,,,,,98.4360705728599,,
"1998-01-01",553.9,889.9,,,67.8401970638208,,,,,,100.140274450011,,
"1998-04-01",560.2,901.8,,,68.6616034811412,,,,,,100.060117621433,,
"1998-07-01",568.9,914.5,,,68.9315158602426,,,,,,100.485297320845,,
"1998-10-01",579.7,918.8,,,69.0485832490313,,,,,,99.9381398388151,,
"1999-01-01",593.8,918.4,,,69.5497208667689,,,,,,99.8301023742104,,
"1999-04-01",599.4,954.5,,,69.7532068382292,,,,,,99.1365715530386,,
"1999-07-01",608.1,970.3,,,70.1819783105984,,,,,,99.2062731431061,,
"1999-10-01",621.3,972.2,,,71.3087086665241,,,,,,99.502504900893,,
"2000-01-01",641.7,994.1,71.9977452518614,67.8937120071054,71.9497358187286,6.9,,,,,98.9414071008495,,
"2000-04-01",658.3,1032.4,73.0951250165704,67.4694200639434,72.1985925567241,6.7,,,,,97.7320845131779,,
"2000-07-01",673.5,1020.7,74.1133376312032,68.3188307141817,72.4219634266787,6.6,,,,,96.9305162274014,,
"2000-10-01",665.4,1069.5,73.3182724575905,69.1941204911431,72.7264458577108,6.73333333333333,,,,,97.3034197342627,,
"2001-01-01",665.5,1043.3,73.1805856646281,69.641949996604,72.9371407565305,7.13333333333333,,,,6.11,97.7739054672185,,
"2001-04-01",684.1,1049.3,74.771015823139,70.6766897843962,73.9365426603686,7.63333333333333,,,,6.12,98.8368547157482,,
"2001-07-01",697.5,1085.9,76.4349938738259,71.9000016770223,74.6843260597545,7.8,,,,6.25333333333333,100.359834458724,,
"2001-10-01",704.4,1085.3,75.477361788505,72.4400547878113,74.9971148485288,7.86666666666667,,,,6.27,101.41929862775,,
"2002-01-01",689.6,1106.7,75.52438766817,72.0537759383314,75.5828246517289,7.66666666666667,,,,6.11333333333333,100.673491614027,,
"2002-04-01",691,1121.7,76.1663664297787,72.7681226281772,75.7340273701949,6.93333333333333,,,,5.85333333333333,100.070572859943,,
"2002-07-01",684.4,1130.8,77.0135857167333,73.2243079683876,76.3514040802517,6.6,,,,5.75,101.19276846003,,
"2002-10-01",689.3,1137.9,76.124622530713,74.2215872458711,76.6612950851115,6.83333333333333,,,,5.56,101.94554563276,,
"2003-01-01",727.2,1156.3,76.2366991516025,73.6790032000094,76.9916473451675,6.7,,,,5.48333333333333,102.151165323459,,
"2003-04-01",721.1,1185.8,77.0161254328765,74.3386619789128,77.2384302689308,7.36666666666667,,,,5.16666666666667,103.775212372032,,
"2003-07-01",725.7,1198.6,77.6513710904717,74.6704467631499,77.6658766955471,8.36666666666667,,,,4.82,102.806360270094,,
"2003-10-01",767.8,1216.6,77.0745167884514,75.5737440548987,78.3211680516279,7.86666666666667,,,,4.69666666666667,105.231975604443,,
"2004-01-01",745.1,1221.6,78.8666801861513,75.9003171182435,78.9498442773301,7.26666666666667,,,,4.70333333333333,106.563275974733,,11516.979
"2004-04-01",764.9,1184.1,79.39443784748,76.0250293010665,79.7878560858374,7.16666666666667,,,,4.65,105.855804835548,,11623.927
"2004-07-01",788.1,1226.5,80.0273500421352,76.5378402453928,79.9586844369471,7.43333333333333,,,,4.68333333333333,106.225223262906,,11048.435
"2004-10-01",799.2,1268,79.6196382827347,77.3073059475002,79.9685979533928,6.86666666666667,,,,4.70333333333333,107.62274014376,,11961.346
"2005-01-01",804.5,1225.6,81.1119076985701,76.7902456217909,80.8116489212796,6.93333333333333,3361.10248959823,6719.1485055596,6660.9935977949,4.71666666666667,107.037246787192,69.8728137751465,12159.703
"2005-04-01",823.6,1285.5,81.5831701209627,77.6416248127957,81.5235884150677,7.23333333333333,3432.98963822805,6777.32247103776,6704.61700935148,4.64333333333333,106.239163580919,68.8062923581642,12471.398
"2005-07-01",830.4,1302.4,81.6774833439168,78.055207558345,81.6332178053154,6.6,3470.01404219659,6868.61846314718,6785.16245616423,4.46333333333333,104.106294924853,74.8653120262159,13105.241
"2005-10-01",837.4,1323.8,82.5333188437345,79.2143950989221,82.75715005793,6.96666666666667,3505.36497783036,6885.58929321108,6788.49027056967,4.39666666666667,105.423654977129,70.8254730977409,13177.152
"2006-01-01",839.7,1297.9,83.1958644466979,78.6804579479234,82.8656297644787,7.26666666666667,3553.28386504266,6914.94098305159,6803.08505497582,4.37333333333333,103.722936179482,74.8852083437473,13417.598
"2006-04-01",876.1,1350.6,84.1960655225843,79.6815329363747,84.3555255719936,7.03333333333333,3556.6420385798,7022.76382167918,6909.16556563674,4.23333333333333,106.894358527554,81.3091579942444,13464.376
"2006-07-01",886.3,1363.9,84.1065729486199,80.0288206027341,84.2429475944879,6.66666666666667,3546.04496670741,7115.34044072313,7004.7149372704,4.33,106.469178828142,84.5414231235101,13484.044
"2006-10-01",875.4,1366.1,83.7881201088156,80.3816945161806,83.6578578338101,6.2,3542.06305343061,7280.40139421553,7176.0496895819,4.33666666666667,106.497059464169,90.5954194638681,13617.271
"2007-01-01",885.3,1421,84.020326074245,80.5029958535543,83.5376546274533,7.2,3570.46678051567,7656.15853097618,7553.81511939067,4.36666666666667,105.068176867785,96.3475236595041,13845.008
"2007-04-01",891.8,1441.2,84.4372712791215,81.200446160338,83.6497512105059,6.36666666666667,3633.12275254118,7870.31183025134,7769.58940468123,4.72333333333333,106.138096275321,99.678383906834,14031.149
"2007-07-01",926,1464.8,85.2158931250699,81.806357436924,84.5683492239703,6.33333333333333,3751.36289302256,8294.84305247902,8218.45765386261,4.99,106.80723153997,100.499451743181,14211.637
"2007-10-01",919.1,1450,85.9364059675363,82.4890686619134,85.7441321430408,5.96666666666667,3919.57127898015,8673.96367041258,8542.89255919094,4.81666666666667,109.194510999782,99.6458800217579,14431.175
"2008-01-01",938.6,1520,86.8871826146911,82.7028963794755,86.8903453606567,6,3882.08625621506,8899.2373312595,8780.89040753008,4.57333333333333,109.323458941407,108.394349938304,14601.184
"2008-04-01",952.3,1537.6,87.3049758558417,83.368419619398,87.1856397419624,5.83333333333333,3834.97377723231,8806.60779924069,8649.27414241399,4.98,112.275321280767,102.505335438863,15318.239
"2008-07-01",954.2,1571.7,88.6785961197314,84.8949170966081,88.9931634658008,6,3909.28570926957,8925.45107344714,8764.10015872723,5.14666666666667,111.6898279242,107.602732591769,14563.219
"2008-10-01",968.3,1606.3,90.0797953023021,86.0341005973417,90.2220672262093,6.16666666666667,3899.51676238778,8894.04910963437,8890.13407615176,4.53,114.314092790242,103.670550470531,14860.968
"2009-01-01",945.7,1534.2,89.9656866841825,85.3912954206113,89.9713707066995,6.5,3999.04163680961,8820.96371241359,8892.85318593656,4.48666666666667,114.659115661076,101.248223059389,14832.925
