"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","ml","policy","tona_1d","gov_9y","gov_10y","gov_20y","n225","reer","rrppi","xr_usd","hfwh"
"1954-04-01",,,,,,2.16666666666667,,,,,5.84,,,,,332.225967741936,,,,
"1954-07-01",,,,,,2.5,,,,,5.84,,,,,343.957692307692,,,,
"1954-10-01",,,,,,2.63333333333333,,,,,5.84,,,,,334.194333333333,,,,
"1955-01-01",,,,,,2.46666666666667,,,,,5.84,,,,,366.328225806452,,12.5097558806967,,
"1955-04-01",1248103.69576534,2149973.6122294,18.0726411895462,19.0586173405977,,2.5,,,,,5.84,,,,,351.816129032258,,12.936742375594,,
"1955-07-01",1298082.33158237,2290626.84097322,18.143454669106,19.4953028069076,,2.6,,,,,6.81333333333333,,,,,373.097272727273,,13.3460447930765,,
"1955-10-01",1337139.88391495,2295919.3797971,18.1255916715996,19.2372113058684,,2.5,,,,,7.3,,,,,404.256885245902,,13.9431540885785,,
"1956-01-01",1386366.96129864,2449964.33556498,18.1796754778977,19.788782774034,,2.6,,,,,7.3,,,,,433.358709677419,,14.4119303306626,,
"1956-04-01",1407011.33201441,2472203.69062292,18.2673304566842,19.8858041700355,,2.3,,,,,7.3,,,,,484.73875,,15.0661424012804,,
"1956-07-01",1429933.86423125,2526866.52847565,18.3098885830822,20.1934466970318,,2.13333333333333,,,,,7.3,,,,,495.285384615385,,15.9117179241462,,
"1956-10-01",1462791.05948878,2602699.52162392,18.6196917841932,20.5705531036364,,2.16666666666667,,,,,7.3,,,,,526.2290625,,16.9110164886733,,
"1957-01-01",1518453.35595793,2712827.09715119,18.7444086947693,20.8478613393164,,2.03333333333333,,,,,7.42333333333333,,,,,571.522711864407,,17.7379199968386,360.000000359,
"1957-04-01",1576135.46571669,2914531.63232809,19.0161239664809,21.8348302610187,,1.9,,,,,8.15666666666667,,,,,553.201111111111,,18.4665237450727,360.000000359,
"1957-07-01",1614065.68039925,3002125.82286277,19.1831386229071,22.0179764241547,,1.86666666666667,,,,,8.4,,,,,512.520307692308,,19.1550172395056,360.000000359,
"1957-10-01",1655213.50462455,2960427.03212914,19.1030163252672,21.4102889973157,,1.9,,,,,8.4,,,,,504.71828125,,20.4857687633989,360.000000359,
"1958-01-01",1640769.49098382,2935514.6776652,18.9456471999485,21.2151853930108,,1.93333333333333,,,,,8.4,,,,,521.820169491525,,21.8106914573063,360.000000359,
"1958-04-01",1694858.21198318,3024819.58781972,19.1062192799827,21.2043635615718,,2.06666666666667,,,,,8.15666666666667,,,,,559.86873015873,,23.0315843550251,360.000000359,
"1958-07-01",1721820.37077921,3135481.76322819,19.1815286954867,21.6720391726954,,2.16666666666667,,,,,7.54666666666667,,,,,581.235076923077,,24.1694905207417,360.000000359,
"1958-10-01",1766491.12516078,3228074.4626521,19.4365161720937,22.0289528683394,,2.1,,,,,7.3,,,,,623.775322580645,,25.3953231048893,360.000000359,
"1959-01-01",1822059.47682577,3267287.36393814,19.6020836708342,21.9159027347441,,2.43333333333333,,,,,7.06,,,,,708.709016393443,,26.811333616542,360.000000359,
"1959-04-01",1874057.9259324,3439802.7456015,19.7005172181105,22.3364805777105,,2.23333333333333,,,,,6.94,,,,,780.364677419355,,28.2435462996809,360.000000359,
"1959-07-01",1985570.40847904,3656770.10738666,19.8204661943432,22.5899692092805,,2.2,,,,,6.94,,,,,862.038769230769,,29.5707412493455,360.000000359,
"1959-10-01",1964761.63435598,3693710.9591776,20.1189147249234,23.0108526616919,,1.96666666666667,,,,,7.06,,,,,935.709016393443,,30.8166289603936,360.000000359,
"1960-01-01",2103142.33089448,4052748.23939176,20.1314432454501,23.580565328547,,1.76666666666667,,,,,7.3,,,,,984.469047619048,,31.8187925430494,360.000000359,
"1960-04-01",2142951.4416604,4106849.74736924,20.5034865725234,23.8605749462282,,1.66666666666667,,,,,7.3,,,,,1056.42064516129,,33.9063040278203,360.000000359,
"1960-07-01",2235980.28398712,4340737.19539439,20.729878542767,24.3887492070864,,1.56666666666667,,,,,7.06,,,,,1144.90230769231,,36.0825322808508,360.000000359,
"1960-10-01",2321305.65237211,4550995.32867049,20.8724619811244,24.6236857284251,,1.46666666666667,,,,,6.94,,,,,1281.26229508197,,39.4445816579563,360.000000359,
"1961-01-01",2414921.64972488,4800359.4432564,21.1232436421397,25.1934036481518,,1.43333333333333,,,,,6.57,,,,,1506.07677419355,,42.1193230653718,360.000000359,
"1961-04-01",2513775.06990997,4997225.84950843,21.4790158852986,25.686028504193,,1.46666666666667,,,,,6.57,,,,,1657.68158730159,,45.1241343199534,360.000000359,
"1961-07-01",2623807.92179098,5192034.04621784,22.0402933497439,26.1891827270732,,1.43333333333333,,,,,7.06,,,,,1675.99184615385,,47.4896513569319,360.000000359,
"1961-10-01",2774683.27728375,5586648.94852588,22.6825892637972,26.9434835357886,,1.43333333333333,,,,,7.3,,,,,1357.41241935484,,48.0107882751603,360.000000359,
"1962-01-01",2855710.67087809,5727622.93719841,22.9542486252169,27.2502849783575,,1.3,,,,,7.3,,,,,1499.32583333333,,49.7258474032068,360.000000359,
"1962-04-01",2918371.85525771,5818905.86691337,23.1401611455057,27.3057972717638,,1.3,,,,,7.3,,,,,1405.61171875,,50.9004060422244,360.000000359,
"1962-07-01",2979647.35377587,5855713.06873402,23.4240806491999,27.1488271251541,,1.23333333333333,,,,,7.3,,,,,1406.94446153846,,52.3779650467788,360.000000359,
"1962-10-01",3109197.23872264,5990672.80874305,23.7620232676902,27.207477958756,,1.33333333333333,,,,,6.69333333333333,,,,,1361.34515625,,53.7551496231019,360.000000359,
"1963-01-01",3239451.70970068,6188100.54487034,24.3372019265786,27.7202586262217,,1.4,,,,,6.45,,,,,1489.83644067797,,53.1777002795862,360.000000359,
"1963-04-01",3404559.7030248,6545694.40540525,24.9485970480389,28.48579250996,,1.2,,,,,5.84,,,,,1574.23571428571,,54.1574376858557,360.000000359,
"1963-07-01",3560789.9123551,6835126.78108713,25.3544345755649,28.8987478939431,,1.2,,,,,5.84,,,,,1407.59938461538,,55.605556159295,360.000000359,
"1963-10-01",3641934.73695465,7181654.4240812,25.4542753585777,29.3528496408635,,1.23333333333333,,,,,5.84,,,,,1296.81078125,,56.8336609991998,360.000000359,
"1964-01-01",3767844.26073994,7466409.05080256,25.3797484075279,29.572178732923,,1.23333333333333,8404890.85899518,,,,6.08333333333333,,,,,1267.33816666667,,58.6104662076051,360.000000359,
"1964-04-01",3981051.99379774,7815128.55330955,25.9312987436432,30.2243203114458,,1.16666666666667,8704655.40189982,,,,6.57,,,,,1278.20634920635,,59.8256290690667,360.000000359,
"1964-07-01",4066165.98637336,7993497.80367205,26.2089827205291,30.4442456518295,,1.16666666666667,8904060.29935747,,,,6.57,,,,,1294.16323076923,,61.345669376908,360.000000359,
"1964-10-01",4154802.90910526,8211614.5552018,26.6250745987963,30.8894050910224,,1.1,9329493.13355878,,,,6.57,,,,,1213.44295081967,,62.0171703500262,360.000000359,
"1965-01-01",4298538.45948131,8473221.00706719,27.2529967746959,31.6155106562449,,1.13333333333333,9571083.7993732,,,,6.21,,,,,1224.58596774194,,62.9894982266526,360.000000359,
"1965-04-01",4433490.1706677,8670408.17324794,27.7692783888842,31.9522867601145,,1.23333333333333,9911820.92549694,,,,5.72,,,,,1125.30258064516,,62.5128184862825,360.000000359,
"1965-07-01",4571988.29821142,8947892.24158498,27.9875149838093,32.2440887377206,,1.26666666666667,10356865.3712466,,,,5.48,,,,,1151.91415384615,,63.2748145147746,360.000000359,
