"date","gdp_nom","gdp_defl","cpi","ur","m1","m2","m3","ml","policy","tona_1d","gov_9y","gov_10y","gov_20y","n225","reer","xr_usd"
"1956-03-01",,,,2.7,,,,,7.3,,,,,443.879047619048,,
"1956-04-01",,,,2.4,,,,,7.3,,,,,471.470952380952,,
"1956-05-01",,,,2.3,,,,,7.3,,,,,480.473181818182,,
"1956-06-01",,,,2.2,,,,,7.3,,,,,502.475238095238,,
"1956-07-01",,,,2.1,,,,,7.3,,,,,496.430454545455,,
"1956-08-01",,,,2.1,,,,,7.3,,,,,501.767391304348,,
"1956-09-01",,,,2.2,,,,,7.3,,,,,486.5715,,
"1956-10-01",,,,2,,,,,7.3,,,,,496.187826086957,,
"1956-11-01",,,,2.2,,,,,7.3,,,,,532.349523809524,,
"1956-12-01",,,,2.3,,,,,7.3,,,,,554.35,,
"1957-01-01",,,,2.1,,,,,7.3,,,,,573.06947368421,,360.000000359
"1957-02-01",,,,2,,,,,7.3,,,,,574.352,,360.000000359
"1957-03-01",,,,2,,,,,7.67,,,,,567.224,,360.000000359
"1957-04-01",,,,2,,,,,7.67,,,,,587.38,,360.000000359
"1957-05-01",,,,1.9,,,,,8.4,,,,,546.607727272727,,360.000000359
"1957-06-01",,,,1.8,,,,,8.4,,,,,524.566,,360.000000359
"1957-07-01",,,,1.8,,,,,8.4,,,,,496.263913043478,,360.000000359
"1957-08-01",,,,1.8,,,,,8.4,,,,,511.609090909091,,360.000000359
"1957-09-01",,,,2,,,,,8.4,,,,,532.2175,,360.000000359
"1957-10-01",,,,2,,,,,8.4,,,,,517.911304347826,,360.000000359
"1957-11-01",,,,1.9,,,,,8.4,,,,,503.37,,360.000000359
"1957-12-01",,,,1.8,,,,,8.4,,,,,490.962,,360.000000359
"1958-01-01",,,,1.9,,,,,8.4,,,,,507.336842105263,,360.000000359
"1958-02-01",,,,1.9,,,,,8.4,,,,,528.8905,,360.000000359
"1958-03-01",,,,2,,,,,8.4,,,,,528.509,,360.000000359
"1958-04-01",,,,2,,,,,8.4,,,,,545.398571428571,,360.000000359
"1958-05-01",,,,2,,,,,8.4,,,,,560.102857142857,,360.000000359
"1958-06-01",,,,2.2,,,,,7.67,,,,,574.104761904762,,360.000000359
"1958-07-01",,,,2.1,,,,,7.67,,,,,571.316956521739,,360.000000359
"1958-08-01",,,,2.2,,,,,7.67,,,,,584.911904761905,,360.000000359
"1958-09-01",,,,2.2,,,,,7.3,,,,,588.420952380952,,360.000000359
"1958-10-01",,,,2.1,,,,,7.3,,,,,604.09,,360.000000359
"1958-11-01",,,,2.1,,,,,7.3,,,,,621.998947368421,,360.000000359
"1958-12-01",,,,2.1,,,,,7.3,,,,,648.101,,360.000000359
"1959-01-01",,,,2.4,,,,,7.3,,,,,675.755789473684,,360.000000359
"1959-02-01",,,,2.5,,,,,6.94,,,,,703.3685,,360.000000359
"1959-03-01",,,,2.4,,,,,6.94,,,,,742.023636363636,,360.000000359
"1959-04-01",,,,2.2,,,,,6.94,,,,,754.768,,360.000000359
"1959-05-01",,,,2.2,,,,,6.94,,,,,776.6075,,360.000000359
"1959-06-01",,,,2.3,,,,,6.94,,,,,807.05,,360.000000359
"1959-07-01",,,,2.3,,,,,6.94,,,,,832.548260869565,,360.000000359
"1959-08-01",,,,2.3,,,,,6.94,,,,,862.530476190476,,360.000000359
"1959-09-01",,,,2,,,,,6.94,,,,,893.84619047619,,360.000000359
"1959-10-01",,,,1.9,,,,,6.94,,,,,934.226818181818,,360.000000359
"1959-11-01",,,,2,,,,,6.94,,,,,948.426315789474,,360.000000359
"1959-12-01",,,,2,,,,,7.3,,,,,925.258,,360.000000359
"1960-01-01",,,,1.9,,,,,7.3,,,,,930.44,,360.000000359
"1960-02-01",,,,1.7,,,,,7.3,,,,,985.030952380952,,360.000000359
"1960-03-01",,,,1.7,,,,,7.3,,,,,1028.58869565217,,360.000000359
"1960-04-01",,,,1.7,,,,,7.3,,,,,1077.4115,,360.000000359
"1960-05-01",,,,1.7,,,,,7.3,,,,,1052.476,,360.000000359
"1960-06-01",,,,1.6,,,,,7.3,,,,,1040.92409090909,,360.000000359
"1960-07-01",,,,1.5,,,,,7.3,,,,,1102.24238095238,,360.000000359
"1960-08-01",,,,1.6,,,,,6.94,,,,,1135.64217391304,,360.000000359
"1960-09-01",,,,1.6,,,,,6.94,,,,,1197.70428571429,,360.000000359
"1960-10-01",,,,1.4,,,,,6.94,,,,,1244.55238095238,,360.000000359
"1960-11-01",,,,1.5,,,,,6.94,,,,,1294.453,,360.000000359
"1960-12-01",,,,1.5,,,,,6.94,,,,,1306.617,,360.000000359
"1961-01-01",,,,1.5,,,,,6.57,,,,,1435.969,,360.000000359
"1961-02-01",,,,1.5,,,,,6.57,,,,,1555.8835,,360.000000359
"1961-03-01",,,,1.3,,,,,6.57,,,,,1524.53227272727,,360.000000359
"1961-04-01",,,,1.4,,,,,6.57,,,,,1636.3545,,360.000000359
"1961-05-01",,,,1.5,,,,,6.57,,,,,1675.07380952381,,360.000000359
"1961-06-01",,,,1.5,,,,,6.57,,,,,1660.46818181818,,360.000000359
"1961-07-01",,,,1.5,,,,,6.94,,,,,1788.57571428571,,360.000000359
"1961-08-01",,,,1.4,,,,,6.94,,,,,1698.97173913043,,360.000000359
"1961-09-01",,,,1.4,,,,,7.3,,,,,1538.23952380952,,360.000000359
"1961-10-01",,,,1.4,,,,,7.3,,,,,1371.615,,360.000000359
"1961-11-01",,,,1.5,,,,,7.3,,,,,1378.574,,360.000000359
"1961-12-01",,,,1.4,,,,,7.3,,,,,1320.628,,360.000000359
"1962-01-01",,,,1.3,,,,,7.3,,,,,1471.82526315789,,360.000000359
"1962-02-01",,,,1.3,,,,,7.3,,,,,1540.391,,360.000000359
"1962-03-01",,,,1.3,,,,,7.3,,,,,1485.09761904762,,360.000000359
"1962-04-01",,,,1.4,,,,,7.3,,,,,1388.74904761905,,360.000000359
"1962-05-01",,,,1.2,,,,,7.3,,,,,1402.31772727273,,360.000000359
"1962-06-01",,,,1.3,,,,,7.3,,,,,1425.92523809524,,360.000000359
"1962-07-01",,,,1.3,,,,,7.3,,,,,1459.18363636364,,360.000000359
"1962-08-01",,,,1.2,,,,,7.3,,,,,1411.14173913043,,360.000000359
"1962-09-01",,,,1.2,,,,,7.3,,,,,1344.6545,,360.000000359
"1962-10-01",,,,1.4,,,,,6.94,,,,,1264.67782608696,,360.000000359
"1962-11-01",,,,1.3,,,,,6.57,,,,,1399.78238095238,,360.000000359
"1962-12-01",,,,1.3,,,,,6.57,,,,,1432.1535,,360.000000359
"1963-01-01",,,,1.4,,,,,6.57,,,,,1437.44526315789,,360.000000359
"1963-02-01",,,,1.4,,,,,6.57,,,,,1489.697,,360.000000359
"1963-03-01",,,,1.4,,,,,6.21,,,,,1539.7475,,360.000000359
"1963-04-01",,,,1.2,,,,,5.84,,,,,1600.88095238095,,360.000000359
"1963-05-01",,,,1.3,,,,,5.84,,,,,1569.97409090909,,360.000000359
"1963-06-01",,,,1.1,,,,,5.84,,,,,1550.946,,360.000000359
"1963-07-01",,,,1.1,,,,,5.84,,,,,1501.68304347826,,360.000000359
"1963-08-01",,,,1.2,,,,,5.84,,,,,1366.06227272727,,360.000000359
"1963-09-01",,,,1.3,,,,,5.84,,,,,1345.094,,360.000000359
"1963-10-01",,,,1.2,,,,,5.84,,,,,1348.8547826087,,360.000000359
"1963-11-01",,,,1.2,,,,,5.84,,,,,1300.58952380952,,360.000000359
"1963-12-01",,,,1.3,,,,,5.84,,,,,1232.9925,,360.000000359
"1964-01-01",,,,1.2,8321102.48112474,,,,5.84,,,,,1284.58368421053,,360.000000359
"1964-02-01",,,,1.3,8410754.28719329,,,,5.84,,,,,1282.581,,360.000000359
"1964-03-01",,,,1.2,8404890.85899518,,,,6.57,,,,,1237.2180952381,,360.000000359
"1964-04-01",,,,1.2,8491990.09911805,,,,6.57,,,,,1219.84571428571,,360.000000359
"1964-05-01",,,,1.1,8603807.43974774,,,,6.57,,,,,1289.727,,360.000000359
"1964-06-01",,,,1.2,8704655.40189982,,,,6.57,,,,,1323.44090909091,,360.000000359
"1964-07-01",,,,1.2,8822253.20155815,,,,6.57,,,,,1333.83913043478,,360.000000359
"1964-08-01",,,,1.2,8901275.09637357,,,,6.57,,,,,1287.96952380952,,360.000000359
"1964-09-01",,,,1.1,8904060.29935747,,,,6.57,,,,,1256.90238095238,,360.000000359
"1964-10-01",,,,1.1,9036430.42489886,,,,6.57,,,,,1212.98136363636,,360.000000359
"1964-11-01",,,,1.1,9310967.36314058,,,,6.57,,,,,1211.42684210526,,360.000000359
"1964-12-01",,,,1.1,9329493.13355878,,,,6.57,,,,,1215.866,,360.000000359
"1965-01-01",,,,1.1,9604488.98387571,,,,6.21,,,,,1265.67631578947,,360.000000359
"1965-02-01",,,,1.2,9691666.99712049,,,,6.21,,,,,1242.2165,,360.000000359
"1965-03-01",,,,1.1,9571083.7993732,,,,6.21,,,,,1175.31086956522,,360.000000359
"1965-04-01",,,,1.2,9709580.95134208,,,,5.84,,,,,1148.58333333333,,360.000000359
"1965-05-01",,,,1.2,9828067.42149344,,,,5.84,,,,,1140.51210526316,,360.000000359
"1965-06-01",,,,1.3,9911820.92549694,,,,5.48,,,,,1089.94454545455,,360.000000359
"1965-07-01",,,,1.3,10044211.5263382,,,,5.48,,,,,1045.73681818182,,360.000000359
"1965-08-01",,,,1.2,10210315.4200581,,,,5.48,,,,,1164.49818181818,,360.000000359
"1965-09-01",,,,1.3,10356865.3712466,,,,5.48,,,,,1249.96428571429,,360.000000359
"1965-10-01",,,,1.3,10485996.0461746,,,,5.48,,,,,1231.27095238095,,360.000000359
"1965-11-01",,,,1.3,10494761.5660185,,,,5.48,,,,,1313.6475,,360.000000359
"1965-12-01",,,,1.3,10728980.2324732,,,,5.48,,,,,1367.5345,,360.000000359
"1966-01-01",,,,1.4,10886806.1581943,,,,5.48,,,,,1432.148,,360.000000359
"1966-02-01",,,,1.3,10989282.4674365,,,,5.48,,,,,1481.3915,,360.000000359
"1966-03-01",,,,1.4,11165732.157875,,,,5.48,,,,,1547.67363636364,,360.000000359
"1966-04-01",,,,1.3,11295407.4750531,,,,5.48,,,,,1540.1145,,360.000000359
"1966-05-01",,,,1.4,11402579.6789567,,,,5.48,,,,,1562.3005,,360.000000359
"1966-06-01",,,,1.3,11497866.5909421,,,,5.48,,,,,1516.42681818182,,360.000000359
"1966-07-01",,,,1.2,11694080.2319611,,,,5.48,,,,,1481.76571428571,,360.000000359
"1966-08-01",,,,1.3,11700782.3858841,,,,5.48,,,,,1477.6952173913,,360.000000359
"1966-09-01",,,,1.4,12070164.0757469,,,,5.48,,,,,1452.818,,360.000000359
"1966-10-01",,,,1.3,12062985.0567474,,,,5.48,,,,,1436.8135,,360.000000359
"1966-11-01",,,,1.3,11973088.4918181,,,,5.48,,,,,1421.1945,,360.000000359
"1966-12-01",,,,1.2,12393350.8064571,,,,5.48,,,,,1398.5225,,360.000000359
"1967-01-01",,,,1.2,12401103.2980321,,,,5.48,,,,,1434.436,,360.000000359
"1967-02-01",,,,1.1,12576853.8996247,,,,5.48,,,,,1475.2315,,360.000000359
"1967-03-01",,,,1.6,12910220.6247347,,,,5.48,,,,,1467.31772727273,,360.000000359
"1967-04-01",,,,1.3,13051475.3572961,,,,5.48,,,,,1433.5695,,360.000000359
"1967-05-01",,,,1.2,12881040.3171658,,,,5.48,,,,,1474.07714285714,,360.000000359
"1967-06-01",,,,1.3,13212527.1305695,,,,5.48,,,,,1484.03545454545,,360.000000359
"1967-07-01",,,,1.2,13207436.7114872,,,,5.48,,,,,1484.92476190476,,360.000000359
"1967-08-01",,,,1.2,13531453.2044583,,,,5.48,,,,,1382.48043478261,,360.000000359
"1967-09-01",,,,1.1,13836345.0778544,,,,5.84,,,,,1341.899,,360.000000359
"1967-10-01",,,,1.2,14064199.7070931,,,,5.84,,,,,1367.15095238095,,360.000000359
"1967-11-01",,,,1.3,14236030.3737284,,,,5.84,,,,,1323.75,,360.000000359
"1967-12-01",,,,1.3,14437001.5462397,,,,5.84,,,,,1274.106,,360.000000359
"1968-01-01",,,,1.3,14578320.485745,32226940.4806741,,,6.21,,,,,1305.56105263158,,360.000000359
"1968-02-01",,,,1.3,14842234.3800644,32676669.926541,,,6.21,,,,,1336.85047619048,,360.000000359
"1968-03-01",,,,1.2,15002339.6251971,33173983.8064964,,,6.21,,,,,1345.0285,,360.000000359
"1968-04-01",,,,1.2,15080239.9295876,33431989.5617533,,,6.21,,,,,1419.5580952381,,360.000000359
"1968-05-01",,,,1.2,15283925.1045769,33762938.4398662,,,6.21,,,,,1470.54454545455,,360.000000359
"1968-06-01",,,,1.1,15631824.8654286,34230496.1782507,,,6.21,,,,,1512.967,,360.000000359
"1968-07-01",,,,1.3,15773284.7679979,34542022.7916182,,,6.21,,,,,1564.42565217391,,360.000000359
"1968-08-01",,,,1.2,15855476.6585346,34889167.5884923,,,5.84,,,,,1634.70454545455,,360.000000359
"1968-09-01",,,,1.1,16010425.1196293,35367390.7787709,,,5.84,,,,,1772.297,,360.000000359
"1968-10-01",,,,1.1,16127343.2417122,35779703.921635,,,5.84,,,,,1764.52409090909,,360.000000359
"1968-11-01",,,,1,16494232.9759196,36339913.1626782,,,5.84,,,,,1694.0219047619,,360.000000359
"1968-12-01",,,,1.1,16730211.3922109,36863178.1220776,,,5.84,,,,,1710.9585,,360.000000359
"1969-01-01",,,,1.1,17011627.1518649,37355705.2162738,,,5.84,,,,,1795.18894736842,,360.000000359
"1969-02-01",,,,1.2,17166312.0305172,37816568.8195872,,,5.84,,,,,1811.22894736842,,360.000000359
"1969-03-01",,,,1.1,17482607.1159281,38384025.9849151,,,5.84,,,,,1796.643,,360.000000359
"1969-04-01",,,,1.1,17776149.1614357,38951716.4608972,,,5.84,,,,,1879.84238095238,,360.000000359
"1969-05-01",,,,1.2,18038504.3593236,39400143.1417739,,,5.84,,,,,1937.15,,360.000000359
"1969-06-01",,,,1.3,18382333.5638012,39981244.188297,,,5.84,,,,,1956.54666666667,,360.000000359
"1969-07-01",,,,1.2,18750754.8177004,40540508.0219526,,,5.84,,,,,1926.20434782609,,360.000000359
"1969-08-01",,,,1.1,19151807.2079279,41197011.5361353,,,5.84,,,,,1887.4280952381,,360.000000359
"1969-09-01",,,,1.1,19443165.4456429,41794005.3528798,,,6.25,,,,,1991.365,,360.000000359
"1969-10-01",,,,1.1,19674627.82517,42389870.7029149,,,6.25,,,,,2081.88772727273,,360.000000359
"1969-11-01",,,,1,20198463.3551951,43063626.686953,,,6.25,,,,,2161.96789473684,,360.000000359
"1969-12-01",,,,1.1,20576723.2173043,43772708.0536332,,,6.25,,,,,2248.2705,,360.000000359
"1970-01-01",6139212.89799422,40.717394331704,30.8743705210039,1.1,20909713.5697136,44427412.7309361,,,6.25,,,,,2326.88578947368,,360.000000359
"1970-02-01",6189511.87236883,40.7342292047432,30.9214873479971,1.1,21200772.0748471,45024714.1044513,,,6.25,,,,,2325.68157894737,,360.000000359
"1970-03-01",6255918.38972779,41.0810407909202,31.1240537490288,1,21313236.5186635,45566934.8229817,,,6.25,,,,,2465.31954545455,,360.000000359
"1970-04-01",6308412.22455283,41.4582773604595,31.1967775342133,1.2,21667331.9872376,46199344.9456167,,,6.25,,,,,2460.73285714286,,360.000000359
"1970-05-01",6374969.81612915,41.6188963730163,31.1597162349474,1.1,22097107.894863,46925148.644587,,,6.25,,,,,2059.0855,,360.000000359
"1970-06-01",6492074.17811719,41.8331303320949,31.289151483166,1.1,22224969.7361554,47411141.2042832,,,6.25,,,,,2103.87363636364,,360.000000359
"1970-07-01",6605781.30965469,42.0614445647473,31.4470117816667,1.2,22627005.4181019,48053139.4539057,,,6.25,,,,,2124.22086956522,,360.000000359
"1970-08-01",6661822.44896554,42.2293593284553,31.4885043915174,1.2,22949768.0238468,48674234.6964795,,,6.25,,,,,2150.4319047619,,360.000000359
"1970-09-01",6720257.169645,42.51476569135,31.6630773683733,1.3,23085363.2036511,49207331.1064325,,,6.25,,,,,2117.3825,,360.000000359
"1970-10-01",6786503.8100381,43.0935784173793,32.1118312245857,1.3,23551982.3705527,49960098.9405961,,,6,,,,,2098.54772727273,,360.000000359
"1970-11-01",6795338.06537436,43.4967910651521,32.3648676720953,1.3,23958758.7814877,50561551.6250029,,,6,,,,,2092.10473684211,,360.000000359
"1970-12-01",6873152.42904561,43.6001570335729,32.577986007432,1.2,24358378.7082665,51265279.6090405,,,6,,,,,1988.0045,,360.000000359
"1971-01-01",6905441.14386788,43.7770128478886,32.804077893204,1.1,24801874.3341063,52015523.5890391,,,5.75,,,,,2075.42,,360.000000359
"1971-02-01",6920688.70684729,43.7969335587559,32.857432369903,1.2,25328702.1769016,52879675.987597,,,5.75,,,,,2165.13789473684,,360.000000359
"1971-03-01",6981085.58547183,43.6635375770058,32.8590076436588,1.2,25564937.5296596,53683931.8320827,,,5.75,,,,,2322.82217391304,,360.000000359
"1971-04-01",7044720.30667775,43.7490742664426,33.0077766391908,1.2,26008232.068914,54615678.07524,,,5.75,,,,,2426.73238095238,,360.000000359
"1971-05-01",7051618.32247751,44.0401708437724,33.1800259125877,1.2,26809141.4206644,55736655.4903225,,,5.5,,,,,2418.56157894737,,360.000000359
"1971-06-01",7168654.68530361,44.2035958973669,33.4349415486793,1.2,27019255.6044394,56625830.7432051,,,5.5,,,,,2550.57909090909,,360.000000359
"1971-07-01",7216745.04647217,44.4280442865355,33.5828652854555,1.2,27994216.0105438,58003383.4672751,,,5.25,,,,,2661.35409090909,,360.000000359
"1971-08-01",7257725.09068526,44.5851167299624,33.7359670252076,1.3,28778778.9731011,59207902.5388956,,,5.25,,,,,2463.595,,355.519999999
"1971-09-01",7363346.95000772,44.9024499940915,34.1955048253383,1.2,29238392.9319463,60303008.0524147,,,5.25,,,,,2361.366,,337.399999999
"1971-10-01",7331784.33165707,44.9211956881265,34.2505915016167,1.3,29531277.1728051,61333632.2971972,,,5.25,,,,,2308.32380952381,,330.419999999
"1971-11-01",7396284.01865675,44.8635266786283,34.2066077864545,1.3,29360579.9458558,62099850.2591509,,,5.25,,,,,2335.517,,328.399999999
"1971-12-01",7474319.12583583,45.1386209893693,34.2309115288672,1.4,30577818.0856593,64015157.2851898,,,4.75,,,,,2524.5805,,336.392319891347
"1972-01-01",7613260.72946367,45.3632656254297,34.1208728977552,1.4,30841861.5122277,65137559.1962502,,,4.75,,,,,2801.5885,,312.229999999
"1972-02-01",7771518.96456913,45.7617625209315,34.3790857392991,1.4,31137212.604414,66269557.8186317,,,4.75,,,,,2918.876,,304.979999999
"1972-03-01",7901535.77124476,45.9149792839846,34.5981236880417,1.4,31936648.3702315,67701222.5589202,,,4.75,,,,,3050.92454545455,,302.439999999
"1972-04-01",7899575.42111695,45.9823313833371,34.7148752053694,1.4,32496866.9618559,68925685.9039437,,,4.75,,,,,3258.718,,303.559999999
"1972-05-01",7992324.88333193,46.112914538214,34.8867816407628,1.4,32510483.640312,69933381.0736265,,,4.75,,,,,3444.29714285714,,304.439999999
"1972-06-01",8093110.47556337,46.4526121873565,35.075162565815,1.4,33008152.8044902,71623768.6908828,,,4.25,,,,,3648.73409090909,,303.679999999
"1972-07-01",8198246.50610005,46.9115811417355,35.2076520514245,1.4,33054445.9163266,73660573.926159,,,4.25,,,,,3764.95952380952,,301.109999999
"1972-08-01",8411284.56137239,47.4501429749421,35.6687782952741,1.4,33539781.7409242,74787973.9067155,,,4.25,,,,,3980.46043478261,,301.099999999
"1972-09-01",8460075.95151924,47.4220874595734,35.5054013115594,1.5,34348241.896455,76491531.340641,,,4.25,,,,,4196.5035,,301.099999999
"1972-10-01",8545325.49098797,47.6546796313482,35.6806963469507,1.4,36504773.3314531,78387122.746883,,,4.25,,,,,4432.01571428571,,301.099999999
"1972-11-01",8682672.53436027,47.9617758284666,35.8502792481747,1.4,37389513.2525379,79842603.5332763,,,4.25,,,,,4631.755,,301.099999999
"1972-12-01",8902335.34792694,48.5359189006419,36.2108896112866,1.4,38098619.8012321,81109285.5419389,,,4.25,,,,,4943.5375,,301.229999999
"1973-01-01",9120389.17742426,49.0119664047632,36.3523649540365,1.3,38701269.4901743,82232793.1803425,,,4.25,,,,,5256.04052631579,,301.959999999
"1973-02-01",9291968.61266798,49.6464694352964,36.7107454519086,1.2,39784778.220992,84015007.1589858,,,4.25,,,,,5071.1025,,279.099999999
"1973-03-01",9538608.93859878,50.547080465474,37.5634533768333,1.2,41185625.7779623,85886915.3898178,,,4.25,,,,,5057.0780952381,,265.259999999
"1973-04-01",9601526.82471362,50.9620723644133,37.9228883483954,1.3,42871749.8138313,87737337.379337,,,5,,,,,4772.1865,,265.519999999
"1973-05-01",9762941.50827938,51.6315383658301,38.619899967628,1.4,42638095.2652435,88437618.8077055,,,5.5,,,,,4662.68590909091,,264.729999999
"1973-06-01",9856493.87347768,51.9855306805304,38.9576204444847,1.4,43127787.0476692,89633931.8323167,,,5.5,,,,,4604.84428571429,,264.7
"1973-07-01",9887750.80314806,52.5907248939203,39.3703976863442,1.3,43801353.5125817,90395698.4641718,,,6,,,,,4922.31363636364,,264.41
"1973-08-01",10130667.7652354,53.1175504592301,39.8543017108295,1.2,44044143.4744392,91127697.6641807,,,7,,,,,4903.19782608696,,265.109999999
"1973-09-01",10325043.0086435,54.3383935667716,40.5710631713361,1.3,45322686.4510825,92252447.8709298,,,7,,,,,4610.39684210526,,265.49
"1973-10-01",10582204.0579126,54.9882068217703,40.7564450061686,1.1,45261875.2808567,92834147.0188318,,,7,,,,,4572.24545454545,,266.33
"1973-11-01",10746627.5992258,55.7421369651698,41.3786835291157,1.2,45369474.8073755,93729568.5459518,,,7,,,,,4486.96,,277.809999999
"1973-12-01",10859507.379917,56.9932950107495,42.7980772052006,1.1,45432671.9191205,94208936.3301932,,,9,,,,,4182.478,,280
"1974-01-01",10855248.9636036,58.0172901233892,44.393082532611,1.2,46098506.1015233,95065272.72309,,,9,,,,,4346.05894736842,,298.639999999
"1974-02-01",11010298.4018579,59.4494752442298,45.8750867196954,1.3,46710210.9487244,96253965.49355,,,9,,,,,4524.85210526316,,291.239999999
"1974-03-01",11087884.2915738,60.3635638822568,46.1430603855148,1.4,46830102.6627772,96829094.0172289,,,9,,,,,4485.113,,282.58
"1974-04-01",11466628.8154134,62.0719946207273,46.7898358531887,1.3,46990392.8587974,97624662.4484777,,,9,,,,,4520.81,,277.779999999
"1974-05-01",11789046.7507678,62.8196604445036,47.0849496059188,1.3,48174745.7722925,98771655.9353047,,,9,,,,,4712.33142857143,,278.929999999
"1974-06-01",11957349.4087236,63.7378277883423,47.7112943861184,1.3,49373428.8669641,99640297.7931491,,,9,,,,,4696.66,,283.049999999
"1974-07-01",12173202.6922712,64.4820383147259,48.7307841879413,1.3,49525074.3956806,100376130.273751,,,9,,,,,4540.14956521739,,290.91
"1974-08-01",12315354.826413,65.1296210812527,49.4776330063755,1.5,49696096.6919112,101298308.4475,,,9,,,,,4186.66,,302.219999999
"1974-09-01",12369431.2906743,65.3465005485468,49.6800244433391,1.4,49956312.7022813,102034278.183471,,,9,,8.12816666666667,,,4046.84105263158,,299.62
"1974-10-01",12532158.1828236,66.6253474920804,50.7789134020256,1.6,50172085.9680305,102816127.309344,,,9,,8.21316,,,3625.85818181818,,299.479999999
"1974-11-01",12656129.9965928,67.3637060735825,51.6064085860866,1.5,51355905.7367465,104332810.279135,,,9,,8.23308695652174,,,3740.613,,300.099999999
"1974-12-01",12664751.3888198,67.3257133976393,51.8623819437622,1.7,51761226.7554836,105341904.815739,,,9,,8.24873913043478,,,3904.031,,300.439999999
"1975-01-01",12592539.310011,67.2006128944801,52.1300998853557,1.7,52431727.2057155,106452507.066671,,,9,,8.23759090909091,,,3771.67157894737,,299.639999999
"1975-02-01",12628842.2008621,66.9911873633811,52.2988185587423,1.8,52980427.3087062,107676018.356433,,,9,,8.25572727272727,,,4110.68842105263,,292.169999999
"1975-03-01",12705005.1610642,67.2492683826024,52.6951275353778,1.8,52995608.3555123,108665496.770068,,,9,,8.27091666666667,,,4297.4395,,288.029999999
"1975-04-01",12926264.2996003,67.4298491337612,53.0422890722107,1.8,53789366.9828874,110099918.763375,,,8.5,,8.251125,,,4433.6619047619,,292.12
"1975-05-01",13043612.4230302,67.8232782306265,53.4385272307935,1.8,54343445.5896581,111191297.556778,,,8.5,,8.27966666666667,,,4508.60857142857,,291.469999999
"1975-06-01",13174702.698598,68.1393397447808,53.8211991708318,1.8,54308359.9607754,111889759.199609,,,8,,8.30345833333333,,,4486.6719047619,,293.569999999
"1975-07-01",13263460.1114733,68.3600345284883,54.0990246853302,1.8,55020099.3599802,113476860.092583,,,8,,8.31634615384615,,,4389.10130434783,,296.219999999
"1975-08-01",13292425.4276619,68.409987753615,54.1866568075643,1.9,55946935.3252945,114930554.348061,,,7.5,,8.32508,,,4182.87285714286,,297.939999999
"1975-09-01",13472601.3256701,68.875318554083,54.8308352198841,2,56079424.1677054,116127313.328175,,,7.5,,8.33221739130435,,,3964.24,,299.679999999
"1975-10-01",13673946.3175171,69.4443851841161,55.6073778488086,2.1,56286642.9011986,117565099.914252,,,6.5,,8.3492,,,4207.1,,302.379999999
"1975-11-01",13688711.9511732,69.8599527066467,55.8972986615064,2.1,55967467.1056565,118941906.418591,,,6.5,,8.39809090909091,,,4311.76444444444,,302.529999999
"1975-12-01",13824948.0585334,70.0964164220658,56.0782219457404,2.1,57576424.2164484,120697963.417935,,,6.5,,8.4224347826087,,,4258.7265,,305.7
"1976-01-01",14021808.5211421,70.982420437551,56.7350526143015,2.1,58696193.7163877,122489622.690829,,,6.5,,8.45886363636364,,,4574.80473684211,,304.66
"1976-02-01",14223691.7027449,71.6250082794338,57.2128265969819,2,59680970.4510778,124164955.298868,,,6.5,,8.46772727272727,,,4559.76421052632,,301.899999999
"1976-03-01",14336048.5635727,72.0575370018602,57.4171747534036,2,60120836.0827191,125659090.895795,,,6.5,,8.47930769230769,,,4605.2,,300.599999999
"1976-04-01",14540899.1888835,72.965852107642,58.1289074153371,2.1,60513659.7939356,126798852.81144,,,6.5,,8.49258333333333,,,4520.99095238095,,299.129999999
"1976-05-01",14602661.7721413,73.4730488891933,58.371441406408,2.1,61547675.3282137,128405118.165404,,,6.5,,8.4964347826087,,,4607.92052631579,,299.059999999
"1976-06-01",14839708.7149419,73.9909722750546,58.8847483694347,2,62345136.2674876,129956468.084996,,,6.5,,8.4992,,,4728.86454545455,,299.399999999
"1976-07-01",15055294.8942403,74.4757016035253,59.3772126827735,2,62531128.4853203,131001376.419116,,,6.5,,8.52530769230769,,,4749.23045454545,,294.779999999
"1976-08-01",15073887.893593,74.3819735859167,59.3171959426067,2,63227526.1854555,132317558.164524,,,6.5,,8.5024,,,4708.81272727273,,290.739999999
"1976-09-01",15184411.9625069,75.0946174346803,60.1757552181256,2,63629632.8824445,133520002.766251,,,6.5,,8.47452173913043,,,4741.586,,287.66
"1976-10-01",15116861.4532232,75.0923105565609,60.4001901634981,2,64449036.7768965,135131857.829643,,,6.5,,8.4685,,,4702.779,,290.929999999
"1976-11-01",15291169.1865878,75.4808688692794,60.9979060336573,2,64643802.4768781,136056953.256369,,,6.5,,8.47482608695652,,,4544.6145,,295.049999999
"1976-12-01",15573359.5521308,76.4008209265042,61.9147760244578,1.8,65033015.9499472,137418947.531412,,,6.5,,8.48404347826087,,,4760.2215,,294.719999999
"1977-01-01",15832195.1741313,76.7218349098598,62.081928270673,1.9,65391569.949668,138618298.252943,,,6.5,,8.48617391304348,,,4993.0165,,291.08
"1977-02-01",15964874.4510746,77.3795818708103,62.5441888303741,2,65542037.6879559,139626007.980404,,,6.5,,8.50522727272727,,,5042.77789473684,,285.069999999
