"date","gdp_nom","gdp_defl","cpi","ur","m1","m2","m3","ml","policy","tona_1d","gov_9y","gov_10y","gov_20y","n225","reer","xr_usd"
"1953-04-01",,,,2,,,,,5.84,,,,,327.881428571429,,
"1953-05-01",,,,2,,,,,5.84,,,,,351.6115,,
"1953-06-01",,,,1.9,,,,,5.84,,,,,339.784545454545,,
"1953-07-01",,,,1.8,,,,,5.84,,,,,359.414347826087,,
"1953-08-01",,,,1.8,,,,,5.84,,,,,402.139523809524,,
"1953-09-01",,,,1.8,,,,,5.84,,,,,429.36,,
"1953-10-01",,,,1.7,,,,,5.84,,,,,435.048636363636,,
"1953-11-01",,,,1.8,,,,,5.84,,,,,425.36,,
"1953-12-01",,,,1.6,,,,,5.84,,,,,411.443,,
"1954-01-01",,,,1.8,,,,,5.84,,,,,361.798947368421,,
"1954-02-01",,,,1.8,,,,,5.84,,,,,360.7265,,
"1954-03-01",,,,1.9,,,,,5.84,,,,,336.229565217391,,
"1954-04-01",,,,2,,,,,5.84,,,,,332.159047619048,,
"1954-05-01",,,,2.2,,,,,5.84,,,,,328.111052631579,,
"1954-06-01",,,,2.3,,,,,5.84,,,,,335.843636363636,,
"1954-07-01",,,,2.4,,,,,5.84,,,,,340.695909090909,,
"1954-08-01",,,,2.6,,,,,5.84,,,,,339.053636363636,,
"1954-09-01",,,,2.5,,,,,5.84,,,,,352.512380952381,,
"1954-10-01",,,,2.6,,,,,5.84,,,,,340.5695,,
"1954-11-01",,,,2.6,,,,,5.84,,,,,324.829,,
"1954-12-01",,,,2.7,,,,,5.84,,,,,337.1845,,
"1955-01-01",,,,2.6,,,,,5.84,,,,,370.7835,,
"1955-02-01",,,,2.5,,,,,5.84,,,,,374.664,,
"1955-03-01",,,,2.3,,,,,5.84,,,,,354.7,,
"1955-04-01",,,,2.5,,,,,5.84,,,,,351.414,,
"1955-05-01",,,,2.4,,,,,5.84,,,,,349.564,,
"1955-06-01",,,,2.6,,,,,5.84,,,,,354.229090909091,,
"1955-07-01",,,,2.6,,,,,5.84,,,,,355.171428571429,,
"1955-08-01",,,,2.6,,,,,7.3,,,,,377.23347826087,,
"1955-09-01",,,,2.6,,,,,7.3,,,,,385.884090909091,,
"1955-10-01",,,,2.7,,,,,7.3,,,,,401.57,,
"1955-11-01",,,,2.4,,,,,7.3,,,,,401.445,,
"1955-12-01",,,,2.4,,,,,7.3,,,,,409.89,,
"1956-01-01",,,,2.5,,,,,7.3,,,,,426.318,,
"1956-02-01",,,,2.6,,,,,7.3,,,,,429.54380952381,,
