"date","pop","gdp_nom","gdp_defl","cpi","ur","narrow","broad","stir","ltir","xr_usd"
"1870-01-01",39.1240412193028,36.1660370960537,,0.0407156175961396,,13.5546905226228,14.1656944787237,6,5.792,0.00687585161832254
"1871-01-01",38.4024245381247,35.7479064447074,0.0300278025994462,0.042505315072893,,14.5328640654925,14.9908805648629,5.5,5.401,0.00713102474704897
"1872-01-01",38.3494991962047,37.669496044577,0.0300998708001214,0.0420578907037047,,14.9520812981509,15.4034736079326,5,5.592,0.00713956524589264
"1873-01-01",38.5612005638846,36.5600157964198,0.0294656913080358,0.0420578907037047,,15.650776685915,16.0911286797153,4.75,5.128,0.00698625839803524
"1874-01-01",38.7209943846814,39.2363538644236,0.0302416908644786,0.0420578907037047,,15.3712985308094,15.9535976653587,3.5,4.835,0.00708430811775772
"1875-01-01",38.9011441062167,39.6046711168731,0.031027863142312,0.0411630419653279,,16.2097329961263,16.778783751498,3.25,4.535,0.00686764665976581
"1876-01-01",39.081293827752,37.1396626199468,0.029337006533342,0.042505315072893,,17.0481674614431,17.7415008519937,2.5,4.252,0.0070835606602262
"1877-01-01",39.2624613443243,38.6778399980043,0.0305496194519942,0.042505315072893,,18.0263410043128,18.8417489668461,2,4.152,0.00755226180984424
"1878-01-01",39.4527890162288,37.6830815170035,0.031390777689815,0.0416104663345163,,18.8647754696297,19.9419970816984,3,3.934,0.00784570787414419
"1879-01-01",39.6013870916195,34.6384261965502,0.0290532077782571,0.0416104663345163,,18.4455582369713,19.6669350529853,2.875,3.681,0.00792932158662839
"1880-01-01",39.7398072166409,38.3548076536429,0.0302483443084409,0.0420578907037047,,18.7250363920769,20.0795280960549,2.52,3.534,0.00795321400640591
"1881-01-01",39.8884052920316,39.9926118294941,0.0295391147053045,0.0416104663345163,,19.1442536247353,20.7671831678376,3.68,3.578,0.00797223141151021
"1882-01-01",40.0370033674223,42.039489675074,0.0299291598132836,0.0416104663345163,,19.1442536247353,21.1797762109073,3.41,3.759,0.00788578946485822
