"date","pop","gdp_nom","gdp_defl","cpi","ur","narrow","broad","stir","ltir","xr_usd"
"1870-01-01",34.1163902563448,,,0.0165246676241282,,,60.9556268954882,,7.0805616387683,1.0696
"1871-01-01",34.325425838541,,,0.0138591758970435,,,79.8606576297592,,6.74683755579782,
"1872-01-01",34.5344614207371,,,0.0101302496467179,,,118.294553261844,,6.43837694334427,
"1873-01-01",34.7434970029333,,,0.0102821688643237,,123.746147503281,155.369852308889,,6.53585307355733,0.9539
"1874-01-01",34.9069608468307,,,0.0119498275484972,,144.072928669192,160.121096307986,,6.61664489889292,0.9824
"1875-01-01",35.1060895293967,561.677985755993,0.0111610792791994,0.0131893502557814,,137.755145333841,163.486286232451,,6.41862610707183,1.003
"1876-01-01",35.3805106491519,551.276541575326,0.0112227964452326,0.0110383122428621,,148.055879032783,178.238646240742,,6.46081920497782,1.044
"1877-01-01",35.6826710878714,529.433508795926,0.0104439676464909,0.0113904886109484,,166.322513458905,193.034938232382,,6.46028503499289,1.0308
"1878-01-01",35.9769060068868,616.805639913526,0.0122043905400356,0.012750856150419,,231.697836668186,241.209652872325,,6.41348224795769,1.0801
"1879-01-01",36.2166529779364,791.549902148724,0.0147778145232569,0.0169976888244009,,230.873777972271,233.506179592235,11.32,6.40356409622267,1.1215
"1880-01-01",36.4643254686902,762.425858442857,0.013675955566207,0.0194732815294782,,223.86927905699,218.1772123025,9.86,6.425636,1.0971
"1881-01-01",36.7664859074097,825.874667944923,0.0153016961095729,0.0214516840678455,,217.55149572164,210.27494679776,10.95,6.185506,1.12994350282486
"1882-01-01",37.0656742762402,778.028024713858,0.0140446603459703,0.0199635662772062,,207.250762022699,204.747204992986,8.4,6.331536,1.13636363636364
"1883-01-01",37.4143971432215,738.502536827325,0.0133180795065116,0.0171530607514979,,194.477852236011,199.441319704119,10.22,6.296513,1.13960113960114
"1884-01-01",37.782933809463,772.827302623524,0.0138262788238987,0.016593721813949,,178.958080129607,195.155754728512,10.95,6.27267,1.15606936416185
"1885-01-01",38.0692432087744,865.400155831456,0.0149264962731129,0.0166006272329311,,182.666344261225,202.973451165306,9.13,6.264662,1.22324159021407
"1886-01-01",38.2624277515623,865.700155885477,0.0137539170308911,0.014639488242019,,203.267811659108,202.848245012764,10.22,6.01959,1.3745704467354
