"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","policy","estr_1d","euribor_3m","gov_10y","sx5e","reer","rrppi","xr_usd","hfwh","hnfwh","hhwh"
"1979-01-01",217266.399438196,385224.274829642,27.2308115557508,27.5479618186708,30.1024950926083,4.3570852,418600,985900,1018100,,,7.697024631,9.72966266666667,,,71.2074864871376,0.738499889,,,
"1979-04-01",226902.55907974,400788.507393798,27.9074603677033,28.2090799678357,30.7543121267774,4.4945312,427500,1018100,1047800,,,9.350466897,10.1758586666667,,,72.0736522393227,0.750670533,,,
"1979-07-01",233019.811008991,414555.617834053,28.7670855653886,29.0299731309949,31.567372900031,4.6111694,433800,1034200,1072200,,,11.022080144,10.59957,,,71.8767078014196,0.719858782,,,
"1979-10-01",242601.537187496,429729.423315853,29.6476588008412,29.8094085791575,32.4232200331503,4.5390092,443500,1060800,1100500,,,12.693692391,11.1347366666667,,,70.3427282542998,0.71193665,,,
"1980-01-01",252506.017279728,446501.798849817,30.5797922424031,30.6832781329943,33.4198117811941,4.5833444,451370,1088333,1117228,,,12.735106889,12.0908466666667,,,69.3060361196532,0.708656271,,,3544574.74618934
"1980-04-01",257937.351042069,456207.100745689,31.4297802115255,31.4981208511716,34.2744684519764,4.7320975,458753,1109205,1139157,,,13.237090305,12.314,,,70.4050921884571,0.718867284,,,3683758.22616745
"1980-07-01",266625.272651184,466722.750457406,32.2548158038943,32.2425376100946,35.1392113380817,4.9613576,466718,1133419,1164470,,,12.239029243,12.2471433333333,,,72.6308133594158,0.702625956,,,3828406.97137086
"1980-10-01",274009.624678181,476916.719410227,33.166366378924,32.9312972527041,36.0601825328688,5.1132294,473379,1165452,1198927,,,12.663299259,12.8366466666667,,,73.7003115219263,0.745127976,,,3978735.58430833
"1981-01-01",281059.122945267,488341.128111575,34.0438542945007,33.6876529442771,37.1010872125277,5.315544,481349,1194414,1233640,,,13.432882044,13.3620133333333,,,74.409917814404,0.811117294,,,4134967.09420444
"1981-04-01",289466.465103002,504567.085951816,35.102921359008,34.7030273549417,38.0969959742457,5.7502304,487093,1223076,1266536,,,15.507875288,14.52217,,,74.6210457164991,0.896791589,,,4288847.59008766
"1981-07-01",298862.105145412,520472.425829523,36.1213080143347,35.6984705059125,39.1475766047317,6.0885419,493362,1246150,1293408,,,16.133415178,15.2246266666667,,,73.0762390974769,0.968121442,,,4438026.05794508
"1981-10-01",309931.902990205,536135.104426253,37.269471494382,36.6866682749274,40.2232524202178,6.4749738,499258,1273805,1324037,,,15.426309167,15.10394,,,71.0580728948856,0.918060968,,,4580151.48376382
"1982-01-01",317245.883052753,551178.105742407,37.9896708193018,37.5607985369777,41.075214632815,6.6934375,512323,1313351,1366026,,,14.331319171,14.7844266666667,,,69.9243701959944,0.964949871,,,4713456.2067437
"1982-04-01",324799.170224108,567334.770065787,39.0102032544534,38.6098859062162,42.0461829355309,6.8103077,525037,1347524,1403542,,,14.400041219,14.5159566666667,,,69.1090916817501,0.99814818,,,4839518.11261916
"1982-07-01",330946.342897216,576529.709080968,39.9676311851373,39.4460427616127,42.9489925908759,7.1146399,537908,1382740,1440564,,,13.349537282,14.2680433333333,,,68.8717622656514,1.051921541,,,4960498.44033743
"1982-10-01",341046.631667253,589166.788321823,40.9062333639389,40.2933827731895,43.7987817617601,7.4302836,551435,1414556,1478452,,,12.606617089,13.6763533333333,,,67.9063122641221,1.071130295,,,5078558.42884569
"1983-01-01",348987.452915741,605684.580697367,41.6215626997121,41.1490656665555,44.554512885005,7.7024134,564440,1443423,1505297,,,11.886461701,12.9965766666667,,,67.4734459294676,1.054918819,,,5193989.34981336
"1983-04-01",356218.151547404,621069.885432761,42.4852067388151,41.9200170038155,45.3392662445887,7.8019957,581509,1474969,1538465,,,11.847544911,12.9380833333333,,,67.1816563417002,1.09744881,,,5305410.8801333
"1983-07-01",363797.904729209,636571.31304512,43.4664246038231,42.8549724189024,46.1955248225977,7.9621831,590795,1503408,1569280,,,12.218649981,13.1305766666667,,,67.1603270100527,1.161869012,,,5409572.72942063
"1983-10-01",375481.918115313,656321.816940298,44.4850315510904,43.7066153567731,47.0082663168192,8.1382787,603201,1537092,1607971,,,12.169143466,13.08665,,,65.5452526943845,1.185024773,,,5503224.60729045
"1984-01-01",385013.890858754,673631.639330369,45.2102470496701,44.4772062131075,47.723478291285,8.385597,610604,1559014,1633342,,,11.431690392,12.6076766666667,,,64.3067439394788,1.202405467,,,5580305.10930736
"1984-04-01",389677.395980589,680331.612586508,45.9094723049569,45.1328524822422,48.3705432762592,8.5101942,620180,1591965,1668177,,,10.857933396,12.5059066666667,,,63.6913331725513,1.212450102,,,5643186.07173736
"1984-07-01",396660.096823348,698386.154896827,46.6418861581255,45.8577895497005,48.9600292306139,8.5839801,633449,1631220,1711302,,,10.413572546,12.2091466666667,,,63.5192910000235,1.301022533,,,5691428.21679597
"1984-10-01",403198.457514397,708951.272282947,47.3300444626001,46.3145034092067,49.60005284476,8.6897547,649438,1661882,1742791,,,10.128110652,11.4183,,,62.4679823183089,1.366000439,,,5724592.26669866
"1985-01-01",413532.820843212,722412.011645804,48.1222533652752,47.0880582522565,50.3071316720458,8.7272273,662471,1700138,1788333,,,9.863428615,10.94742,,,61.5480060187693,1.460977636,,,5756320.70614398
"1985-04-01",421417.500277635,739029.806126275,48.7142372698053,47.7159344255183,50.9912343636819,8.7441889,667103,1722006,1812216,,,9.961589378,10.8440966666667,,,61.0199697220934,1.377375968,,,5786172.94822223
"1985-07-01",430252.679577368,756984.749173418,49.2761215944496,48.4649428458114,51.342429481338,8.7764406,681849,1746936,1840516,,,9.346804458,10.6689566666667,,,61.6049564169754,1.274324952,,,5827790.16850679
"1985-10-01",438692.107729111,772536.897175306,49.875275791363,49.1675181990665,51.7962478455329,8.793575,698795,1784034,1882118,,,8.627972034,10.29037,,,61.2528600387122,1.172454975,,,5894813.542571
"1986-01-01",443915.566930933,784071.869262808,50.2960787906396,50.0724732660757,52.0810922565089,8.8028546,724787,1818276,1919041,,,8.748620189,9.76634533333333,,,60.8509591296983,1.083558347,,,5997202.21930247
"1986-04-01",454609.634344769,809352.918062979,50.5936198926809,50.7563413452858,52.2847462264591,8.8360206,729246,1832456,1936535,,,8.028393695,8.59817966666667,,,61.4704841839487,1.042994046,,,6125816.55366079
"1986-07-01",461061.072453553,822316.427409669,50.9377756540148,51.3086560016171,52.5227864450761,8.8369043,748489,1872837,1976548,,,7.753341258,8.40370466666667,,,62.4320364395932,0.987498995,,,6267834.87391984
"1986-10-01",468867.143946202,831403.377803056,51.4090628514652,51.7474917151029,52.7414152029697,8.8681562,760344,1903734,2011545,,,7.874773578,8.472985,900.82,,62.6974079719189,0.963245198,,,6410435.50835341
"1987-01-01",473216.022826013,834009.788295254,51.7944312612305,52.1600476465485,53.1003413131487,8.8967761,777454,1940390,2053663,,,8.105352975,8.471259,858.092712121212,,63.446316535402,0.889241197,,,6537758.82902467
"1987-04-01",485971.309401657,855990.375905486,52.2863716620078,52.647758413468,53.4525208057404,8.9283096,796118,1975973,2095216,,,8.42582686,8.68899466666667,881.713131313131,,64.120085219883,0.869730623,,,6658737.45112576
"1987-07-01",493911.930637031,871261.988372716,52.6874049461094,53.0176791367458,53.8184058909987,8.8946688,809350,2002177,2137689,,,8.490236505,9.472173,938.51077137838,,64.6999831909709,0.886173427,,,6779266.03363812
"1987-10-01",503866.850123752,892888.576495949,53.081241760938,53.6498236406431,54.1375364785391,8.8103278,815428,2027444,2173838,,,8.426012135,9.61342966666667,726.353238910847,,65.9837491064282,0.823642283,,,6905239.2355432
"1988-01-01",507770.536420557,906434.391217798,53.4642375728433,54.1646354350719,54.3879046593458,8.7459281,832408,2057427,2210937,,,7.453599159,8.986162,680.759489302968,,66.5058305135578,0.810682648,,,7055668.94465074
