"date","pop","gdp_nom","gdp_defl","cpi","ur","narrow","broad","stir","ltir","xr_usd"
"1870-01-01",1.76217006270627,0.626892274673804,,0.0343525923809183,,0.0999701335758822,0.112675490612858,4.5,5.6,0.00763177944508076
"1871-01-01",1.79711520088965,0.661878481578058,0.0201214160366835,0.0364675840760122,,0.111017557757275,0.122918717032209,4,5.2,0.00778003710225658
"1872-01-01",1.82776641885493,0.708470689811125,0.0208176408783755,0.0391593916879498,,0.126773720114343,0.14340516987091,4,4.9,0.00778582276692685
"1873-01-01",1.85303678691347,0.774574436510027,0.0215434695098482,0.0391593916879498,,0.150860726936069,0.163891622709611,4,4.9,0.00761139506839362
"1874-01-01",1.87908025986512,0.842696618222635,0.0229374485854344,0.0422998339018771,,0.185089631366941,0.204864528387014,4,4.9,0.00782593558738792
"1875-01-01",1.9055112815325,0.845387864907578,0.0225250079852344,0.0422998339018771,,0.160097097972971,0.184378075548313,4,4.9,0.00797353731165054
"1876-01-01",1.93540832371933,0.900726624866709,0.0227135815321525,0.0422998339018771,,0.157923834199582,0.184378075548313,4.5,4.9,0.00848228897040397
"1877-01-01",1.96407596972306,0.871795723003576,0.0225205800342319,0.040761658123627,,0.137640038981287,0.184378075548313,5,4.9,0.00846548699655047
"1878-01-01",1.98713163136748,0.751698839688015,0.0198576993663167,0.037044399992856,,0.120797244737524,0.157999429868789,5,4.9,0.0086570782729791
"1879-01-01",2.02508550251112,0.717385444454998,0.0186955402582033,0.0343525923809183,,0.116088506561849,0.155015682067444,5,4.6,0.00873790098104017
"1880-01-01",2.05309361830966,0.794758786647096,0.0206270089522205,0.0380698505116894,,0.147963041904884,0.186252067561986,5.5,4.5,0.00879999596348977
"1881-01-01",2.07487305911895,0.80030948293479,0.0213926497056993,0.0401848422067832,,0.151766253508314,0.197405731822316,4.5,4.5,0.00884298479749333
"1882-01-01",2.10541767628067,0.854807228304876,0.0207600915914321,0.0375571252522727,,0.160459308601869,0.212407792182454,4.5,4.5,0.00875309676019597
"1883-01-01",2.13838721265605,0.865740417962456,0.0202414939660829,0.0364675840760122,,0.16987678495322,0.223410096648443,4.5,4.5,0.00879146883561817
"1884-01-01",2.1724117981059,0.850602155359654,0.0197711389104758,0.0359548588165955,,0.172050048726609,0.229276807781031,4.5,4.5,0.00878294170774657
"1885-01-01",2.20027844367915,0.835295689839043,0.0189810639844904,0.0338398671215016,,0.172231154041058,0.231852605733888,4.5,4.5,0.00877867814381077
"1886-01-01",2.23022031797962,0.817129774715681,0.0176640473035449,0.0306994249075744,,0.173861101871099,0.239220861537285,4,4.4,0.00878744914417573
"1887-01-01",2.26964069737408,0.815111339701974,0.0172941278112339,0.0296098837313139,,0.179113155990122,0.252657822597305,4,4.5,0.00878720527168237
"1888-01-01",2.3055452427895,0.853293402044596,0.0174793818622852,0.0301226089907306,,0.201570214981806,0.282610704289643,4,4.4,0.00877036125084725
"1889-01-01",2.33894317491749,0.945805006839496,0.0187322626938375,0.0322376006858245,,0.239783436330558,0.330137768332645,4,4.5,0.00877463322417937
"1890-01-01",2.37126015497202,1.00148017263425,0.0187635974605997,0.033327141862085,,0.256264019945423,0.349983609419303,5,4.5,0.00878744914417573
"1891-01-01",2.39931509542259,1.05614612092214,0.0200058895662258,0.0375571252522727,,0.266043706925672,0.357557391645857,5.5,4.7,0.00877015101593917
"1892-01-01",2.41346211795093,1.03007466866176,0.0204928987292258,0.0396721169473665,,0.275280077962574,0.360636040547972,5.5,4.5,0.0087729917100171
"1893-01-01",2.42760914047927,1.04016684373029,0.0196543122178157,0.0375571252522727,,0.294115030665276,0.386332557341359,5,4.4,0.00875551362069922
"1894-01-01",2.45650094705123,1.0743120360455,0.0191950333547846,0.0338398671215016,,0.327981724467251,0.42450994992397,5,4.4,0.00870582754346397
"1895-01-01",2.4905733534223,1.11804479467582,0.0184886524433464,0.0328144166026683,,0.404408167164755,0.508254680126409,4,4.3,0.00870604618776836
"1896-01-01",2.52145769837853,1.21240663156662,0.0188288248195187,0.0333271418620849,,0.472684870712051,0.580968689662595,4.5,4.5,0.00871856777889342
"1897-01-01",2.55792115081073,1.33805421116987,0.0197897865005125,0.0349294082977621,,0.549654629352903,0.675734926704563,4.5,4.4,0.00872093418301874
"1898-01-01",2.60056147223418,1.47312115417043,0.0208320826526131,0.0359548588165955,,0.602718486486478,0.74082494724578,5,4.5,0.00878532324878526
"1899-01-01",2.6254682020376,1.52072257991035,0.0221325688312443,0.0375571252522727,,0.643648287551966,0.788184568381838,6,4.6,0.0088177566085241
"1900-01-01",2.64599134739561,1.63224111441766,0.0226872504564597,0.0380698505116893,,0.65234134264552,0.916936170097213,6,4.4,0.00876934539577142
"1901-01-01",2.6685070311379,1.58733093536268,0.0223369280290093,0.0375571252522727,,0.667191978430344,0.943551059028362,5.5,4,0.0087384795475072
"1902-01-01",2.6838495766968,1.54914887302005,0.0222826027027844,0.0375571252522727,,0.672444032549366,0.97245337655014,5,3.9,0.00875654965832623
"1903-01-01",2.70696302195437,1.70524118074672,0.0229452510424228,0.0375571252522727,,0.721523572765062,1.00112725964842,5,3.9,0.00876588745200337
"1904-01-01",2.74163318984072,1.74325504017154,0.0225334492661662,0.0375571252522727,,0.739815209524417,1.09449063693549,5,4.1,0.00874008742408417
"1905-01-01",2.76265446979481,1.82786110782942,0.0233233684474204,0.0375571252522727,,0.888683778001546,1.1580437779037,5,4.6,0.00875551362069922
"1906-01-01",2.7932399339934,1.94711697655593,0.0238469252279441,0.0391593916879498,,0.880896249480236,1.26502512985186,5,5.1,0.00882186880332608
"1907-01-01",2.82810935571818,2.06199956941942,0.0243743506401679,0.0401848422067832,,0.998071387928779,1.4225211982865,6.5,5.3,0.00885402465298626
"1908-01-01",2.87224408092983,2.09866780550176,0.0245093410285737,0.0422998339018771,,1.02143397349271,1.60461452611117,5.5,5.2,0.00877544893562271
"1909-01-01",2.90392544123978,2.1617438996801,0.0242199746493066,0.0417871086424604,,1.13860911194125,1.64980126584397,5,4.9,0.00875918684501314
"1910-01-01",2.93241874013488,2.23962185062563,0.0245643788178379,0.0417871086424604,,1.20960239520528,1.79597665979377,5.5,4.7,0.00876242950823532
"1911-01-01",2.96888219256708,2.37603441696865,0.0253013840391176,0.0433893750781375,,1.26284735765331,1.92298594261827,4.5,4.9,0.00877361064158648
