"date","gdp_nom","gdp_defl","cpi","ur","m1","m2","m3","gov_10y","reer"
"1994-01-01",,,,,,,,,41.0188237796448
"1994-02-01",,,,,,,,,42.6778687652877
"1994-03-01",,,,,,,,,47.1551632457726
"1994-04-01",,,,,,,,,47.9208763160693
"1994-05-01",,,,,,,,,48.7291290013825
"1994-06-01",,,,,,,,,49.2608741890886
"1994-07-01",,,,,,,,,51.1751568648304
"1994-08-01",,,,,,,,,51.5473784962246
"1994-09-01",,,,,,,,,52.6534084866532
"1994-10-01",,,,,,,,,53.4084866531958
"1994-11-01",,,,,,,,,53.3872168456875
"1994-12-01",,,,,,,,,53.3765819419334
"1995-01-01",,,,,,,,,55.2589599064129
"1995-02-01",,,,,,,,,56.9499096033181
"1995-03-01",,,,,,,,,60.108476018292
"1995-04-01",,,,,,,,,60.7253004360311
"1995-05-01",,,,,,,,,60.8529192810805
"1995-06-01",,,,,,,,,61.1506965861959
"1995-07-01",,,,,,,,,61.5016484100819
"1995-08-01",,,,,,,,,60.0659364032755
"1995-09-01",,,,,,,,,60.7040306285228
"1995-10-01",,,,,,,,,62.9799000319047
"1995-11-01",,,,,,,,,63.0756141656918
"1995-12-01",,,,,,,,,63.8945017547591
"1996-01-01",,,42.87,,,,,,65.6067212591726
"1996-02-01",,,44.24,,,,,,67.8719557588004
"1996-03-01",,,44.95,,,,,,68.2867170052111
"1996-04-01",,,45.72,,,,,,68.9460810379666
"1996-05-01",,,45.95,,,,,,68.4887801765394
"1996-06-01",,,46.23,,,,,,68.6802084441136
"1996-07-01",,,46.36,,,,,,69.2651281505902
"1996-08-01",,,45.92,,,,,,69.509730936935
"1996-09-01",,,46.11,,,,,,69.3714771881315
"1996-10-01",,,46.36,,,,,,68.9886206529831
"1996-11-01",,,46.69,,,,,,69.7649686270339
"1996-12-01",,,46.96,,,,,,69.4884611294268
"1997-01-01",,,47.55,,,,,,69.6160799744762
"1997-02-01",,,47.83,,,,,,69.4140168031479
"1997-03-01",,,48.23,,,,,,69.8925874720834
"1997-04-01",,,48.92,,,,,,70.8390939062001
"1997-05-01",,,49.84,,,,,,72.23226629799
"1997-06-01",,,50.15,,,,,,72.05147293417
"1997-07-01",,,50.38,,,,,,70.9879825587578
"1997-08-01",,,50.6,,,,,,71.1049665000532
"1997-09-01",,,50.82,,,,,,72.05147293417
"1997-10-01",,,51.28,,,,,,72.9448048495161
"1997-11-01",,,51.71,,,,,,74.1359140699777
"1997-12-01",,,52.11,,,,,,74.688929065192
"1998-01-01",,,53.01,,,,,,75.1143252153568
"1998-02-01",,,53.53,,,,,,75.7098798255876
"1998-03-01",,,53.96,,,,,,75.7630543443582
"1998-04-01",,,54.21,,,,,,75.9544826119324
"1998-05-01",,,54.4,,,,,,76.805274912262
"1998-06-01",,,54.5,,,,,,77.0286078910986
"1998-07-01",,,54.82,,,,,,77.4965436562799
"1998-08-01",,,54.74,,,,,,78.3686057641178
"1998-09-01",,,54.65,,,,,,82.2397107306179
"1998-10-01",,,54.74,,,,,,83.4201850473253
"1998-11-01",,,54.72,,,,,,82.6225672657662
"1998-12-01",,,54.78,,,,,,83.654152929916
"1999-01-01",,,55.4,,,,,,84.185898117622
"1999-02-01",,,55.51,,,,,,83.2925662022759
"1999-03-01",,,55.77,,,,,,83.1224077422099
"1999-04-01",,,55.91,,,,,,82.6970115920451
"1999-05-01",,,56.1,,,,,,82.4311389981921
"1999-06-01",,,56.08,,,,,,81.5059023715835
"1999-07-01",,,56.11,,,,,,81.2932042965011
"1999-08-01",,,56.01,,,,,,81.4952674678294
"1999-09-01",,,56.04,,,,,,80.9422524726151
"1999-10-01",,,56.18,,,,,,81.4314580453047
"1999-11-01",,,56.36,,,,,,80.8252685313198
"1999-12-01",,,56.79,,,,,,80.6551100712539
"2000-01-01",487.089551373861,48.1858645208115,57.09,,,,,,81.1655854514517
"2000-02-01",494.057122585532,48.3334454105196,57.11,14.9,,,,,80.2509837285972
"2000-03-01",492.053326040607,48.522482219652,57.51,14.2,,,,,79.8468573859407
"2000-04-01",496.409581367591,48.4864432591405,57.58,14.5,,,,,79.2513027757099
"2000-05-01",503.241019933738,48.4760934830494,57.67,13.9,,,,,78.3686057641178
"2000-06-01",515.349398698671,48.5992643964968,57.84,14,,,,,79.3257471019887
